game_id,date,home_team,away_team,home_score,away_score,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,home_first_half,away_first_half,first_half_total,market_book,market_first_half_total
401772982,2026-01-17,DEN,BUF,33.0,30.0,3.0,17.0,3.0,7.0,7.0,3.0,7.0,13.0,20.0,10.0,30.0,DraftKings,
401772984,2026-01-18,SEA,SF,41.0,6.0,17.0,7.0,10.0,7.0,0.0,6.0,0.0,0.0,24.0,6.0,30.0,DraftKings,
401772983,2026-01-18,NE,HOU,28.0,16.0,7.0,14.0,0.0,7.0,3.0,7.0,6.0,0.0,21.0,10.0,31.0,DraftKings,
401772985,2026-01-18,CHI,LAR,17.0,20.0,0.0,10.0,0.0,7.0,7.0,3.0,0.0,7.0,10.0,10.0,20.0,DraftKings,
