season,week,gsis_id,full_name,team,position,depth_chart_position,status,years_exp,rookie_year,history_available
2026,1,00-0040743,Tyler Shough,NO,QB,QB,ACT,1,2025,True
2026,1,00-0037013,Zach Wilson,NO,QB,QB,ACT,5,2021,True
2026,1,00-0033906,Alvin Kamara,NO,RB,RB,ACT,9,2017,True
2026,1,00-0039373,Audric Estimé,NO,RB,RB,ACT,2,2024,True
2026,1,00-0041326,CJ Donaldson,NO,RB,RB,ACT,0,2026,False
2026,1,00-0040202,Devin Neal,NO,RB,RB,ACT,1,2025,True
2026,1,00-0038551,Kendre Miller,NO,RB,RB,ACT,3,2023,True
2026,1,00-0036973,Travis Etienne,NO,RB,RB,ACT,5,2021,True
2026,1,00-0037276,Ty Chandler,NO,RB,RB,RES,4,2022,True
2026,1,00-0038040,Zamir White,NO,RB,RB,ACT,4,2022,False
2026,1,00-0041327,Cody Hardy,NO,TE,TE,ACT,0,2026,False
2026,1,00-0036040,Juwan Johnson,NO,TE,TE,ACT,6,2020,True
2026,1,00-0040244,Moliki Matavao,NO,TE,TE,RES,1,2025,True
2026,1,00-0035644,Noah Fant,NO,TE,TE,ACT,7,2019,True
2026,1,00-0041041,Oscar Delp,NO,TE,TE,ACT,0,2026,False
2026,1,00-0039518,Treyton Welch,NO,TE,TE,ACT,2,2024,False
2026,1,00-0037340,Zaire Mitchell-Paden,NO,TE,TE,ACT,4,2022,True
2026,1,00-0041099,Barion Brown,NO,WR,WR,ACT,0,2026,False
2026,1,00-0041451,Brock Rechsteiner,NO,WR,WR,ACT,0,2026,False
2026,1,00-0041067,Bryce Lance,NO,WR,WR,ACT,0,2026,False
2026,1,00-0039386,Bub Means,NO,WR,WR,ACT,2,2024,True
2026,1,00-0037239,Chris Olave,NO,WR,WR,ACT,4,2022,True
2026,1,00-0040788,Damien Alford,NO,WR,WR,ACT,0,2026,False
2026,1,00-0039424,Devaughn Vele,NO,WR,WR,ACT,2,2024,True
2026,1,00-0039907,Ja'Lynn Polk,NO,WR,WR,RET,2,2024,True
2026,1,00-0038740,Jalen Moreno-Cropper,NO,WR,WR,ACT,3,2023,False
2026,1,00-0041029,Jordyn Tyson,NO,WR,WR,ACT,0,2026,False
2026,1,00-0037231,Kevin Austin Jr.,NO,WR,WR,ACT,4,2022,True
2026,1,00-0039623,Mason Tipton,NO,WR,WR,A02,2,2024,True
2026,1,00-0038647,Ronnie Bell,NO,WR,WR,ACT,3,2023,True
2026,1,00-0039052,Trey Palmer,NO,WR,WR,ACT,3,2023,True
2026,1,00-0032434,Brandon Allen,NYG,QB,QB,ACT,10,2016,True
2026,1,00-0038998,Jake Haener,NYG,QB,QB,ACT,3,2023,False
2026,1,00-0031503,Jameis Winston,NYG,QB,QB,ACT,11,2015,True
2026,1,00-0040691,Jaxson Dart,NYG,QB,QB,ACT,1,2025,True
2026,1,00-0040715,Cam Skattebo,NYG,RB,RB,ACT,1,2025,True
2026,1,00-0041139,Damon Bankston,NYG,RB,RB,ACT,0,2026,False
2026,1,00-0039230,Dante Miller,NYG,RB,RB,CUT,2,2024,False
2026,1,00-0035250,Devin Singletary,NYG,RB,RB,ACT,7,2019,True
2026,1,00-0038396,Eric Gray,NYG,RB,RB,ACT,3,2023,True
2026,1,00-0041585,Grant Finley,NYG,RB,FB,ACT,0,2026,False
2026,1,00-0036893,Najee Harris,NYG,RB,RB,ACT,5,2021,False
2026,1,00-0033376,Patrick Ricard,NYG,RB,FB,ACT,9,2017,True
2026,1,00-0039384,Tyrone Tracy Jr.,NYG,RB,RB,ACT,2,2024,True
2026,1,00-0031484,Chris Manhertz,NYG,TE,TE,ACT,11,2015,True
2026,1,00-0037838,Isaiah Likely,NYG,TE,TE,ACT,4,2022,True
2026,1,00-0036332,Josiah Deguara,NYG,TE,TE,ACT,6,2020,False
2026,1,00-0037348,Tanner Conner,NYG,TE,TE,ACT,4,2022,True
2026,1,00-0039847,Theo Johnson,NYG,TE,TE,ACT,2,2024,True
2026,1,00-0040225,Thomas Fidone II,NYG,TE,TE,ACT,1,2025,False
2026,1,00-0034419,Braxton Berrios,NYG,WR,WR,ACT,8,2018,True
2026,1,00-0037837,Calvin Austin III,NYG,WR,WR,RES,4,2022,True
2026,1,00-0040431,Dalen Cambre,NYG,WR,WR,ACT,1,2025,False
2026,1,00-0035535,Darius Slayton,NYG,WR,WR,ACT,7,2019,True
2026,1,00-0036309,Darnell Mooney,NYG,WR,WR,ACT,6,2020,True
2026,1,00-0035645,Gunner Olszewski,NYG,WR,WR,RES,7,2019,True
2026,1,00-0036165,Isaiah Hodgins,NYG,WR,WR,ACT,6,2020,True
2026,1,00-0038938,Jalin Hyatt,NYG,WR,WR,ACT,3,2023,True
2026,1,00-0033857,JuJu Smith-Schuster,NYG,WR,WR,CUT,9,2017,True
2026,1,00-0041152,Kobe Prentice,NYG,WR,WR,ACT,0,2026,False
2026,1,00-0041042,Malachi Fields,NYG,WR,WR,ACT,0,2026,False
2026,1,00-0039337,Malik Nabers,NYG,WR,WR,ACT,2,2024,True
2026,1,00-0031235,Odell Beckham Jr.,NYG,WR,WR,ACT,12,2014,True
2026,1,00-0038496,Xavier Gipson,NYG,WR,WR,ACT,3,2023,True
2026,1,00-0038108,Bailey Zappe,NYJ,QB,QB,ACT,4,2022,True
2026,1,00-0040398,Brady Cook,NYJ,QB,QB,ACT,1,2025,True
2026,1,00-0041056,Cade Klubnik,NYJ,QB,QB,ACT,0,2026,False
2026,1,00-0030565,Geno Smith,NYJ,QB,QB,ACT,13,2013,True
2026,1,00-0034959,Andrew Beck,NYJ,RB,FB,ACT,7,2019,True
2026,1,00-0039794,Braelon Allen,NYJ,RB,RB,ACT,2,2024,True
2026,1,00-0038120,Breece Hall,NYJ,RB,RB,ACT,4,2022,True
2026,1,00-0041239,Chip Trayanum,NYJ,RB,RB,ACT,0,2026,False
2026,1,00-0040937,Dominic Richardson,NYJ,RB,RB,ACT,0,2026,False
2026,1,00-0039798,Isaiah Davis,NYJ,RB,RB,ACT,2,2024,True
2026,1,00-0036842,Kene Nwangwu,NYJ,RB,RB,ACT,5,2021,True
2026,1,00-0041200,Sam Scott,NYJ,RB,RB,CUT,0,2026,False
2026,1,00-0041237,Chase Curtis,NYJ,TE,TE,ACT,0,2026,False
2026,1,00-0041577,Connor Hulstein,NYJ,TE,TE,ACT,0,2026,False
2026,1,00-0037755,Jelani Woods,NYJ,TE,TE,ACT,4,2022,True
2026,1,00-0037805,Jeremy Ruckert,NYJ,TE,TE,ACT,4,2022,True
2026,1,00-0041032,Kenyon Sadiq,NYJ,TE,TE,ACT,0,2026,False
2026,1,00-0040736,Mason Taylor,NYJ,TE,TE,ACT,1,2025,True
2026,1,00-0039890,Adonai Mitchell,NYJ,WR,WR,ACT,2,2024,True
2026,1,00-0040582,Arian Smith,NYJ,WR,WR,ACT,1,2025,True
2026,1,00-0040324,Cam Camper,NYJ,WR,WR,ACT,1,2025,False
2026,1,00-0041199,Caullin Lacy,NYJ,WR,WR,CUT,0,2026,False
2026,1,00-0041201,D.T. Sheffield,NYJ,WR,WR,CUT,0,2026,False
2026,1,00-0037740,Garrett Wilson,NYJ,WR,WR,ACT,4,2022,True
2026,1,00-0040571,Gee Scott Jr.,NYJ,WR,WR,ACT,1,2025,False
2026,1,00-0039451,Isaiah Williams,NYJ,WR,WR,ACT,2,2024,True
2026,1,00-0041311,Jalen Walthall,NYJ,WR,WR,ACT,0,2026,False
2026,1,00-0040405,Jamaal Pritchett,NYJ,WR,WR,ACT,1,2025,False
2026,1,00-0040247,Junior Bergen,NYJ,WR,WR,ACT,1,2025,False
2026,1,00-0041267,Malik McClain,NYJ,WR,WR,ACT,0,2026,False
2026,1,00-0041511,Omar Cooper Jr.,NYJ,WR,WR,ACT,0,2026,False
2026,1,00-0040553,Quincy Skinner Jr.,NYJ,WR,WR,ACT,1,2025,False
2026,1,00-0033375,Tim Patrick,NYJ,WR,WR,ACT,9,2017,True
2026,1,00-0027973,Andy Dalton,PHI,QB,QB,ACT,15,2011,True
2026,1,00-0040891,Cole Payton,PHI,QB,QB,ACT,0,2026,False
2026,1,00-0036389,Jalen Hurts,PHI,QB,QB,ACT,6,2020,True
2026,1,00-0038400,Tanner McKee,PHI,QB,QB,ACT,3,2023,True
2026,1,00-0039325,Carson Steele,PHI,RB,RB,ACT,2,2024,True
2026,1,00-0037258,Dameon Pierce,PHI,RB,RB,ACT,4,2022,True
2026,1,00-0036567,Elijah Mitchell,PHI,RB,RB,ACT,5,2021,True
2026,1,00-0040332,Ja'Quinden Jackson,PHI,RB,RB,RES,1,2025,False
2026,1,00-0038678,Jordan Mims,PHI,RB,RB,ACT,3,2023,True
2026,1,00-0034844,Saquon Barkley,PHI,RB,RB,ACT,8,2018,True
2026,1,00-0038555,Tank Bigsby,PHI,RB,RB,ACT,3,2023,True
2026,1,00-0039746,Will Shipley,PHI,RB,RB,ACT,2,2024,True
2026,1,00-0038564,Cameron Latu,PHI,TE,TE,ACT,3,2023,False
2026,1,00-0040927,Dae'Quan Wright,PHI,TE,TE,CUT,0,2026,False
2026,1,00-0034351,Dallas Goedert,PHI,TE,TE,ACT,8,2018,True
2026,1,00-0038498,E.J. Jenkins,PHI,TE,TE,ACT,3,2023,True
2026,1,00-0041483,Eli Stowers,PHI,TE,TE,ACT,0,2026,False
2026,1,00-0037086,Grant Calcaterra,PHI,TE,TE,ACT,4,2022,True
2026,1,00-0033246,Johnny Mundt,PHI,TE,TE,ACT,9,2017,True
2026,1,00-0037475,Stone Smartt,PHI,TE,TE,ACT,4,2022,True
2026,1,00-0037132,Britain Covey,PHI,WR,WR,ACT,4,2022,True
2026,1,00-0037828,Danny Gray,PHI,WR,WR,ACT,4,2022,True
2026,1,00-0040024,Darius Cooper,PHI,WR,WR,ACT,1,2025,True
2026,1,00-0036912,DeVonta Smith,PHI,WR,WR,ACT,5,2021,True
2026,1,00-0038393,Dontayvion Wicks,PHI,WR,WR,ACT,3,2023,True
2026,1,00-0036980,Elijah Moore,PHI,WR,WR,ACT,5,2021,True
2026,1,00-0038092,Erik Ezukanma,PHI,WR,WR,ACT,4,2022,False
2026,1,00-0039236,Johnny Wilson,PHI,WR,WR,RES,2,2024,True
2026,1,00-0040867,Makai Lemon,PHI,WR,WR,ACT,0,2026,False
2026,1,00-0035662,Marquise Brown,PHI,WR,WR,ACT,7,2019,True
2026,1,00-0036271,Quez Watkins,PHI,WR,WR,ACT,6,2020,True
2026,1,00-0037098,Samori Toure,PHI,WR,WR,ACT,4,2022,True
2026,1,00-0039884,Tahj Washington,PHI,WR,WR,ACT,2,2024,True
2026,1,00-0023459,Aaron Rodgers,PIT,QB,QB,ACT,21,2005,True
2026,1,00-0041565,Drew Allar,PIT,QB,QB,ACT,0,2026,False
2026,1,00-0034771,Mason Rudolph,PIT,QB,QB,ACT,8,2018,True
2026,1,00-0040203,Will Howard,PIT,QB,QB,ACT,1,2025,False
2026,1,00-0041598,Alex Tecza,PIT,RB,RB,CUT,0,2026,False
2026,1,00-0041490,Eli Heidenreich,PIT,RB,RB,ACT,0,2026,False
2026,1,00-0037228,Jaylen Warren,PIT,RB,RB,ACT,4,2022,True
2026,1,00-0040142,Kaleb Johnson,PIT,RB,RB,ACT,1,2025,True
2026,1,00-0038409,Lew Nichols III,PIT,RB,RB,ACT,3,2023,False
2026,1,00-0040618,Max Hurleman,PIT,RB,RB,ACT,1,2025,False
2026,1,00-0036139,Rico Dowdle,PIT,RB,RB,ACT,6,2020,True
2026,1,00-0035594,Travis Homer,PIT,RB,RB,ACT,7,2019,True
2026,1,00-0038558,Darnell Washington,PIT,TE,TE,ACT,3,2023,True
2026,1,00-0039420,Jaheim Bell,PIT,TE,TE,CUT,2,2024,True
2026,1,00-0041263,Lake McRee,PIT,TE,TE,ACT,0,2026,False
2026,1,00-0040974,Lance Mason,PIT,TE,TE,ACT,0,2026,False
2026,1,00-0036894,Pat Freiermuth,PIT,TE,TE,ACT,5,2021,True
2026,1,00-0041398,Riley Nowakowski,PIT,TE,TE,ACT,0,2026,False
2026,1,00-0033757,Robert Tonyan,PIT,TE,TE,ACT,9,2017,True
2026,1,00-0038612,A.T. Perry,PIT,WR,WR,ACT,3,2023,True
2026,1,00-0036862,Ben Skowronek,PIT,WR,WR,ACT,5,2021,True
2026,1,00-0036775,Brandon Smith,PIT,WR,WR,ACT,5,2021,False
2026,1,00-0039626,Cole Burgess,PIT,WR,WR,RES,2,2024,False
2026,1,00-0036647,Cornell Powell,PIT,WR,WR,CUT,5,2021,False
2026,1,00-0035640,DK Metcalf,PIT,WR,WR,ACT,7,2019,True
2026,1,00-0041489,Germie Bernard,PIT,WR,WR,ACT,0,2026,False
2026,1,00-0038883,Isaiah Winstead,PIT,WR,WR,CUT,3,2023,False
2026,1,00-0040388,Jakobie Keeney-James,PIT,WR,WR,CUT,1,2025,True
2026,1,00-0041397,Kaden Wetjen,PIT,WR,WR,ACT,0,2026,False
2026,1,00-0040976,Levi Wentz,PIT,WR,WR,CUT,0,2026,False
2026,1,00-0036252,Michael Pittman,PIT,WR,WR,ACT,6,2020,True
2026,1,00-0039739,Roman Wilson,PIT,WR,WR,ACT,2,2024,True
2026,1,00-0035704,Drew Lock,SEA,QB,QB,ACT,7,2019,True
2026,1,00-0040673,Jalen Milroe,SEA,QB,QB,ACT,1,2025,True
2026,1,00-0034869,Sam Darnold,SEA,QB,QB,ACT,8,2018,True
2026,1,00-0038488,Brady Russell,SEA,RB,FB,ACT,3,2023,True
2026,1,00-0040567,Brock Lampe,SEA,RB,RB,ACT,1,2025,False
2026,1,00-0038797,Emanuel Wilson,SEA,RB,RB,ACT,3,2023,True
2026,1,00-0039299,George Holani,SEA,RB,RB,ACT,2,2024,True
2026,1,00-0040067,Jacardia Wright,SEA,RB,RB,ACT,1,2025,True
2026,1,00-0041512,Jadarian Price,SEA,RB,RB,ACT,0,2026,False
2026,1,00-0041588,Justin Jones,SEA,RB,RB,ACT,0,2026,False
2026,1,00-0038636,Kenny McIntosh,SEA,RB,RB,ACT,3,2023,True
2026,1,00-0040649,Robbie Ouzts,SEA,RB,FB,RES,1,2025,False
2026,1,00-0037745,Velus Jones Jr.,SEA,RB,RB,ACT,4,2022,True
2026,1,00-0039165,Zach Charbonnet,SEA,RB,RB,A02,3,2023,True
2026,1,00-0039793,AJ Barner,SEA,TE,TE,ACT,2,2024,True
2026,1,00-0040739,Elijah Arroyo,SEA,TE,TE,ACT,1,2025,True
2026,1,00-0033576,Eric Saubert,SEA,TE,TE,ACT,9,2017,True
2026,1,00-0036232,Harrison Bryant,SEA,TE,TE,ACT,6,2020,True
2026,1,00-0040058,Nick Kallerup,SEA,TE,TE,ACT,1,2025,True
2026,1,00-0032394,Nick Vannett,SEA,TE,TE,ACT,10,2016,False
2026,1,00-0035891,Cody White,SEA,WR,WR,ACT,6,2020,True
2026,1,00-0033908,Cooper Kupp,SEA,WR,WR,ACT,9,2017,True
2026,1,00-0040895,Emmanuel Henderson Jr.,SEA,WR,WR,ACT,0,2026,False
2026,1,00-0037156,Irvin Charles,SEA,WR,WR,ACT,4,2022,True
2026,1,00-0038752,Jake Bobo,SEA,WR,WR,RES,3,2023,True
2026,1,00-0038543,Jaxon Smith-Njigba,SEA,WR,WR,ACT,3,2023,True
2026,1,00-0039329,Julian Hicks,SEA,WR,WR,ACT,2,2024,False
2026,1,00-0040621,Montorie Foster Jr,SEA,WR,WR,ACT,1,2025,False
2026,1,00-0041476,Rashad Rochelle,SEA,WR,WR,ACT,0,2026,False
2026,1,00-0037545,Rashid Shaheed,SEA,WR,WR,ACT,4,2022,True
2026,1,00-0040653,Ricky White III,SEA,WR,WR,ACT,1,2025,False
2026,1,00-0040648,Tory Horton,SEA,WR,WR,ACT,1,2025,True
2026,1,00-0040053,Tyrone Broden,SEA,WR,WR,ACT,1,2025,False
2026,1,00-0038658,Adrian Martinez,SF,QB,QB,ACT,3,2023,True
2026,1,00-0037834,Brock Purdy,SF,QB,QB,ACT,4,2022,True
2026,1,00-0040589,Kurtis Rourke,SF,QB,QB,ACT,1,2025,False
2026,1,00-0036972,Mac Jones,SF,QB,QB,ACT,5,2021,True
2026,1,00-0033280,Christian McCaffrey,SF,RB,RB,ACT,9,2017,True
2026,1,00-0039363,Isaac Guerendo,SF,RB,RB,A02,2,2024,True
2026,1,00-0040177,Jordan James,SF,RB,RB,ACT,1,2025,False
2026,1,00-0041052,Kaelon Black,SF,RB,RB,ACT,0,2026,False
2026,1,00-0036906,Khalil Herbert,SF,RB,RB,ACT,5,2021,False
2026,1,00-0029892,Kyle Juszczyk,SF,RB,FB,ACT,13,2013,True
2026,1,00-0035973,Patrick Taylor,SF,RB,RB,CUT,6,2020,True
2026,1,00-0037509,Sincere McCormick,SF,RB,RB,ACT,4,2022,True
2026,1,00-0038643,Brayden Willis,SF,TE,TE,ACT,3,2023,True
2026,1,00-0033288,George Kittle,SF,TE,TE,ACT,9,2017,True
2026,1,00-0039489,Hayden Rucci,SF,TE,TE,ACT,2,2024,False
2026,1,00-0037112,Jake Tonges,SF,TE,TE,ACT,4,2022,True
2026,1,00-0041357,Khalil Dinkins,SF,TE,TE,ACT,0,2026,False
2026,1,00-0036887,Luke Farrell,SF,TE,TE,ACT,5,2021,True
2026,1,00-0034775,Christian Kirk,SF,WR,WR,ACT,8,2018,True
2026,1,00-0038632,Colton Dowell,SF,WR,WR,ACT,3,2023,True
2026,1,00-0041035,De'Zhaun Stribling,SF,WR,WR,ACT,0,2026,False
2026,1,00-0035719,Deebo Samuel Sr.,SF,WR,WR,ACT,7,2019,False
2026,1,00-0032775,Demarcus Robinson,SF,WR,WR,ACT,10,2016,True
2026,1,00-0039365,Jacob Cowing,SF,WR,WR,ACT,2,2024,True
2026,1,00-0040172,Jordan Watkins,SF,WR,WR,ACT,1,2025,True
2026,1,00-0034854,KhaDarel Hodge,SF,WR,WR,ACT,8,2018,False
2026,1,00-0034867,Malik Turner,SF,WR,WR,ACT,8,2018,True
2026,1,00-0031408,Mike Evans,SF,WR,WR,ACT,12,2014,True
2026,1,00-0039916,Ricky Pearsall,SF,WR,WR,RES,2,2024,True
2026,1,00-0035341,Trenton Irwin,SF,WR,WR,ACT,7,2019,False
2026,1,00-0041359,Wesley Grimes,SF,WR,WR,ACT,0,2026,False
2026,1,00-0041361,Will Pauling,SF,WR,WR,ACT,0,2026,False
2026,1,00-0034855,Baker Mayfield,TB,QB,QB,ACT,8,2018,True
2026,1,00-0040415,Connor Bazelak,TB,QB,QB,ACT,1,2025,False
2026,1,00-0035100,Jake Browning,TB,QB,QB,ACT,7,2019,True
2026,1,00-0041251,Jalon Daniels,TB,QB,QB,ACT,0,2026,False
2026,1,00-0041595,Barika Kpeenu,TB,RB,RB,ACT,0,2026,False
2026,1,00-0039361,Bucky Irving,TB,RB,RB,ACT,2,2024,True
2026,1,00-0040429,Josh Williams,TB,RB,RB,ACT,1,2025,True
2026,1,00-0041433,Kadarius Calloway,TB,RB,RB,CUT,0,2026,False
2026,1,00-0036919,Kenny Gainwell,TB,RB,RB,ACT,5,2021,True
2026,1,00-0038951,Sean Tucker,TB,RB,RB,ACT,3,2023,True
2026,1,00-0041094,Bauer Sharp,TB,TE,TE,ACT,0,2026,False
2026,1,00-0038129,Cade Otton,TB,TE,TE,ACT,4,2022,True
2026,1,00-0039754,Devin Culp,TB,TE,TE,ACT,2,2024,True
2026,1,00-0041252,Kenny Fletcher Jr.,TB,TE,TE,ACT,0,2026,False
2026,1,00-0037311,Ko Kieft,TB,TE,TE,ACT,4,2022,True
2026,1,00-0039050,Payne Durham,TB,TE,TE,ACT,3,2023,True
2026,1,00-0033921,Chris Godwin Jr.,TB,WR,WR,ACT,9,2017,True
2026,1,00-0035359,David Sills,TB,WR,WR,ACT,7,2019,True
2026,1,00-0041435,Dean Patterson IV,TB,WR,WR,ACT,0,2026,False
2026,1,00-0037570,Dennis Houston,TB,WR,WR,RES,4,2022,True
2026,1,00-0040129,Emeka Egbuka,TB,WR,WR,ACT,1,2025,True
2026,1,00-0041257,Eric Rivers Jr.,TB,WR,WR,ACT,0,2026,False
2026,1,00-0040419,Garrett Greene,TB,WR,WR,ACT,1,2025,False
2026,1,00-0039855,Jalen McMillan,TB,WR,WR,ACT,2,2024,True
2026,1,00-0039392,Jha'Quan Jackson,TB,WR,WR,ACT,2,2024,True
2026,1,00-0039589,Kameron Johnson,TB,WR,WR,ACT,2,2024,True
2026,1,00-0041599,Matthew Henry,TB,WR,WR,ACT,0,2026,False
2026,1,00-0041048,Ted Hurst III,TB,WR,WR,ACT,0,2026,False
2026,1,00-0040237,Tez Johnson,TB,WR,WR,ACT,1,2025,True
2026,1,00-0040676,Cam Ward,TEN,QB,QB,ACT,1,2025,True
2026,1,00-0038550,Hendon Hooker,TEN,QB,QB,ACT,3,2023,True
2026,1,00-0033869,Mitchell Trubisky,TEN,QB,QB,ACT,9,2017,True
2026,1,00-0039152,Will Levis,TEN,QB,QB,ACT,3,2023,True
2026,1,00-0035628,D'Ernest Johnson,TEN,RB,RB,ACT,7,2019,False
2026,1,00-0037594,Julius Chestnut,TEN,RB,RB,ACT,4,2022,True
2026,1,00-0040205,Kalel Mullings,TEN,RB,RB,ACT,1,2025,True
2026,1,00-0036924,Michael Carter,TEN,RB,RB,ACT,5,2021,True
2026,1,00-0040886,Nicholas Singleton,TEN,RB,RB,ACT,0,2026,False
2026,1,00-0035261,Tony Pollard,TEN,RB,RB,ACT,7,2019,True
2026,1,00-0039032,Tyjae Spears,TEN,RB,RB,ACT,3,2023,True
2026,1,00-0038115,Daniel Bellinger,TEN,TE,TE,ACT,4,2022,True
2026,1,00-0039648,David Martin-Robinson,TEN,TE,TE,ACT,2,2024,True
2026,1,00-0040584,Gunnar Helm,TEN,TE,TE,ACT,1,2025,True
2026,1,00-0040901,Jaren Kanak,TEN,TE,TE,RES,0,2026,False
2026,1,00-0039023,Joel Wilson,TEN,TE,TE,ACT,3,2023,False
2026,1,00-0036876,Kylen Granson,TEN,TE,TE,ACT,5,2021,True
2026,1,00-0039650,Bryce Oliver,TEN,WR,WR,ACT,2,2024,True
2026,1,00-0034837,Calvin Ridley,TEN,WR,WR,ACT,8,2018,True
2026,1,00-0041438,Carnell Tate,TEN,WR,WR,ACT,0,2026,False
2026,1,00-0040705,Chimere Dike,TEN,WR,WR,ACT,1,2025,True
2026,1,00-0040445,Courtney Jackson,TEN,WR,WR,ACT,1,2025,False
2026,1,00-0040170,Elic Ayomanor,TEN,WR,WR,ACT,1,2025,True
2026,1,00-0040912,Hank Beatty,TEN,WR,WR,ACT,0,2026,False
2026,1,00-0036345,K.J. Osborn,TEN,WR,WR,ACT,6,2020,True
2026,1,00-0037055,Lance McCutcheon,TEN,WR,WR,ACT,4,2022,True
2026,1,00-0036176,Mason Kinsey,TEN,WR,WR,ACT,6,2020,True
2026,1,00-0040919,Tyren Montgomery,TEN,WR,WR,ACT,0,2026,False
2026,1,00-0038117,Wan'Dale Robinson,TEN,WR,WR,ACT,4,2022,True
2026,1,00-0040522,Xavier Restrepo,TEN,WR,WR,ACT,1,2025,True
2026,1,00-0041117,Athan Kaliakmanis,WAS,QB,QB,ACT,0,2026,False
2026,1,00-0039910,Jayden Daniels,WAS,QB,QB,ACT,2,2024,True
2026,1,00-0032268,Marcus Mariota,WAS,QB,QB,ACT,11,2015,True
2026,1,00-0039677,Sam Hartman,WAS,QB,QB,ACT,2,2024,False
2026,1,00-0035567,Craig Reynolds,WAS,RB,RB,ACT,7,2019,False
2026,1,00-0040242,Jacory Croskey-Merritt,WAS,RB,RB,ACT,1,2025,True
2026,1,00-0033955,Jeremy McNichols,WAS,RB,RB,ACT,9,2017,True
2026,1,00-0037267,Jerome Ford,WAS,RB,RB,CUT,4,2022,True
2026,1,00-0041096,Kaytron Allen,WAS,RB,RB,ACT,0,2026,False
2026,1,00-0037256,Rachaad White,WAS,RB,RB,ACT,4,2022,True
2026,1,00-0041178,Robert Henry Jr.,WAS,RB,RB,ACT,0,2026,False
2026,1,00-0033455,Anthony Firkser,WAS,TE,TE,ACT,9,2017,True
2026,1,00-0039912,Ben Sinnott,WAS,TE,TE,ACT,2,2024,True
2026,1,00-0037809,Chig Okonkwo,WAS,TE,TE,ACT,4,2022,True
2026,1,00-0039686,Colson Yankoff,WAS,TE,TE,ACT,2,2024,True
2026,1,00-0036628,John Bates,WAS,TE,TE,ACT,5,2021,True
2026,1,00-0036145,Lawrence Cager,WAS,TE,TE,ACT,6,2020,True
2026,1,00-0041180,Quentin Moore,WAS,TE,TE,ACT,0,2026,False
2026,1,00-0037011,Tre' McKitty,WAS,TE,TE,ACT,5,2021,False
2026,1,00-0041040,Antonio Williams,WAS,WR,WR,ACT,0,2026,False
2026,1,00-0036626,Dyami Brown,WAS,WR,WR,ACT,5,2021,True
2026,1,00-0040317,Jacoby Jones,WAS,WR,WR,ACT,1,2025,True
2026,1,00-0041176,Jaden Bradley,WAS,WR,WR,ACT,0,2026,False
2026,1,00-0040164,Jaylin Lane,WAS,WR,WR,ACT,1,2025,True
2026,1,00-0039355,Luke McCaffrey,WAS,WR,WR,ACT,2,2024,True
2026,1,00-0040551,Nick Nash,WAS,WR,WR,ACT,1,2025,False
2026,1,00-0031588,Stefon Diggs,WAS,WR,WR,ACT,11,2015,False
2026,1,00-0035659,Terry McLaurin,WAS,WR,WR,ACT,7,2019,True
2026,1,00-0037742,Treylon Burks,WAS,WR,WR,ACT,4,2022,True
2026,1,00-0036415,Van Jefferson,WAS,WR,WR,ACT,6,2020,True
