season,week,gsis_id,full_name,team,position,depth_chart_position,status,years_exp,rookie_year,history_available
2026,1,00-0040942,Kyron Drones,GB,QB,QB,CUT,0,2026,False
2026,1,00-0028118,Tyrod Taylor,GB,QB,QB,ACT,15,2011,True
2026,1,00-0038685,Chris Brooks,GB,RB,RB,ACT,3,2023,True
2026,1,00-0040651,Damien Martinez,GB,RB,RB,ACT,1,2025,False
2026,1,00-0040946,Jaden Nixon,GB,RB,RB,ACT,0,2026,False
2026,1,00-0035700,Josh Jacobs,GB,RB,RB,ACT,7,2019,True
2026,1,00-0039811,MarShawn Lloyd,GB,RB,RB,ACT,2,2024,True
2026,1,00-0038098,Pierre Strong,GB,RB,RB,ACT,4,2022,True
2026,1,00-0040628,Drake Dabney,GB,TE,TE,ACT,1,2025,True
2026,1,00-0033858,Jonnu Smith,GB,TE,TE,ACT,9,2017,False
2026,1,00-0038589,Josh Whyle,GB,TE,TE,ACT,3,2023,True
2026,1,00-0039144,Luke Musgrave,GB,TE,TE,A02,3,2023,True
2026,1,00-0039263,McCallan Castles,GB,TE,TE,ACT,2,2024,False
2026,1,00-0039275,Messiah Swinson,GB,TE,TE,ACT,2,2024,False
2026,1,00-0040945,R.J. Maryland,GB,TE,TE,ACT,0,2026,False
2026,1,00-0039936,Thomas Yassmin,GB,TE,TE,E14,2,2024,False
2026,1,00-0038996,Tucker Kraft,GB,TE,TE,ACT,3,2023,True
2026,1,00-0037091,Bo Melton,GB,WR,WR,ACT,4,2022,False
2026,1,00-0039415,Brenden Rice,GB,WR,WR,ACT,2,2024,False
2026,1,00-0041179,Chris Hilton Jr.,GB,WR,WR,ACT,0,2026,False
2026,1,00-0038124,Christian Watson,GB,WR,WR,ACT,4,2022,True
2026,1,00-0040558,Isaiah Neyor,GB,WR,WR,ACT,1,2025,False
2026,1,00-0040948,J. Michael Sturdivant,GB,WR,WR,ACT,0,2026,False
2026,1,00-0039146,Jayden Reed,GB,WR,WR,ACT,3,2023,True
2026,1,00-0040239,Kaden Prather,GB,WR,WR,ACT,1,2025,False
2026,1,00-0040616,Kisean Johnson,GB,WR,WR,ACT,1,2025,False
2026,1,00-0040667,Matthew Golden,GB,WR,WR,ACT,1,2025,True
2026,1,00-0040009,Savion Williams,GB,WR,WR,ACT,1,2025,True
2026,1,00-0038090,Skyy Moore,GB,WR,WR,ACT,4,2022,True
2026,1,00-0040753,Will Sheppard,GB,WR,WR,ACT,1,2025,False
2026,1,00-0034955,Brett Rypien,HOU,QB,QB,ACT,7,2019,False
2026,1,00-0039163,C.J. Stroud,HOU,QB,QB,ACT,3,2023,True
2026,1,00-0036898,Davis Mills,HOU,QB,QB,ACT,5,2021,True
2026,1,00-0040211,Graham Mertz,HOU,QB,QB,RES,1,2025,False
2026,1,00-0039603,British Brooks,HOU,RB,RB,ACT,2,2024,True
2026,1,00-0035685,David Montgomery,HOU,RB,RB,ACT,7,2019,True
2026,1,00-0038622,Deuce Vaughn,HOU,RB,RB,ACT,3,2023,False
2026,1,00-0039405,Jawhar Jordan,HOU,RB,RB,ACT,2,2024,True
2026,1,00-0041307,Josh Pitsenberger,HOU,RB,RB,CUT,0,2026,False
2026,1,00-0041312,Noah Whittington,HOU,RB,RB,ACT,0,2026,False
2026,1,00-0038458,Owen Wright,HOU,RB,RB,ACT,3,2023,False
2026,1,00-0040583,Woody Marks,HOU,RB,RB,ACT,1,2025,True
2026,1,00-0036556,Brevin Jordan,HOU,TE,TE,ACT,5,2021,True
2026,1,00-0039359,Cade Stover,HOU,TE,TE,ACT,2,2024,True
2026,1,00-0034383,Dalton Schultz,HOU,TE,TE,ACT,8,2018,True
2026,1,00-0034981,Foster Moreau,HOU,TE,TE,ACT,7,2019,True
2026,1,00-0040792,Layne Pryor,HOU,TE,TE,ACT,1,2025,False
2026,1,00-0041535,Louis Hansen,HOU,TE,TE,ACT,0,2026,False
2026,1,00-0041472,Marlin Klein,HOU,TE,TE,ACT,0,2026,False
2026,1,00-0041309,Daniel Sobkowicz,HOU,WR,WR,ACT,0,2026,False
2026,1,00-0038728,Jared Wayne,HOU,WR,WR,ACT,3,2023,True
2026,1,00-0040130,Jayden Higgins,HOU,WR,WR,RES,1,2025,True
2026,1,00-0040138,Jaylin Noel,HOU,WR,WR,ACT,1,2025,True
2026,1,00-0040049,Josh Kelly,HOU,WR,WR,ACT,1,2025,False
2026,1,00-0034386,Justin Watson,HOU,WR,WR,ACT,8,2018,True
2026,1,00-0038608,Kayshon Boutte,HOU,WR,WR,ACT,3,2023,True
2026,1,00-0041467,Lewis Bond,HOU,WR,WR,ACT,0,2026,False
2026,1,00-0036554,Nico Collins,HOU,WR,WR,ACT,5,2021,True
2026,1,00-0032385,Sterling Shepard,HOU,WR,WR,ACT,10,2016,False
2026,1,00-0038977,Tank Dell,HOU,WR,WR,ACT,3,2023,True
2026,1,00-0041308,Treyvhon Saunders,HOU,WR,WR,ACT,0,2026,False
2026,1,00-0038618,Xavier Hutchinson,HOU,WR,WR,ACT,3,2023,True
2026,1,00-0033891,Zay Jones,HOU,WR,WR,ACT,9,2017,False
2026,1,00-0039164,Anthony Richardson,IND,QB,QB,ACT,3,2023,True
2026,1,00-0035710,Daniel Jones,IND,QB,QB,ACT,7,2019,True
2026,1,00-0035282,Easton Stick,IND,QB,QB,ACT,7,2019,True
2026,1,00-0040206,Riley Leonard,IND,QB,QB,ACT,1,2025,True
2026,1,00-0041486,Anderson Castle,IND,RB,RB,ACT,0,2026,False
2026,1,00-0040179,DJ Giddens,IND,RB,RB,ACT,1,2025,True
2026,1,00-0036223,Jonathan Taylor,IND,RB,RB,ACT,6,2020,True
2026,1,00-0041231,Lincoln Pare,IND,RB,RB,ACT,0,2026,False
2026,1,00-0041125,Seth McGowan,IND,RB,RB,ACT,0,2026,False
2026,1,00-0040476,Ulysses Bentley IV,IND,RB,RB,ACT,1,2025,True
2026,1,00-0037292,Andrew Ogletree,IND,TE,TE,ACT,4,2022,True
2026,1,00-0040853,Carson Towt,IND,TE,TE,RES,0,2026,False
2026,1,00-0040528,JJ Galbreath,IND,TE,TE,ACT,1,2025,False
2026,1,00-0033217,Mo Alie-Cox,IND,TE,TE,ACT,9,2017,True
2026,1,00-0033439,Pharaoh Brown,IND,TE,TE,ACT,9,2017,False
2026,1,00-0036032,Sean McKeon,IND,TE,TE,CUT,6,2020,True
2026,1,00-0041570,Tyler Moore,IND,TE,TE,ACT,0,2026,False
2026,1,00-0040128,Tyler Warren,IND,TE,TE,ACT,1,2025,True
2026,1,00-0038394,Will Mallory,IND,TE,TE,ACT,3,2023,True
2026,1,00-0037664,Alec Pierce,IND,WR,WR,ACT,4,2022,True
2026,1,00-0039816,Anthony Gould,IND,WR,WR,ACT,2,2024,True
2026,1,00-0035021,Ashton Dulin,IND,WR,WR,ACT,7,2019,True
2026,1,00-0039679,Ben Nikkel,IND,WR,WR,ACT,2,2024,False
2026,1,00-0040352,Coleman Owen,IND,WR,WR,ACT,1,2025,True
2026,1,00-0035045,D.J. Montgomery,IND,WR,WR,ACT,7,2019,False
2026,1,00-0041132,Deion Burks,IND,WR,WR,ACT,0,2026,False
2026,1,00-0041229,E.J. Horton,IND,WR,WR,CUT,0,2026,False
2026,1,00-0040337,Eli Pancol,IND,WR,WR,ACT,1,2025,False
2026,1,00-0038997,Josh Downs,IND,WR,WR,ACT,3,2023,True
2026,1,00-0030279,Keenan Allen,IND,WR,WR,ACT,13,2013,False
2026,1,00-0032951,Laquon Treadwell,IND,WR,WR,ACT,10,2016,True
2026,1,00-0036182,Nick Westbrook-Ikhine,IND,WR,WR,ACT,6,2020,True
2026,1,00-0041233,Raylen Sharpe,IND,WR,WR,ACT,0,2026,False
2026,1,00-0041228,Sahmir Hagans,IND,WR,WR,ACT,0,2026,False
2026,1,00-0039534,Carter Bradley,JAX,QB,QB,ACT,2,2024,False
2026,1,00-0041203,Joey Aguilar,JAX,QB,QB,ACT,0,2026,False
2026,1,00-0033319,Nick Mullens,JAX,QB,QB,ACT,9,2017,True
2026,1,00-0036971,Trevor Lawrence,JAX,QB,QB,ACT,5,2021,True
2026,1,00-0032104,Ameer Abdullah,JAX,RB,RB,ACT,11,2015,True
2026,1,00-0040719,Bhayshul Tuten,JAX,RB,RB,ACT,1,2025,True
2026,1,00-0038611,Chris Rodriguez Jr.,JAX,RB,RB,ACT,3,2023,True
2026,1,00-0036425,DeeJay Dallas,JAX,RB,RB,ACT,6,2020,True
2026,1,00-0041217,J'Mari Taylor,JAX,RB,RB,ACT,0,2026,False
2026,1,00-0040238,LeQuint Allen Jr.,JAX,RB,RB,ACT,1,2025,True
2026,1,00-0038935,Brenton Strange,JAX,TE,TE,ACT,3,2023,True
2026,1,00-0037004,Hunter Long,JAX,TE,TE,ACT,5,2021,True
2026,1,00-0041503,Nate Boerkircher,JAX,TE,TE,ACT,0,2026,False
2026,1,00-0040331,Patrick Herbert,JAX,TE,TE,ACT,1,2025,False
2026,1,00-0036590,Quintin Morris,JAX,TE,TE,ACT,5,2021,True
2026,1,00-0041084,Tanner Koziol,JAX,TE,TE,ACT,0,2026,False
2026,1,00-0041206,Alex Bullock,JAX,WR,WR,RET,0,2026,False
2026,1,00-0036841,Austin Trammell,JAX,WR,WR,ACT,5,2021,True
2026,1,00-0041205,Brady Boyd,JAX,WR,WR,ACT,0,2026,False
2026,1,00-0039893,Brian Thomas Jr.,JAX,WR,WR,ACT,2,2024,True
2026,1,00-0041106,C.J. Williams,JAX,WR,WR,ACT,0,2026,False
2026,1,00-0040323,Chandler Brayboy,JAX,WR,WR,ACT,1,2025,False
2026,1,00-0034960,Jakobi Meyers,JAX,WR,WR,ACT,7,2019,True
2026,1,00-0041100,Josh Cameron,JAX,WR,WR,ACT,0,2026,False
2026,1,00-0041220,Michael Wortham,JAX,WR,WR,ACT,0,2026,False
2026,1,00-0038606,Parker Washington,JAX,WR,WR,ACT,3,2023,True
2026,1,00-0036497,Tim Jones,JAX,WR,WR,ACT,5,2021,True
2026,1,00-0040718,Travis Hunter,JAX,WR,WR,ACT,1,2025,True
2026,1,00-0041216,Trebor Pena,JAX,WR,WR,ACT,0,2026,False
2026,1,00-0037324,Chris Oladokun,KC,QB,QB,ACT,4,2022,True
2026,1,00-0040906,Garrett Nussmeier,KC,QB,QB,ACT,0,2026,False
2026,1,00-0036945,Justin Fields,KC,QB,QB,ACT,5,2021,True
2026,1,00-0033873,Patrick Mahomes,KC,QB,QB,ACT,9,2017,True
2026,1,00-0040078,Brashard Smith,KC,RB,RB,ACT,1,2025,True
2026,1,00-0040964,EJ Smith,KC,RB,RB,ACT,0,2026,False
2026,1,00-0038705,Emari Demercado,KC,RB,RB,ACT,3,2023,True
2026,1,00-0041013,Emmett Johnson,KC,RB,RB,ACT,0,2026,False
2026,1,00-0040959,Jaydn Ott,KC,RB,RB,ACT,0,2026,False
2026,1,00-0038134,Kenneth Walker III,KC,RB,RB,ACT,4,2022,True
2026,1,00-0040081,Jake Briningstool,KC,TE,TE,ACT,1,2025,False
2026,1,00-0039824,Jared Wiley,KC,TE,TE,ACT,2,2024,True
2026,1,00-0040955,John Michael Gyllenborg,KC,TE,TE,RES,0,2026,False
2026,1,00-0039702,Mason Pline,KC,TE,TE,ACT,2,2024,False
2026,1,00-0036637,Noah Gray,KC,TE,TE,ACT,5,2021,True
2026,1,00-0030506,Travis Kelce,KC,TE,TE,ACT,13,2013,True
2026,1,00-0040094,Tre Watson,KC,TE,TE,ACT,1,2025,False
2026,1,00-0040298,Andrew Armstrong,KC,WR,WR,ACT,1,2025,False
2026,1,00-0040890,Cyrus Allen,KC,WR,WR,ACT,0,2026,False
2026,1,00-0040967,Jacob De Jesus,KC,WR,WR,ACT,0,2026,False
2026,1,00-0040646,Jalen Royals,KC,WR,WR,ACT,1,2025,True
2026,1,00-0038492,Jason Brownlee,KC,WR,WR,ACT,3,2023,True
2026,1,00-0040953,Jeff Caldwell,KC,WR,WR,RES,0,2026,False
2026,1,00-0041575,Jeff Weimer,KC,WR,WR,ACT,0,2026,False
2026,1,00-0040120,Jimmy Holiday,KC,WR,WR,ACT,1,2025,False
2026,1,00-0038519,Nikko Remigio,KC,WR,WR,ACT,3,2023,True
2026,1,00-0040954,Omari Evans,KC,WR,WR,ACT,0,2026,False
2026,1,00-0039067,Rashee Rice,KC,WR,WR,ACT,3,2023,True
2026,1,00-0038104,Tyquan Thornton,KC,WR,WR,ACT,4,2022,True
2026,1,00-0041020,Xavier Loyd,KC,WR,WR,ACT,0,2026,False
2026,1,00-0039894,Xavier Worthy,KC,WR,WR,ACT,2,2024,True
2026,1,00-0041414,Matthew Caldwell,LA,QB,QB,RES,0,2026,False
2026,1,00-0026498,Matthew Stafford,LA,QB,QB,ACT,17,2009,True
2026,1,00-0039107,Stetson Bennett,LA,QB,QB,ACT,3,2023,False
2026,1,00-0041568,Ty Simpson,LA,QB,QB,ACT,0,2026,False
2026,1,00-0039738,Blake Corum,LA,RB,RB,ACT,2,2024,True
2026,1,00-0041415,Dean Connors,LA,RB,RB,ACT,0,2026,False
2026,1,00-0040601,Jordan Waters,LA,RB,RB,ACT,1,2025,False
2026,1,00-0037840,Kyren Williams,LA,RB,RB,ACT,4,2022,True
2026,1,00-0037557,Ronnie Rivers,LA,RB,RB,ACT,4,2022,True
2026,1,00-0036244,Colby Parkinson,LA,TE,TE,ACT,6,2020,True
2026,1,00-0041422,Dan Villari,LA,TE,TE,CUT,0,2026,False
2026,1,00-0039074,Davis Allen,LA,TE,TE,ACT,3,2023,True
2026,1,00-0040598,Mark Redman,LA,TE,TE,ACT,1,2025,False
2026,1,00-0041510,Max Klare,LA,TE,TE,ACT,0,2026,False
2026,1,00-0041403,Rohan Jones,LA,TE,TE,CUT,0,2026,False
2026,1,00-0040737,Terrance Ferguson,LA,TE,TE,ACT,1,2025,True
2026,1,00-0033110,Tyler Higbee,LA,TE,TE,ACT,10,2016,True
2026,1,00-0035602,Alex Bachman,LA,WR,WR,ACT,7,2019,False
2026,1,00-0040597,Brennan Presley,LA,WR,WR,ACT,1,2025,False
2026,1,00-0041399,CJ Daniels,LA,WR,WR,ACT,0,2026,False
2026,1,00-0031381,Davante Adams,LA,WR,WR,ACT,12,2014,True
2026,1,00-0039751,Jordan Whittington,LA,WR,WR,ACT,2,2024,True
2026,1,00-0040590,Konata Mumpfield,LA,WR,WR,ACT,1,2025,True
2026,1,00-0040603,Mario Williams,LA,WR,WR,CUT,1,2025,False
2026,1,00-0039075,Puka Nacua,LA,WR,WR,ACT,3,2023,True
2026,1,00-0040609,Tru Edwards,LA,WR,WR,CUT,1,2025,False
2026,1,00-0036849,Tutu Atwell,LA,WR,WR,ACT,5,2021,True
2026,1,00-0038941,Tyler Scott,LA,WR,WR,ACT,3,2023,True
2026,1,00-0038359,Xavier Smith,LA,WR,WR,ACT,3,2023,True
2026,1,00-0040464,DJ Uiagalelei,LAC,QB,QB,ACT,1,2025,False
2026,1,00-0036355,Justin Herbert,LAC,QB,QB,ACT,6,2020,True
2026,1,00-0037012,Trey Lance,LAC,QB,QB,ACT,5,2021,True
2026,1,00-0035125,Alec Ingold,LAC,RB,FB,ACT,7,2019,True
2026,1,00-0040039,Amar Johnson,LAC,RB,RB,ACT,1,2025,True
2026,1,00-0041376,Gregory Desrosiers,LAC,RB,RB,ACT,0,2026,False
2026,1,00-0036755,Jaret Patterson,LAC,RB,RB,ACT,5,2021,True
2026,1,00-0038454,Keaton Mitchell,LAC,RB,RB,ACT,3,2023,True
2026,1,00-0039391,Kimani Vidal,LAC,RB,RB,ACT,2,2024,True
2026,1,00-0040666,Omarion Hampton,LAC,RB,RB,ACT,1,2025,True
2026,1,00-0038614,Scott Matlock,LAC,RB,FB,ACT,3,2023,True
2026,1,00-0038046,Charlie Kolar,LAC,TE,TE,ACT,4,2022,True
2026,1,00-0033885,David Njoku,LAC,TE,TE,ACT,9,2017,True
2026,1,00-0041384,Evan Svoboda,LAC,TE,TE,ACT,0,2026,False
2026,1,00-0041452,Johnny Pascuzzi,LAC,TE,TE,ACT,0,2026,False
2026,1,00-0040189,Oronde Gadsden II,LAC,TE,TE,ACT,1,2025,True
2026,1,00-0041550,Brenen Thompson,LAC,WR,WR,ACT,0,2026,False
2026,1,00-0040629,Dalevon Campbell,LAC,WR,WR,ACT,1,2025,False
2026,1,00-0038573,Derius Davis,LAC,WR,WR,ACT,3,2023,True
2026,1,00-0041380,Devonte Ross,LAC,WR,WR,ACT,0,2026,False
2026,1,00-0035589,Gary Jennings,LAC,WR,WR,ACT,7,2019,False
2026,1,00-0039722,JaQuae Jackson,LAC,WR,WR,ACT,2,2024,False
2026,1,00-0041373,Jerand Bradley,LAC,WR,WR,ACT,0,2026,False
2026,1,00-0040184,KeAndre Lambert-Smith,LAC,WR,WR,ACT,1,2025,True
2026,1,00-0039915,Ladd McConkey,LAC,WR,WR,ACT,2,2024,True
2026,1,00-0041571,Liam Clifford,LAC,WR,WR,ACT,0,2026,False
2026,1,00-0040461,Luke Grimm,LAC,WR,WR,CUT,1,2025,False
2026,1,00-0041474,Mante Morrow,LAC,WR,WR,ACT,0,2026,False
2026,1,00-0038544,Quentin Johnston,LAC,WR,WR,ACT,3,2023,True
2026,1,00-0041374,Sincere Brown,LAC,WR,WR,ACT,0,2026,False
2026,1,00-0040727,Tre Harris,LAC,WR,WR,ACT,1,2025,True
2026,1,00-0038579,Aidan O'Connell,LV,QB,QB,ACT,3,2023,True
2026,1,00-0041562,Fernando Mendoza,LV,QB,QB,ACT,0,2026,False
2026,1,00-0040996,Jacob Clark,LV,QB,QB,ACT,0,2026,False
2026,1,00-0029604,Kirk Cousins,LV,QB,QB,ACT,14,2012,True
2026,1,00-0040122,Ashton Jeanty,LV,RB,RB,ACT,1,2025,True
2026,1,00-0039244,Chris Collier,LV,RB,RB,RES,2,2024,True
2026,1,00-0037304,Connor Heyward,LV,RB,FB,ACT,4,2022,True
2026,1,00-0033854,Dare Ogunbowale,LV,RB,RB,ACT,9,2017,False
2026,1,00-0039407,Dylan Laube,LV,RB,RB,ACT,2,2024,True
2026,1,00-0040878,Mike Washington Jr.,LV,RB,RB,ACT,0,2026,False
2026,1,00-0040998,Roman Hemby,LV,RB,RB,ACT,0,2026,False
2026,1,00-0036423,Albert Okwuegbunam,LV,TE,TE,ACT,6,2020,True
2026,1,00-0039338,Brock Bowers,LV,TE,TE,ACT,2,2024,True
2026,1,00-0040488,Carter Runyon,LV,TE,TE,ACT,1,2025,True
2026,1,00-0035345,Chris Myarick,LV,TE,TE,ACT,7,2019,False
2026,1,00-0034365,Ian Thomas,LV,TE,TE,ACT,8,2018,True
2026,1,00-0039066,Michael Mayer,LV,TE,TE,ACT,3,2023,True
2026,1,00-0041016,Patrick Gurd,LV,TE,TE,ACT,0,2026,False
2026,1,00-0037382,Brandon Johnson,LV,WR,WR,ACT,4,2022,True
2026,1,00-0041004,Chase Roberts,LV,WR,WR,ACT,0,2026,False
2026,1,00-0041005,Corey Rucker,LV,WR,WR,RES,0,2026,False
2026,1,00-0037093,Dareke Young,LV,WR,WR,ACT,4,2022,True
2026,1,00-0037487,Deven Thompkins,LV,WR,WR,ACT,4,2022,False
2026,1,00-0040581,Dont'e Thornton Jr.,LV,WR,WR,ACT,1,2025,True
2026,1,00-0041011,E.J. Williams Jr.,LV,WR,WR,ACT,0,2026,False
2026,1,00-0040729,Jack Bech,LV,WR,WR,ACT,1,2025,True
2026,1,00-0037291,Jalen Nailor,LV,WR,WR,ACT,4,2022,True
2026,1,00-0041022,Jonathan Brady,LV,WR,WR,ACT,0,2026,False
2026,1,00-0038590,Justin Shorter,LV,WR,WR,RES,3,2023,False
2026,1,00-0040894,Malik Benson,LV,WR,WR,ACT,0,2026,False
2026,1,00-0032208,Phillip Dorsett,LV,WR,WR,ACT,11,2015,True
2026,1,00-0038891,Shedrick Jackson,LV,WR,WR,ACT,3,2023,True
2026,1,00-0038563,Tre Tucker,LV,WR,WR,ACT,3,2023,True
2026,1,00-0040222,Cam Miller,MIA,QB,QB,ACT,1,2025,False
2026,1,00-0038128,Malik Willis,MIA,QB,QB,ACT,4,2022,True
2026,1,00-0041156,Mark Gronowski,MIA,QB,QB,ACT,0,2026,False
2026,1,00-0040234,Quinn Ewers,MIA,QB,QB,ACT,1,2025,True
2026,1,00-0041157,Anthony Hankerson,MIA,RB,RB,CUT,0,2026,False
2026,1,00-0038930,Carlos Washington,MIA,RB,RB,ACT,3,2023,False
2026,1,00-0041165,Coleman Bennett,MIA,RB,RB,CUT,0,2026,False
2026,1,00-0041436,DJ Herman,MIA,RB,FB,ACT,0,2026,False
2026,1,00-0039040,De'Von Achane,MIA,RB,RB,ACT,3,2023,True
2026,1,00-0040400,Donovan Edwards,MIA,RB,RB,CUT,1,2025,False
2026,1,00-0040692,Jarquez Hunter,MIA,RB,RB,ACT,1,2025,False
2026,1,00-0039874,Jaylen Wright,MIA,RB,RB,ACT,2,2024,True
2026,1,00-0041161,Le'Veon Moss,MIA,RB,RB,RET,0,2026,False
2026,1,00-0040198,Ollie Gordon II,MIA,RB,RB,ACT,1,2025,True
2026,1,00-0038809,Ben Sims,MIA,TE,TE,ACT,3,2023,True
2026,1,00-0037078,Cole Turner,MIA,TE,TE,RES,4,2022,True
2026,1,00-0041207,Ethan Conner,MIA,TE,TE,CUT,0,2026,False
2026,1,00-0037252,Greg Dulcich,MIA,TE,TE,ACT,4,2022,True
2026,1,00-0041566,Jeremiah Franklin,MIA,TE,TE,ACT,0,2026,False
2026,1,00-0041579,Seydou Traore,MIA,TE,TE,E14,0,2026,False
2026,1,00-0041524,Will Kacmarek,MIA,TE,TE,ACT,0,2026,False
2026,1,00-0040302,A.J. Henning,MIA,WR,WR,ACT,1,2025,False
2026,1,00-0041523,Caleb Douglas,MIA,WR,WR,ACT,0,2026,False
2026,1,00-0041525,Chris Bell,MIA,WR,WR,ACT,0,2026,False
2026,1,00-0041158,Donaven McCulley,MIA,WR,WR,ACT,0,2026,False
2026,1,00-0036387,Jalen Reagor,MIA,WR,WR,ACT,6,2020,True
2026,1,00-0037666,Jalen Tolbert,MIA,WR,WR,ACT,4,2022,True
2026,1,00-0041529,Kevin Coleman Jr.,MIA,WR,WR,ACT,0,2026,False
2026,1,00-0039880,Malik Washington,MIA,WR,WR,ACT,2,2024,True
2026,1,00-0038824,Ryan Miller,MIA,WR,WR,ACT,3,2023,True
2026,1,00-0036955,Terrace Marshall Jr.,MIA,WR,WR,ACT,5,2021,True
2026,1,00-0040311,Theo Wease Jr.,MIA,WR,WR,CUT,1,2025,True
2026,1,00-0032950,Carson Wentz,MIN,QB,QB,ACT,10,2016,True
2026,1,00-0039923,J.J. McCarthy,MIN,QB,QB,ACT,2,2024,True
2026,1,00-0035228,Kyler Murray,MIN,QB,QB,ACT,7,2019,True
2026,1,00-0040494,Max Brosmer,MIN,QB,QB,ACT,1,2025,True
2026,1,00-0033293,Aaron Jones,MIN,RB,RB,ACT,9,2017,True
2026,1,00-0032918,C.J. Ham,MIN,RB,FB,RET,10,2016,True
2026,1,00-0041104,Demond Claiborne,MIN,RB,RB,ACT,0,2026,False
2026,1,00-0036670,Jermar Jefferson,MIN,RB,RB,ACT,5,2021,False
2026,1,00-0037525,Jordan Mason,MIN,RB,RB,ACT,4,2022,True
2026,1,00-0041350,Kejon Owens,MIN,RB,RB,ACT,0,2026,False
2026,1,00-0041081,Max Bredeson,MIN,RB,FB,ACT,0,2026,False
2026,1,00-0038440,Zavier Scott,MIN,RB,RB,ACT,3,2023,True
2026,1,00-0040509,Ben Yurosek,MIN,TE,TE,ACT,1,2025,True
2026,1,00-0040504,Bryson Nesbit,MIN,TE,TE,ACT,1,2025,False
2026,1,00-0040215,Gavin Bartholomew,MIN,TE,TE,ACT,1,2025,False
2026,1,00-0035249,Josh Oliver,MIN,TE,TE,ACT,7,2019,True
2026,1,00-0040060,Marshall Lang,MIN,TE,TE,ACT,1,2025,False
2026,1,00-0041001,Matt Lauter,MIN,TE,TE,ACT,0,2026,False
2026,1,00-0035229,T.J. Hockenson,MIN,TE,TE,ACT,7,2019,True
2026,1,00-0030035,Adam Thielen,MIN,WR,WR,RET,13,2013,True
2026,1,00-0041342,Dillon Bell,MIN,WR,WR,ACT,0,2026,False
2026,1,00-0040498,Dontae Fleming,MIN,WR,WR,ACT,1,2025,False
2026,1,00-0036259,Jauan Jennings,MIN,WR,WR,ACT,6,2020,True
2026,1,00-0039710,Jeshaun Jones,MIN,WR,WR,ACT,2,2024,False
2026,1,00-0038994,Jordan Addison,MIN,WR,WR,ACT,3,2023,True
2026,1,00-0036322,Justin Jefferson,MIN,WR,WR,ACT,6,2020,True
2026,1,00-0041356,Luke Wysong,MIN,WR,WR,ACT,0,2026,False
2026,1,00-0041352,Marcus Sanders Jr.,MIN,WR,WR,ACT,0,2026,False
2026,1,00-0040970,Michael Briscoe,MIN,WR,WR,ACT,0,2026,False
2026,1,00-0040506,Myles Price,MIN,WR,WR,ACT,1,2025,False
2026,1,00-0040154,Tai Felton,MIN,WR,WR,ACT,1,2025,True
2026,1,00-0041481,Terrill Davis,MIN,WR,WR,ACT,0,2026,False
2026,1,00-0041475,Trayvon Rudolph,MIN,WR,WR,ACT,0,2026,False
2026,1,00-0041123,Behren Morton,NE,QB,QB,ACT,0,2026,False
2026,1,00-0039851,Drake Maye,NE,QB,QB,ACT,2,2024,True
2026,1,00-0038476,Tommy DeVito,NE,QB,QB,ACT,3,2023,True
2026,1,00-0040556,Corey Kiner,NE,RB,RB,ACT,1,2025,True
2026,1,00-0035806,JaMycal Hasty,NE,RB,RB,ACT,6,2020,False
2026,1,00-0041129,Jam Miller,NE,RB,RB,ACT,0,2026,False
2026,1,00-0040568,Lan Larison,NE,RB,RB,ACT,1,2025,False
2026,1,00-0041323,Myles Montgomery,NE,RB,RB,RES,0,2026,False
2026,1,00-0036187,Reggie Gilliam,NE,RB,FB,ACT,6,2020,True
2026,1,00-0036875,Rhamondre Stevenson,NE,RB,RB,ACT,5,2021,True
2026,1,00-0039757,Terrell Jennings,NE,RB,RB,CUT,2,2024,True
2026,1,00-0040734,TreVeyon Henderson,NE,RB,RB,ACT,1,2025,True
2026,1,00-0040566,CJ Dippre,NE,TE,TE,ACT,1,2025,False
2026,1,00-0041395,Eli Raridon,NE,TE,TE,ACT,0,2026,False
2026,1,00-0033090,Hunter Henry,NE,TE,TE,ACT,10,2016,True
2026,1,00-0039305,Jack Westover,NE,TE,TE,ACT,2,2024,True
2026,1,00-0038720,Julian Hill,NE,TE,TE,RES,3,2023,True
2026,1,00-0041314,Tanner Arkin,NE,TE,TE,ACT,0,2026,False
2026,1,00-0035676,A.J. Brown,NE,WR,WR,ACT,7,2019,True
2026,1,00-0041319,Cameron Dorner,NE,WR,WR,ACT,0,2026,False
2026,1,00-0038621,DeMario Douglas,NE,WR,WR,ACT,3,2023,True
2026,1,00-0040563,Efton Chism III,NE,WR,WR,ACT,1,2025,True
2026,1,00-0040570,Jeremiah Webb,NE,WR,WR,RES,1,2025,False
2026,1,00-0041322,Jimmy Kibble,NE,WR,WR,RES,0,2026,False
2026,1,00-0041318,Kyle Dixon,NE,WR,WR,ACT,0,2026,False
2026,1,00-0040131,Kyle Williams,NE,WR,WR,ACT,1,2025,True
2026,1,00-0033555,Mack Hollins,NE,WR,WR,ACT,9,2017,True
2026,1,00-0041317,Nick DeGennaro,NE,WR,WR,ACT,0,2026,False
2026,1,00-0037816,Romeo Doubs,NE,WR,WR,ACT,4,2022,True
2026,1,00-0039397,Tejhaun Palmer,NE,WR,WR,ACT,2,2024,False
2026,1,00-0040656,Hunter Dekkers,NO,QB,QB,ACT,1,2025,False
2026,1,00-0039376,Spencer Rattler,NO,QB,QB,ACT,2,2024,True
