candidate_id,player,team,opponent,market_type,side,line,price,break_even_probability,stress_probability,lcb_probability,stress_edge,lcb_edge,edge_defendability_tier,forecastability_tier,structural_mispricing_tier,similar_state_reliability_tier,safe_state_tier,primary_blocker,root_cause,recommended_action,settlement_status,explanation,warning_badges,shadow_only,promotion_ready
candidate::2026-05-28|dylan_harper|TRB|OVER|3.5000,Dylan_Harper,SAS,OKC,TRB_OVER,OVER,3.5,-112.0,0.5283018867924528,0.5113136076567804,0.5508300165537074,-0.0169882791356724,0.0225281297612546,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,PRICE_ONLY_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_USAGE_STATE;structural=PRICE_ONLY_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|victor_wembanyama|AST|UNDER|3.5000,Victor_Wembanyama,SAS,OKC,AST_UNDER,UNDER,3.5,-139.0,0.5815899581589958,0.4627997854647336,0.3823842002198051,-0.1187901726942621,-0.1992057579391907,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_MINUTES_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|shai_gilgeous_alexander|AST|OVER|8.0000,Shai_Gilgeous-Alexander,OKC,SAS,AST_OVER,OVER,8.0,-17.0,0.1452991452991453,0.462598845181668,0.3823842002198051,0.3172996998825227,0.2370850549206598,EDGE_UNTRUSTED_PRICE,UNFORECASTABLE,PRICE_ONLY_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_UNTRUSTED_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: invalid_market_side_price;forecastability=FORECASTABILITY_GAP_USAGE_STATE;structural=PRICE_ONLY_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,['PRICE_UNTRUSTED'],True,False
candidate::2026-05-28|stephon_castle|AST|OVER|6.5000,Stephon_Castle,SAS,OKC,AST_OVER,OVER,6.5,-121.5,0.5485327313769752,0.4622479050180572,0.3823842002198051,-0.0862848263589179,-0.1661485311571701,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_USAGE_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|de_aaron_fox|AST|OVER|5.5000,DeAaron_Fox,SAS,OKC,AST_OVER,OVER,5.5,-144.5,0.591002044989775,0.462034456269954,0.3823842002198051,-0.128967588719821,-0.2086178447699699,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_USAGE_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|chet_holmgren|AST|UNDER|1.5000,Chet_Holmgren,OKC,SAS,AST_UNDER,UNDER,1.5,-171.0,0.6309963099630996,0.4619131760073565,0.3823842002198051,-0.1690831339557431,-0.2486121097432945,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_USAGE_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|julian_champagnie|AST|OVER|1.5000,Julian_Champagnie,SAS,OKC,AST_OVER,OVER,1.5,125.0,0.4444444444444444,0.4613864503971783,0.3823842002198051,0.0169420059527338,-0.0620602442246392,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_USAGE_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|jalen_williams|AST|OVER|3.5000,Jalen_Williams,OKC,SAS,AST_OVER,OVER,3.5,-110.5,0.5249406175771971,0.4613436871218137,0.3823842002198051,-0.0635969304553834,-0.142556417357392,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_MINUTES_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|dylan_harper|AST|OVER|2.5000,Dylan_Harper,SAS,OKC,AST_OVER,OVER,2.5,-110.0,0.5238095238095238,0.4610898149403809,0.3823842002198051,-0.0627197088691429,-0.1414253235897187,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_USAGE_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|isaiah_hartenstein|AST|OVER|2.5000,Isaiah_Hartenstein,OKC,SAS,AST_OVER,OVER,2.5,-153.5,0.6055226824457594,0.4611757502489052,0.3823842002198051,-0.1443469321968541,-0.2231384822259542,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_MINUTES_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|luguentz_dort|AST|OVER|0.5000,Luguentz_Dort,OKC,SAS,AST_OVER,OVER,0.5,-208.0,0.6753246753246753,0.4609455005820807,0.3823842002198051,-0.2143791747425946,-0.2929404751048702,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_MINUTES_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|devin_vassell|AST|OVER|2.5000,Devin_Vassell,SAS,OKC,AST_OVER,OVER,2.5,126.5,0.4415011037527593,0.4534869745290468,0.3823842002198051,0.0119858707762874,-0.0591169035329542,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_USAGE_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|jared_mccain|AST|UNDER|1.5000,Jared_McCain,OKC,SAS,AST_UNDER,UNDER,1.5,-156.0,0.609375,0.4613858253766525,0.3823842002198051,-0.1479891746233474,-0.2269907997801948,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_MINUTES_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|cason_wallace|AST|UNDER|2.5000,Cason_Wallace,OKC,SAS,AST_UNDER,UNDER,2.5,-109.0,0.5215311004784688,0.4534869745290468,0.3823842002198051,-0.068044125949422,-0.1391469002586637,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_MINUTES_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|alex_caruso|AST|UNDER|2.5000,Alex_Caruso,OKC,SAS,AST_UNDER,UNDER,2.5,-145.5,0.5926680244399185,0.4534869745290468,0.3823842002198051,-0.1391810499108716,-0.2102838242201133,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_MINUTES_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|keldon_johnson|AST|OVER|0.5000,Keldon_Johnson,SAS,OKC,AST_OVER,OVER,0.5,-149.0,0.5983935742971888,0.4534869745290468,0.3823842002198051,-0.1449065997681419,-0.2160093740773836,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,NO_STRUCTURAL_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_MINUTES_STATE;structural=NO_STRUCTURAL_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
candidate::2026-05-28|luke_kornet|TRB|OVER|2.5000,Luke_Kornet,SAS,OKC,TRB_OVER,OVER,2.5,110.5,0.4750593824228028,0.4,0.5508300165537074,-0.0750593824228028,0.0757706341309046,EDGE_PRICE_DEPENDENT,UNFORECASTABLE,PRICE_ONLY_EDGE,INSUFFICIENT_SAMPLE,SAFE_STATE_REJECT,PRICE_GAP,,PRICE_DEPENDENT_RESEARCH_ONLY,PENDING,Classified as SAFE_STATE_REJECT: current_price_does_not_clear_conservative_edge;forecastability=FORECASTABILITY_GAP_MINUTES_STATE;structural=PRICE_ONLY_EDGE;similar_states=INSUFFICIENT_SAMPLE. This label is shadow-only and does not change production picks.,"['EVENT_START_VERIFIED', 'PRICE_DEPENDENT']",True,False
