Date,Player,Player_Type,Market_Player_Norm,Market_Fetched_At_UTC,Market_Event_ID,Market_Commence_Time_UTC,Market_Home_Team,Market_Away_Team,Market_Provider,Market_H,Synthetic_Market_H,Market_H_books,Market_H_over_price,Market_H_under_price,Market_H_line_std,Market_Provider_H,Market_RBI,Synthetic_Market_RBI,Market_RBI_books,Market_RBI_over_price,Market_RBI_under_price,Market_RBI_line_std,Market_Provider_RBI,Market_HR,Synthetic_Market_HR,Market_HR_books,Market_HR_over_price,Market_HR_under_price,Market_HR_line_std,Market_Provider_HR,Market_K,Synthetic_Market_K,Market_K_books,Market_K_over_price,Market_K_under_price,Market_K_line_std,Market_Provider_K,Market_ER,Synthetic_Market_ER,Market_ER_books,Market_ER_over_price,Market_ER_under_price,Market_ER_line_std,Market_Provider_ER
2026-04-09,Pete Alonso,hitter,Pete_Alonso,2026-04-10T01:12:42Z,368431,,,,covers,0.5,0.5,1.0,-253.0,186.0,0.0,covers,0.5,0.5,1.0,142.0,,0.0,covers,0.5,0.5,1.0,378.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Rafael Devers,hitter,Rafael_Devers,2026-04-10T01:12:42Z,368431,,,,covers,0.5,0.5,1.0,-183.0,137.0,0.0,covers,0.5,0.5,1.0,152.0,,0.0,covers,0.5,0.5,1.0,326.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Ramon Laureano,hitter,Ramon_Laureano,2026-04-10T01:12:42Z,368270,,,,covers,0.5,0.5,4.0,-221.5,160.33333333333334,0.0,covers,0.5,0.5,4.0,157.25,-237.33333333333334,0.0,covers,0.5,0.5,4.0,371.75,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Ramon Urias,hitter,Ramon_Urias,2026-04-10T01:12:42Z,369801,,,,covers,0.5,0.5,1.0,-160.0,120.0,0.0,covers,0.5,0.5,1.0,241.0,,0.0,covers,0.5,0.5,1.0,700.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Randal Grichuk,hitter,Randal_Grichuk,2026-04-10T01:12:42Z,367971,,,,covers,0.5,0.5,1.0,-158.0,119.0,0.0,covers,0.5,0.5,1.0,198.0,,0.0,covers,,,,,,,,,,,,,,,,,,,,,
2026-04-09,Rhys Hoskins,hitter,Rhys_Hoskins,2026-04-10T01:12:42Z,369780,,,,covers,0.5,0.5,2.0,-146.5,102.0,0.0,covers,0.5,0.5,2.0,192.5,,0.0,covers,0.5,0.5,2.0,489.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Richie Palacios,hitter,Richie_Palacios,2026-04-10T01:12:42Z,367971,,,,covers,0.5,0.5,1.0,-127.0,-102.0,0.0,covers,0.5,0.5,1.0,248.0,,0.0,covers,0.5,0.5,1.0,800.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Roman Anthony,hitter,Roman_Anthony,2026-04-10T01:12:42Z,369801,,,,covers,0.5,0.5,1.0,-232.0,172.0,0.0,covers,0.5,0.5,1.0,202.0,,0.0,covers,0.5,0.5,1.0,610.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Ronald Acuna Jr.,hitter,Ronald_Acuna_Jr,2026-04-10T01:12:42Z,369780,,,,covers,0.5,0.5,2.0,-303.5,,0.0,covers,0.5,0.5,2.0,171.5,,0.0,covers,0.5,0.5,2.0,384.5,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Samuel Basallo,hitter,Samuel_Basallo,2026-04-10T01:12:42Z,368431,,,,covers,0.5,0.5,1.0,-208.0,151.0,0.0,covers,0.5,0.5,1.0,180.0,,0.0,covers,0.5,0.5,1.0,565.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Shohei Ohtani,hitter,Shohei_Ohtani,2026-04-10T01:12:42Z,368938,,,,covers,,,,,,,,0.5,0.5,2.0,-0.5,,0.0,covers,0.5,0.5,2.0,185.5,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Steven Kwan,hitter,Steven_Kwan,2026-04-10T01:12:42Z,369780,,,,covers,0.5,0.5,2.0,-260.5,195.0,0.0,covers,0.5,0.5,2.0,228.0,,0.0,covers,0.5,0.5,2.0,985.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,TJ Rumfield,hitter,TJ_Rumfield,2026-04-10T01:12:42Z,368270,,,,covers,0.5,0.5,4.0,-174.0,124.66666666666667,0.0,covers,0.5,0.5,4.0,221.0,-359.5,0.0,covers,0.5,0.5,4.0,725.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Taylor Walls,hitter,Taylor_Walls,2026-04-10T01:12:42Z,367971,,,,covers,0.5,0.5,2.0,-109.0,-122.0,0.0,covers,0.5,0.5,2.0,293.5,,0.0,covers,0.5,0.5,2.0,1030.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Taylor Ward,hitter,Taylor_Ward,2026-04-10T01:12:42Z,368431,,,,covers,0.5,0.5,1.0,-197.0,147.0,0.0,covers,0.5,0.5,1.0,212.0,,0.0,covers,0.5,0.5,1.0,560.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Teoscar Hernandez,hitter,Teoscar_Hernandez,2026-04-10T01:12:42Z,368938,,,,covers,0.5,0.5,2.0,-220.0,156.0,0.0,covers,0.5,0.5,2.0,147.5,,0.0,covers,0.5,0.5,2.0,381.5,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Thomas Saggese,hitter,Thomas_Saggese,2026-04-10T01:12:42Z,369801,,,,covers,0.5,0.5,1.0,-155.0,117.0,0.0,covers,0.5,0.5,1.0,258.0,,0.0,covers,0.5,0.5,1.0,800.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Trevor Story,hitter,Trevor_Story,2026-04-10T01:12:42Z,369801,,,,covers,0.5,0.5,1.0,-236.0,175.0,0.0,covers,0.5,0.5,1.0,183.0,,0.0,covers,0.5,0.5,1.0,650.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Troy Johnston,hitter,Troy_Johnston,2026-04-10T01:12:42Z,368270,,,,covers,0.5,0.5,4.0,-166.75,117.66666666666667,0.0,covers,0.5,0.5,4.0,214.0,-358.0,0.0,covers,0.5,0.5,4.0,772.5,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Ty France,hitter,Ty_France,2026-04-10T01:12:42Z,368270,,,,covers,0.5,0.5,3.0,-161.33333333333334,118.0,0.0,covers,0.5,0.5,3.0,204.66666666666666,-339.0,0.0,covers,0.5,0.5,3.0,860.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Tyler Freeman,hitter,Tyler_Freeman,2026-04-10T01:12:42Z,368270,,,,covers,0.5,0.5,1.0,-160.0,120.0,0.0,covers,0.5,0.5,1.0,303.0,-450.0,0.0,covers,,,,,,,,,,,,,,,,,,,,,
2026-04-09,Victor Scott II,hitter,Victor_Scott_II,2026-04-10T01:12:42Z,369801,,,,covers,0.5,0.5,1.0,-116.0,-115.0,0.0,covers,0.5,0.5,1.0,327.0,,0.0,covers,0.5,0.5,1.0,1100.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Will Smith,hitter,Will_Smith,2026-04-10T01:12:42Z,368938,,,,covers,0.5,0.5,2.0,-234.0,169.0,0.0,covers,0.5,0.5,2.0,136.5,,0.0,covers,0.5,0.5,2.0,401.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Willi Castro,hitter,Willi_Castro,2026-04-10T01:12:42Z,368270,,,,covers,0.5,0.5,4.0,-146.75,110.0,0.0,covers,0.5,0.5,4.0,233.75,-387.6666666666667,0.0,covers,0.5,0.5,4.0,737.5,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Willson Contreras,hitter,Willson_Contreras,2026-04-10T01:12:42Z,369801,,,,covers,0.5,0.5,1.0,-224.0,171.0,0.0,covers,0.5,0.5,1.0,169.0,,0.0,covers,0.5,0.5,1.0,559.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Willy Adames,hitter,Willy_Adames,2026-04-10T01:12:42Z,368431,,,,covers,0.5,0.5,1.0,-192.0,144.0,0.0,covers,0.5,0.5,1.0,193.0,,0.0,covers,0.5,0.5,1.0,426.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Wilyer Abreu,hitter,Wilyer_Abreu,2026-04-10T01:12:42Z,369801,,,,covers,0.5,0.5,1.0,-214.0,159.0,0.0,covers,0.5,0.5,1.0,155.0,,0.0,covers,0.5,0.5,1.0,460.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Wyatt Langford,hitter,Wyatt_Langford,2026-04-10T01:12:42Z,368938,,,,covers,0.5,0.5,2.0,-173.5,127.0,0.0,covers,0.5,0.5,2.0,209.5,,0.0,covers,0.5,0.5,2.0,466.5,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Xander Bogaerts,hitter,Xander_Bogaerts,2026-04-10T01:12:42Z,368270,,,,covers,0.5,0.5,4.0,-225.75,158.0,0.0,covers,0.5,0.5,4.0,173.25,-266.0,0.0,covers,0.5,0.5,4.0,722.5,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Yandy Diaz,hitter,Yandy_Diaz,2026-04-10T01:12:42Z,367971,,,,covers,0.5,0.5,2.0,-231.0,172.0,0.0,covers,0.5,0.5,2.0,207.0,,0.0,covers,0.5,0.5,2.0,590.0,,0.0,covers,,,,,,,,,,,,,,
2026-04-09,Yohel Pozo,hitter,Yohel_Pozo,2026-04-10T01:12:42Z,369801,,,,covers,0.5,0.5,1.0,-165.0,124.0,0.0,covers,0.5,0.5,1.0,247.0,,0.0,covers,,,,,,,,,,,,,,,,,,,,,
2026-04-09,Bryce Elder,pitcher,Bryce_Elder,2026-04-10T01:12:42Z,369780,,,,covers,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,2.0,-109.0,-120.0,0.0,covers,,,,,,,
2026-04-09,Connelly Early,pitcher,Connelly_Early,2026-04-10T01:12:42Z,369801,,,,covers,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,1.0,-111.0,-115.0,0.0,covers,,,,,,,
2026-04-09,Dustin May,pitcher,Dustin_May,2026-04-10T01:12:42Z,369801,,,,covers,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,1.0,-103.0,-123.0,0.0,covers,,,,,,,
2026-04-09,Kumar Rocker,pitcher,Kumar_Rocker,2026-04-10T01:12:42Z,368938,,,,covers,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,2.0,-134.0,103.0,0.0,covers,,,,,,,
2026-04-09,Landen Roupp,pitcher,Landen_Roupp,2026-04-10T01:12:42Z,368431,,,,covers,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,1.0,-109.0,-117.0,0.0,covers,,,,,,,
2026-04-09,Luis Gil,pitcher,Luis_Gil,2026-04-10T01:12:42Z,367971,,,,covers,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,2.0,-2.0,-127.5,0.0,covers,,,,,,,
2026-04-09,Randy Vasquez,pitcher,Randy_Vasquez,2026-04-10T01:12:42Z,368270,,,,covers,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,4.0,-143.5,39.0,0.0,covers,2.5,2.5,3.0,123.66666666666667,-167.33333333333334,0.0,covers
2026-04-09,Shane Baz,pitcher,Shane_Baz,2026-04-10T01:12:42Z,368431,,,,covers,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,1.0,-111.0,-115.0,0.0,covers,,,,,,,
2026-04-09,Slade Cecconi,pitcher,Slade_Cecconi,2026-04-10T01:12:42Z,369780,,,,covers,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,2.0,106.5,-139.0,0.0,covers,,,,,,,
2026-04-09,Steven Matz,pitcher,Steven_Matz,2026-04-10T01:12:42Z,367971,,,,covers,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,2.0,-111.5,-116.5,0.0,covers,,,,,,,
2026-04-09,Tyler Glasnow,pitcher,Tyler_Glasnow,2026-04-10T01:12:42Z,368938,,,,covers,,,,,,,,,,,,,,,,,,,,,,6.5,6.5,2.0,-148.5,114.0,0.0,covers,,,,,,,
