snapshot_time,snapshot_date,book,book_key,game_id,player_id,player,player_raw,market,line,over_odds,under_odds,no_vig_over,no_vig_under,open_line,current_line,close_line,close_over_odds,close_under_odds,close_status,team,opponent,source
2026-05-09T04:05:18.613508+00:00,2026-05-08,Caesars,caesars,2977815,5809,Victor_Wembanyama,Victor Wembanyama,PTS,37.5,-114.0,-117.0,0.4969864995178399,0.5030135004821601,37.5,37.5,37.5,-114.0,-117.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,5809,Victor_Wembanyama,Victor Wembanyama,PTS,37.5,-105.0,-125.0,0.4796954314720812,0.5203045685279188,37.5,37.5,37.5,-105.0,-125.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,5809,Victor_Wembanyama,Victor Wembanyama,PTS,36.5,-130.0,100.0,0.5306122448979592,0.4693877551020409,36.5,36.5,36.5,-130.0,100.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,FanDuel,fanduel,2977815,5809,Victor_Wembanyama,Victor Wembanyama,PTS,36.5,-130.0,-102.0,0.5281576830249397,0.4718423169750604,36.5,36.5,36.5,-130.0,-102.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Hard Rock,hardrock,2977815,5809,Victor_Wembanyama,Victor Wembanyama,PTS,37.5,-120.0,-120.0,0.5,0.5,37.5,37.5,37.5,-120.0,-120.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,theScore,thescore,2977815,5809,Victor_Wembanyama,Victor Wembanyama,PTS,35.5,-240.0,165.0,0.6516393442622951,0.3483606557377049,35.5,35.5,35.5,-240.0,165.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,5110,Anthony_Edwards,Anthony Edwards,PTS,32.5,-135.0,105.0,0.5407914020517831,0.4592085979482169,32.5,32.5,32.5,-135.0,105.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,5110,Anthony_Edwards,Anthony Edwards,PTS,33.5,-125.0,-105.0,0.5203045685279188,0.4796954314720812,33.5,33.5,33.5,-125.0,-105.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,FanDuel,fanduel,2977815,5110,Anthony_Edwards,Anthony Edwards,PTS,32.5,-144.0,108.0,0.5510744774801295,0.44892552251987045,32.5,32.5,32.5,-144.0,108.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Hard Rock,hardrock,2977815,5110,Anthony_Edwards,Anthony Edwards,PTS,32.5,-115.0,-120.0,0.4951076320939334,0.5048923679060665,32.5,32.5,32.5,-115.0,-120.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,theScore,thescore,2977815,5110,Anthony_Edwards,Anthony Edwards,PTS,32.5,-120.0,-130.0,0.4911032028469751,0.5088967971530249,32.5,32.5,32.5,-120.0,-130.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,6250,Stephon_Castle,Stephon Castle,PTS,15.5,-130.0,100.0,0.5306122448979592,0.4693877551020409,15.5,15.5,15.5,-130.0,100.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,6250,Stephon_Castle,Stephon Castle,PTS,15.5,-115.0,-115.0,0.5,0.5,15.5,15.5,15.5,-115.0,-115.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,FanDuel,fanduel,2977815,6250,Stephon_Castle,Stephon Castle,PTS,15.5,-102.0,-130.0,0.4718423169750604,0.5281576830249397,15.5,15.5,15.5,-102.0,-130.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Hard Rock,hardrock,2977815,6250,Stephon_Castle,Stephon Castle,PTS,15.5,-115.0,-125.0,0.490521327014218,0.5094786729857821,15.5,15.5,15.5,-115.0,-125.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,4116,DeAaron_Fox,De'Aaron Fox,PTS,15.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,15.5,15.5,15.5,-110.0,-120.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,4116,DeAaron_Fox,De'Aaron Fox,PTS,15.5,110.0,-145.0,0.4458598726114649,0.554140127388535,15.5,15.5,15.5,110.0,-145.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,FanDuel,fanduel,2977815,4116,DeAaron_Fox,De'Aaron Fox,PTS,15.5,-114.0,-114.0,0.5,0.5,15.5,15.5,15.5,-114.0,-114.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Hard Rock,hardrock,2977815,4116,DeAaron_Fox,De'Aaron Fox,PTS,15.5,-125.0,-115.0,0.5094786729857821,0.490521327014218,15.5,15.5,15.5,-125.0,-115.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,5221,Jaden_McDaniels,Jaden McDaniels,PTS,14.5,-154.0,120.0,0.5715249662618084,0.42847503373819157,14.5,14.5,14.5,-154.0,120.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,5221,Jaden_McDaniels,Jaden McDaniels,PTS,15.5,125.0,-175.0,0.41121495327102797,0.5887850467289719,15.5,15.5,15.5,125.0,-175.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,FanDuel,fanduel,2977815,5221,Jaden_McDaniels,Jaden McDaniels,PTS,14.5,-174.0,130.0,0.5935924058142985,0.4064075941857016,14.5,14.5,14.5,-174.0,130.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Hard Rock,hardrock,2977815,5221,Jaden_McDaniels,Jaden McDaniels,PTS,14.5,-170.0,120.0,0.5807453416149069,0.4192546583850932,14.5,14.5,14.5,-170.0,120.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,4806,Naz_Reid,Naz Reid,PTS,16.5,-140.0,110.0,0.550561797752809,0.449438202247191,16.5,16.5,16.5,-140.0,110.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,4806,Naz_Reid,Naz Reid,PTS,15.5,110.0,-145.0,0.4458598726114649,0.554140127388535,15.5,15.5,15.5,110.0,-145.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,FanDuel,fanduel,2977815,4806,Naz_Reid,Naz Reid,PTS,16.5,-130.0,-102.0,0.5281576830249397,0.4718423169750604,16.5,16.5,16.5,-130.0,-102.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Hard Rock,hardrock,2977815,4806,Naz_Reid,Naz Reid,PTS,15.5,-130.0,-105.0,0.5246062992125985,0.4753937007874017,15.5,15.5,15.5,-130.0,-105.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,5113,Devin_Vassell,Devin Vassell,PTS,14.5,-130.0,100.0,0.5306122448979592,0.4693877551020409,14.5,14.5,14.5,-130.0,100.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,5113,Devin_Vassell,Devin Vassell,PTS,13.5,105.0,-140.0,0.4554079696394686,0.5445920303605313,13.5,13.5,13.5,105.0,-140.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,5337,Ayo_Dosunmu,Ayo Dosunmu,PTS,11.5,114.0,-145.0,0.4412029533585449,0.558797046641455,11.5,11.5,11.5,114.0,-145.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,5337,Ayo_Dosunmu,Ayo Dosunmu,PTS,11.5,-130.0,100.0,0.5306122448979592,0.4693877551020409,11.5,11.5,11.5,-130.0,100.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,FanDuel,fanduel,2977815,5337,Ayo_Dosunmu,Ayo Dosunmu,PTS,11.5,134.0,-180.0,0.3993154592127781,0.600684540787222,11.5,11.5,11.5,134.0,-180.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Hard Rock,hardrock,2977815,5337,Ayo_Dosunmu,Ayo Dosunmu,PTS,11.5,100.0,-145.0,0.45794392523364486,0.5420560747663551,11.5,11.5,11.5,100.0,-145.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,3440,Rudy_Gobert,Rudy Gobert,PTS,10.5,135.0,-175.0,0.4007285974499089,0.599271402550091,10.5,10.5,10.5,135.0,-175.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,3440,Rudy_Gobert,Rudy Gobert,PTS,10.5,130.0,-190.0,0.3988995873452545,0.6011004126547456,10.5,10.5,10.5,130.0,-190.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,4782,Keldon_Johnson,Keldon Johnson,PTS,11.5,130.0,-166.0,0.4106205619018215,0.5893794380981784,11.5,11.5,11.5,130.0,-166.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,4782,Keldon_Johnson,Keldon Johnson,PTS,11.5,105.0,-140.0,0.4554079696394686,0.5445920303605313,11.5,11.5,11.5,105.0,-140.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,FanDuel,fanduel,2977815,4782,Keldon_Johnson,Keldon Johnson,PTS,11.5,144.0,-194.0,0.3831317764804004,0.6168682235195997,11.5,11.5,11.5,144.0,-194.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Hard Rock,hardrock,2977815,4782,Keldon_Johnson,Keldon Johnson,PTS,11.5,180.0,-260.0,0.3308823529411765,0.6691176470588236,11.5,11.5,11.5,180.0,-260.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,3574,Julius_Randle,Julius Randle,PTS,12.5,105.0,-135.0,0.4592085979482169,0.5407914020517831,12.5,12.5,12.5,105.0,-135.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,3574,Julius_Randle,Julius Randle,PTS,12.5,100.0,-130.0,0.4693877551020409,0.5306122448979592,12.5,12.5,12.5,100.0,-130.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,FanDuel,fanduel,2977815,3574,Julius_Randle,Julius Randle,PTS,12.5,114.0,-152.0,0.43652993348115304,0.563470066518847,12.5,12.5,12.5,114.0,-152.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Hard Rock,hardrock,2977815,3574,Julius_Randle,Julius Randle,PTS,12.5,-130.0,-110.0,0.5190114068441064,0.4809885931558936,12.5,12.5,12.5,-130.0,-110.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,5728,Julian_Champagnie,Julian Champagnie,PTS,4.5,105.0,-140.0,0.4554079696394686,0.5445920303605313,4.5,4.5,4.5,105.0,-140.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,6278,Terrence_Shannon,Terrence Shannon,PTS,5.5,135.0,-175.0,0.4007285974499089,0.599271402550091,5.5,5.5,5.5,135.0,-175.0,provisional_current_snapshot_not_closing,MIN,SAS,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Caesars,caesars,2977815,5809,Victor_Wembanyama,Victor Wembanyama,TRB,15.5,-108.0,-124.0,0.4839948783610755,0.5160051216389244,15.5,15.5,15.5,-108.0,-124.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,DraftKings,draftkings,2977815,5809,Victor_Wembanyama,Victor Wembanyama,TRB,15.5,105.0,-135.0,0.4592085979482169,0.5407914020517831,15.5,15.5,15.5,105.0,-135.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
2026-05-09T04:05:18.613508+00:00,2026-05-08,Fanatics,fanatics,2977815,5809,Victor_Wembanyama,Victor Wembanyama,TRB,14.5,-210.0,135.0,0.6141879278158058,0.38581207218419417,14.5,14.5,14.5,-210.0,135.0,provisional_current_snapshot_not_closing,SAS,@MIN,rotowire_current_board
