season,week,evaluation_split,player_id,player_display_name,position,recent_team,opponent_team,target,side,line,over_price,under_price,selected_price,estimated_side_probability,no_vig_side_probability,probability_advantage,actual,result,pick_validation,profit_units,current_prediction,challenger_prediction,baseline,selected_architecture,target_final_validation_status,bookmaker,source,line_phase,snapshot_time_utc,commence_time_utc
2025,2,recent_2025_out_of_time,00-0039163,C.J. Stroud,QB,HOU,TB,passing,over,235.5,-115.0,-115.0,-115.0,0.6164177209656111,0.5,0.1164177209656111,207.0,loss,fail,-1.0,186.36375596506437,187.318924796497,159.6,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-15 23:00:00+00:00
2025,2,recent_2025_out_of_time,00-0039918,Caleb Williams,QB,CHI,DET,passing,over,223.5,-122.0,-122.0,-122.0,0.5861859071584634,0.5,0.08618590715846342,207.0,loss,fail,-1.0,213.1331335626557,223.45204194001928,201.0,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 17:00:00+00:00
2025,2,recent_2025_out_of_time,00-0033077,Dak Prescott,QB,DAL,NYG,passing,over,250.5,-110.0,-120.0,-110.0,0.587195821152965,0.48987854251012153,0.09731727864284345,361.0,win,pass,0.9090909090909091,241.17541289912788,239.65277755552097,218.8,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 17:00:00+00:00
2025,2,recent_2025_out_of_time,00-0039851,Drake Maye,QB,NE,MIA,passing,over,257.5,-125.0,-125.0,-125.0,0.5704955665533247,0.5,0.07049556655332467,230.0,loss,fail,-1.0,178.55841010929566,194.5169903940033,173.4,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 17:00:00+00:00
2025,2,recent_2025_out_of_time,00-0036389,Jalen Hurts,QB,PHI,KC,passing,over,100.5,-110.0,-120.0,-110.0,0.6412357377548956,0.48987854251012153,0.1513571952447741,101.0,win,pass,0.9090909090909091,178.14090471393337,199.08468117776744,135.8,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 20:25:00+00:00
2025,2,recent_2025_out_of_time,00-0026158,Joe Flacco,QB,CLE,BAL,passing,under,235.5,-130.0,-120.0,-120.0,0.6262465381476088,0.49110320284697506,0.13514333530063372,199.0,win,pass,0.8333333333333334,233.1436365153054,237.09173097737929,267.0,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 17:00:00+00:00
2025,2,recent_2025_out_of_time,00-0034857,Josh Allen,QB,BUF,NYJ,passing,over,155.5,-113.0,-116.0,-113.0,0.6121523769335055,0.49694600537503053,0.11520637155847502,148.0,loss,fail,-1.0,266.8297582459883,255.73807553412692,286.8,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 17:00:00+00:00
2025,2,recent_2025_out_of_time,00-0034796,Lamar Jackson,QB,BAL,CLE,passing,over,211.5,-120.0,-130.0,-120.0,0.6485686608999526,0.4911032028469751,0.15746545805297746,225.0,win,pass,0.8333333333333334,226.7689215624625,223.70324740232505,218.2,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 17:00:00+00:00
2025,2,recent_2025_out_of_time,00-0033873,Patrick Mahomes,QB,KC,PHI,passing,over,150.5,-105.0,-125.0,-105.0,0.5720336074829376,0.4796954314720812,0.09233817601085642,187.0,win,pass,0.9523809523809523,262.14815357772113,260.55366052909494,241.4,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 20:25:00+00:00
2025,2,recent_2025_out_of_time,00-0035676,A.J. Brown,WR,PHI,KC,receiving,over,30.5,125.0,-165.0,125.0,0.5892642924084814,0.4165029469548134,0.17276134545366806,27.0,loss,fail,-1.0,63.871635394451104,63.59936444989233,58.8,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 20:25:00+00:00
2025,2,recent_2025_out_of_time,00-0031236,Brandin Cooks,WR,NO,SF,receiving,over,20.5,146.0,-196.0,146.0,0.5908448987120649,0.3803844967615915,0.21046040195047344,26.0,win,pass,1.46,38.74821010835709,36.34400565141687,35.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 17:00:00+00:00
2025,2,recent_2025_out_of_time,00-0035640,DK Metcalf,WR,PIT,SEA,receiving,over,20.5,175.0,-290.0,175.0,0.573032704766456,0.3284210526315789,0.24461165213487707,20.0,loss,fail,-1.0,47.2943067035373,48.08798131185133,52.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 17:00:00+00:00
2025,2,recent_2025_out_of_time,00-0035685,David Montgomery,RB,DET,CHI,receiving,under,12.5,-114.0,-114.0,-114.0,0.5675521716118672,0.5,0.06755217161186722,4.0,win,pass,0.8771929824561403,14.757217460273475,14.586392151764093,30.8,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 17:00:00+00:00
