season,week,evaluation_split,player_id,player_display_name,position,recent_team,opponent_team,target,side,line,over_price,under_price,selected_price,estimated_side_probability,no_vig_side_probability,probability_advantage,actual,result,pick_validation,profit_units,current_prediction,challenger_prediction,baseline,selected_architecture,target_final_validation_status,bookmaker,source,line_phase,snapshot_time_utc,commence_time_utc
2025,1,recent_2025_out_of_time,00-0037834,Brock Purdy,QB,SF,SEA,passing,under,244.5,-115.0,-115.0,-115.0,0.5714820509951425,0.5,0.07148205099514249,277.0,loss,fail,-1.0,234.25402350733867,241.57994601880608,250.2,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:05:00+00:00
2025,1,recent_2025_out_of_time,00-0039150,Bryce Young,QB,CAR,JAX,passing,over,148.5,-125.0,-120.0,-125.0,0.6065303256074932,0.5045871559633028,0.10194316964419037,154.0,win,pass,0.8,231.65834661391685,235.7790252967045,204.4,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0039163,C.J. Stroud,QB,HOU,LA,passing,over,189.5,-117.0,-122.0,-117.0,0.6002155420177987,0.49523337400854184,0.10498216800925686,188.0,loss,fail,-1.0,206.42444807560048,204.90360739961665,170.4,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:25:00+00:00
2025,1,recent_2025_out_of_time,00-0039851,Drake Maye,QB,NE,LV,passing,over,271.5,-125.0,-125.0,-125.0,0.6234266054650278,0.5,0.12342660546502782,287.0,win,pass,0.8,176.85369340746416,165.43955727502114,163.6,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0036389,Jalen Hurts,QB,PHI,DAL,passing,over,214.5,-116.0,-114.0,-116.0,0.6710163412933046,0.5020223264843877,0.16899401480891685,152.0,loss,fail,-1.0,190.4257105803617,190.0349530685012,141.2,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-05 00:20:00+00:00
2025,1,recent_2025_out_of_time,00-0039910,Jayden Daniels,QB,WAS,NYG,passing,over,235.5,135.0,-175.0,135.0,0.590870743157298,0.4007285974499089,0.19014214570738913,233.0,loss,fail,-1.0,227.9232809588768,227.40491593109851,191.0,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0026158,Joe Flacco,QB,CLE,CIN,passing,under,256.5,-125.0,-125.0,-125.0,0.6150402910632214,0.5,0.11504029106322144,290.0,loss,fail,-1.0,226.8505197630248,237.8957646422546,246.8,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0034857,Josh Allen,QB,BUF,BAL,passing,over,297.5,-125.0,-125.0,-125.0,0.5866049497507284,0.5,0.08660494975072841,394.0,win,pass,0.8,239.01720966060213,238.03631479123857,237.6,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-08 00:20:00+00:00
2025,1,recent_2025_out_of_time,00-0034796,Lamar Jackson,QB,BAL,BUF,passing,over,206.5,-120.0,-130.0,-120.0,0.6515621610081107,0.4911032028469751,0.1604589581611356,209.0,win,pass,0.8333333333333334,242.14459697930127,244.19688650234596,223.8,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-08 00:20:00+00:00
2025,1,recent_2025_out_of_time,00-0026498,Matthew Stafford,QB,LA,HOU,passing,over,230.5,-115.0,-115.0,-115.0,0.6631055623637525,0.5,0.1631055623637525,245.0,win,pass,0.8695652173913043,224.35451851993665,230.35645084932375,192.4,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:25:00+00:00
2025,1,recent_2025_out_of_time,00-0033873,Patrick Mahomes,QB,KC,LAC,passing,over,248.5,-117.0,-112.0,-117.0,0.6061097475535893,0.5050908202329559,0.10101892732063333,258.0,win,pass,0.8547008547008547,273.38057956880994,267.4188359269831,251.0,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-06 00:00:00+00:00
2025,1,recent_2025_out_of_time,00-0036971,Trevor Lawrence,QB,JAX,CAR,passing,over,185.5,-120.0,-130.0,-120.0,0.5820933327042682,0.4911032028469751,0.0909901298572931,178.0,loss,fail,-1.0,199.86133919679708,187.10101109009776,189.0,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0031236,Brandin Cooks,WR,NO,ARI,receiving,over,16.5,-114.0,-114.0,-114.0,0.5875300172658319,0.5,0.08753001726583187,26.0,win,pass,0.8771929824561403,34.52488176202117,33.647114717435926,30.4,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0039338,Brock Bowers,TE,LV,NE,receiving,under,115.5,-115.0,-115.0,-115.0,0.6164321133603485,0.5,0.11643211336034853,103.0,win,pass,0.8695652173913043,57.25726905136298,59.46356029944942,62.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0033908,Cooper Kupp,WR,SEA,SF,receiving,over,15.5,170.0,-230.0,170.0,0.6465172587314587,0.34700315457413244,0.29951410415732627,15.0,loss,fail,-1.0,37.99603519883866,41.10118011000486,32.4,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:05:00+00:00
2025,1,recent_2025_out_of_time,00-0033885,David Njoku,TE,CLE,CIN,receiving,under,30.5,-115.0,-115.0,-115.0,0.5832456703407222,0.5,0.08324567034072217,37.0,loss,fail,-1.0,42.36917004403391,42.67712077539193,50.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0030564,DeAndre Hopkins,WR,BAL,BUF,receiving,over,10.5,200.0,-275.0,200.0,0.5886145742989581,0.3125,0.27611457429895814,35.0,win,pass,2.0,44.26689010919638,42.029056947790274,40.4,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-08 00:20:00+00:00
2025,1,recent_2025_out_of_time,00-0037238,Drake London,WR,ATL,TB,receiving,under,82.5,-118.0,-115.0,-115.0,0.5856588208425233,0.4970261697065821,0.08863265113594121,55.0,win,pass,0.8695652173913043,60.09113724479185,62.64608887920635,95.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0036613,Jaylen Waddle,WR,MIA,IND,receiving,over,35.5,-115.0,-115.0,-115.0,0.5602085998431819,0.5,0.06020859984318194,30.0,loss,fail,-1.0,49.860449439372445,43.035157113960885,68.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0037267,Jerome Ford,RB,CLE,CIN,receiving,under,0.5,-118.0,-112.0,-112.0,0.5617917153943779,0.49393105680530835,0.06786065858906953,-3.0,win,pass,0.8928571428571429,12.497397966726066,12.23120097251406,19.8,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0030279,Keenan Allen,WR,LAC,KC,receiving,over,40.5,-110.0,-120.0,-110.0,0.5804204758762214,0.48987854251012153,0.09054193336609984,68.0,win,pass,0.9090909090909091,62.44390250988023,63.35199693035204,60.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-06 00:00:00+00:00
2025,1,recent_2025_out_of_time,00-0039849,Marvin Harrison Jr.,WR,ARI,NO,receiving,under,60.5,-114.0,-114.0,-114.0,0.5637220338821567,0.5,0.06372203388215669,71.0,loss,fail,-1.0,52.09448911988726,52.65214737518557,55.8,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0036554,Nico Collins,WR,HOU,LA,receiving,over,32.5,-115.0,-115.0,-115.0,0.5638875665422359,0.5,0.06388756654223593,25.0,loss,fail,-1.0,53.41627096956964,55.17489422312448,58.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:25:00+00:00
2025,1,recent_2025_out_of_time,00-0035659,Terry McLaurin,WR,WAS,NYG,receiving,over,30.5,220.0,-300.0,220.0,0.583923321484047,0.29411764705882354,0.2898056744252235,27.0,loss,fail,-1.0,56.34381337736588,58.634194578563054,54.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0037744,Trey McBride,TE,ARI,NO,receiving,under,66.5,-114.0,-114.0,-114.0,0.5704392843344945,0.5,0.07043928433449453,61.0,win,pass,0.8771929824561403,56.6075554139729,58.22046432440239,73.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0032211,Tyler Lockett,WR,TEN,DEN,receiving,over,10.5,-145.0,110.0,-145.0,0.5902047758759651,0.554140127388535,0.03606464848743007,0.0,loss,fail,-1.0,24.881474335782524,23.93591039378014,17.8,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:05:00+00:00
2025,1,recent_2025_out_of_time,00-0039894,Xavier Worthy,WR,KC,LAC,receiving,under,63.5,-118.0,-115.0,-115.0,0.6038660485073459,0.4970261697065821,0.10683987880076384,0.0,win,pass,0.8695652173913043,40.38703627211707,42.35005655139379,57.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-06 00:00:00+00:00
2025,1,recent_2025_out_of_time,00-0036265,AJ Dillon,RB,PHI,DAL,rushing,under,3.5,-120.0,-115.0,-115.0,0.5762904416795326,0.4951076320939335,0.08118280958559909,10.0,loss,fail,-1.0,37.79353800550405,32.75182064777501,41.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-05 00:20:00+00:00
2025,1,recent_2025_out_of_time,00-0033293,Aaron Jones,RB,MIN,CHI,rushing,under,20.5,-125.0,-105.0,-105.0,0.578374997057518,0.47969543147208116,0.09867956558543689,23.0,loss,fail,-1.0,52.93562445947521,50.76209510739126,63.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-09 00:15:00+00:00
2025,1,recent_2025_out_of_time,00-0033906,Alvin Kamara,RB,NO,ARI,rushing,under,58.5,-114.0,-114.0,-114.0,0.5764310487958844,0.5,0.07643104879588436,45.0,win,pass,0.8771929824561403,55.035712598398966,53.68232198105397,58.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0034855,Baker Mayfield,QB,TB,ATL,rushing,under,16.5,-117.0,-122.0,-122.0,0.5906940221599839,0.5047666259914582,0.08592739616852574,39.0,loss,fail,-1.0,14.198480590031911,13.711748082389969,29.8,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0039732,Bo Nix,QB,DEN,TEN,rushing,under,15.5,-160.0,120.0,120.0,0.5697474909958554,0.4248366013071896,0.14491088968866583,18.0,loss,fail,-1.0,17.25129568571728,17.453224736658573,26.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:05:00+00:00
2025,1,recent_2025_out_of_time,00-0038597,Chase Brown,RB,CIN,CLE,rushing,under,54.5,-115.0,-135.0,-135.0,0.605435734185056,0.5178412132024978,0.08759452098255827,43.0,win,pass,0.7407407407407407,56.84901800776083,59.54597592264227,76.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0037258,Dameon Pierce,RB,HOU,LA,rushing,over,20.5,-115.0,-115.0,-115.0,0.6730826200329282,0.5,0.17308262003292818,5.0,loss,fail,-1.0,32.54364727897402,37.96938992088746,39.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:25:00+00:00
2025,1,recent_2025_out_of_time,00-0032764,Derrick Henry,RB,BAL,BUF,rushing,over,195.5,-110.0,-120.0,-110.0,0.5731449868414007,0.48987854251012153,0.08326644433127917,169.0,loss,fail,-1.0,78.93718346181407,80.69859000185801,119.2,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-08 00:20:00+00:00
2025,1,recent_2025_out_of_time,00-0036158,J.K. Dobbins,RB,DEN,TEN,rushing,under,61.5,-135.0,-115.0,-115.0,0.5708651796042774,0.4821587867975021,0.08870639280677528,63.0,loss,fail,-1.0,54.70891537352507,58.05527949706962,57.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:05:00+00:00
2025,1,recent_2025_out_of_time,00-0036389,Jalen Hurts,QB,PHI,DAL,rushing,under,40.5,-113.0,-113.0,-113.0,0.5780533886711567,0.5,0.07805338867115674,62.0,loss,fail,-1.0,37.025793419512205,35.53817174116565,42.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-05 00:20:00+00:00
2025,1,recent_2025_out_of_time,00-0039910,Jayden Daniels,QB,WAS,NYG,rushing,over,72.5,-115.0,-135.0,-115.0,0.6547814921590909,0.48215878679750224,0.17262270536158864,68.0,loss,fail,-1.0,47.7927152371494,43.012175501117554,67.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0036223,Jonathan Taylor,RB,IND,MIA,rushing,under,95.5,-115.0,-115.0,-115.0,0.6001284080214955,0.5,0.10012840802149547,71.0,win,pass,0.8695652173913043,88.74828310535042,89.0706340886585,144.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0037525,Jordan Mason,RB,MIN,CHI,rushing,over,65.5,-115.0,-135.0,-115.0,0.5695642731735612,0.48215878679750224,0.08740548637605894,68.0,win,pass,0.8695652173913043,20.73048547129919,23.605534180500506,24.4,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-09 00:15:00+00:00
2025,1,recent_2025_out_of_time,00-0036355,Justin Herbert,QB,LAC,KC,rushing,under,16.5,-110.0,-120.0,-120.0,0.5641351245733911,0.5101214574898785,0.05401366708351263,32.0,loss,fail,-1.0,12.700083319112991,13.123349697426963,18.8,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-06 00:00:00+00:00
2025,1,recent_2025_out_of_time,00-0037801,KaVontae Turpin,WR,DAL,PHI,rushing,under,5.5,100.0,100.0,100.0,0.6533996990554443,0.5,0.15339969905544426,9.0,loss,fail,-1.0,3.3269734066929573,3.495682702314334,15.2,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-05 00:20:00+00:00
2025,1,recent_2025_out_of_time,00-0038551,Kendre Miller,RB,NO,ARI,rushing,under,24.5,109.0,-141.0,-141.0,0.5784024415801144,0.5501129384532099,0.02828950312690459,24.0,win,pass,0.7092198581560284,15.982003738732669,16.386217695852324,22.4,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0036919,Kenneth Gainwell,RB,PIT,NYJ,rushing,under,21.5,-125.0,-115.0,-115.0,0.5911298152286473,0.4905213270142179,0.10060848821442936,19.0,win,pass,0.8695652173913043,9.053284053067348,11.805596759348978,14.2,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0038134,Kenneth Walker III,RB,SEA,SF,rushing,under,57.5,-122.0,-117.0,-117.0,0.5616845366972306,0.4952333740085417,0.06645116268868889,20.0,win,pass,0.8547008547008547,51.75257544231288,53.17390255976034,51.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:05:00+00:00
2025,1,recent_2025_out_of_time,00-0037840,Kyren Williams,RB,LA,HOU,rushing,under,54.5,105.0,-150.0,-150.0,0.6270392130154832,0.5515695067264574,0.07546970628902572,66.0,loss,fail,-1.0,62.806141910629975,60.58396865720081,95.4,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:25:00+00:00
2025,1,recent_2025_out_of_time,00-0037256,Rachaad White,RB,TB,ATL,rushing,under,21.5,-117.0,-122.0,-122.0,0.5645189289002277,0.5047666259914582,0.05975230290876954,14.0,win,pass,0.819672131147541,35.56354899504782,34.92898013207538,54.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0029263,Russell Wilson,QB,NYG,WAS,rushing,under,10.5,-120.0,-110.0,-110.0,0.6130519275672699,0.4898785425101214,0.12317338505714848,44.0,loss,fail,-1.0,13.917238872521356,13.967863843928574,25.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0034869,Sam Darnold,QB,SEA,SF,rushing,under,10.5,108.0,-155.0,-155.0,0.5881486527517186,0.5583650848631797,0.029783567888538864,14.0,loss,fail,-1.0,6.94996557314629,6.916738610713519,5.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:05:00+00:00
2025,1,recent_2025_out_of_time,00-0034844,Saquon Barkley,RB,PHI,DAL,rushing,under,94.5,-121.0,-118.0,-118.0,0.5837367825830212,0.4971404605764831,0.0865963220065381,60.0,win,pass,0.847457627118644,73.44669470693589,77.54450029856629,122.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-05 00:20:00+00:00
2025,1,recent_2025_out_of_time,00-0038555,Tank Bigsby,RB,JAX,CAR,rushing,under,21.5,-125.0,-125.0,-125.0,0.5942643824387034,0.5,0.09426438243870339,12.0,win,pass,0.8,40.64344372890148,38.666409763632856,43.8,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 17:00:00+00:00
2025,1,recent_2025_out_of_time,00-0035261,Tony Pollard,RB,TEN,DEN,rushing,under,63.5,-121.0,-118.0,-118.0,0.5925204279568252,0.4971404605764831,0.09537996738034216,60.0,win,pass,0.847457627118644,37.22399740786361,38.27380581209872,55.8,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:05:00+00:00
2025,1,recent_2025_out_of_time,00-0039746,Will Shipley,RB,PHI,DAL,rushing,under,13.5,-115.0,-113.0,-113.0,0.5773596735653381,0.497950399672064,0.07940927389327412,26.0,loss,fail,-1.0,13.758444189155297,16.43607186742129,16.4,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-05 00:20:00+00:00
2025,1,recent_2025_out_of_time,00-0039894,Xavier Worthy,WR,KC,LAC,rushing,under,5.5,-105.0,-115.0,-115.0,0.5968944398133502,0.5108342361863489,0.08606020362700129,0.0,win,pass,0.8695652173913043,3.325081471370176,4.074006592680771,11.0,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-06 00:00:00+00:00
2025,1,recent_2025_out_of_time,00-0039165,Zach Charbonnet,RB,SEA,SF,rushing,under,28.5,-118.0,-121.0,-121.0,0.5606968451491507,0.5028595394235169,0.057837305725633836,47.0,loss,fail,-1.0,36.45574382926499,36.27940974187252,60.6,regularized_logistic_raw,failed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-07 20:05:00+00:00
2025,2,recent_2025_out_of_time,00-0023459,Aaron Rodgers,QB,PIT,SEA,passing,over,204.5,-125.0,-125.0,-125.0,0.5723449904459977,0.5,0.07234499044599774,203.0,loss,fail,-1.0,243.83662373965683,244.9862745163128,235.0,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-14 17:00:00+00:00
2025,2,recent_2025_out_of_time,00-0034855,Baker Mayfield,QB,TB,HOU,passing,over,165.5,-140.0,105.0,-140.0,0.6360511619019461,0.5445920303605313,0.09145913154141483,215.0,win,pass,0.7142857142857143,276.76917812691795,270.3358677499824,267.6,regularized_logistic_raw,passed,sportsgameodds_consensus,sportsgameodds_consensus_close,provider_consensus_close,,2025-09-15 23:00:00+00:00
