snapshot_time,snapshot_date,book,book_key,game_id,player_id,player,player_raw,market,line,over_odds,under_odds,no_vig_over,no_vig_under,open_line,current_line,close_line,close_over_odds,close_under_odds,close_status,team,opponent,source,is_valid_over_odds,is_valid_under_odds,is_two_sided,is_valid_american_odds,requested_snapshot_time,date,snapshot_type,game_start_time,provider_market_key,home_team,away_team,book_last_update,current_over_odds,current_under_odds
2026-05-09T15:54:19.899070+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,3PM,2.5,-139.0,102.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:19.899070+00:00,2026-05-09,open,2026-05-09T19:10:00Z,player_threes,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-139.0,102.0
2026-05-09T15:54:29.945302+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,3PM,2.5,-139.0,102.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:29.945302+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_threes,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-139.0,102.0
2026-05-09T16:15:19.947206+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,3PM,2.5,-137.0,102.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:19.947206+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_threes,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:14:18Z,-137.0,102.0
2026-05-09T16:15:32.390141+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,3PM,2.5,-137.0,102.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:32.390141+00:00,2026-05-09,prelock,2026-05-09T19:10:00Z,player_threes,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:24Z,-137.0,102.0
2026-05-09T15:05:09.897681+00:00,2026-05-09,BetRivers,betrivers,2977854,4166.0,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-141.0,104.0,0.544113196125908,0.455886803874092,3.5,3.5,3.5,-141.0,104.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True,,2026-05-09,open,2026-05-09T19:10:00Z,,,,,-141.0,104.0
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetRivers,betrivers,2977854,4166.0,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-141.0,104.0,0.544113196125908,0.455886803874092,3.5,3.5,3.5,-141.0,104.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True,,2026-05-09,intraday,2026-05-09T19:10:00Z,,,,,-141.0,104.0
2026-05-09T15:26:30.918922+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-141.0,104.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:26:30.918922+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:25:36Z,-141.0,104.0
2026-05-09T15:52:15.101764+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-141.0,104.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:52:15.101764+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:52:01Z,-141.0,104.0
2026-05-09T15:52:24.163464+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-141.0,104.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:52:24.163464+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:52:01Z,-141.0,104.0
2026-05-09T15:53:57.691758+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-141.0,104.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:53:57.691758+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:53:02Z,-141.0,104.0
2026-05-09T15:54:19.899070+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-141.0,104.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:19.899070+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-141.0,104.0
2026-05-09T15:54:29.945302+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-141.0,104.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:29.945302+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-141.0,104.0
2026-05-09T16:15:19.947206+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-143.0,106.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:19.947206+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:14:18Z,-143.0,106.0
2026-05-09T16:15:32.390141+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-143.0,106.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:32.390141+00:00,2026-05-09,prelock,2026-05-09T19:10:00Z,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:24Z,-143.0,106.0
2026-05-09T15:54:19.899070+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,33.5,-134.0,-103.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:19.899070+00:00,2026-05-09,open,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-134.0,-103.0
2026-05-09T15:54:19.899070+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,32.5,-167.0,120.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:19.899070+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-167.0,120.0
2026-05-09T15:54:19.899070+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,34.5,-109.0,-125.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:19.899070+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-109.0,-125.0
2026-05-09T15:54:19.899070+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,35.5,112.0,-155.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:19.899070+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,112.0,-155.0
2026-05-09T15:54:29.945302+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,33.5,-134.0,-103.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:29.945302+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-134.0,-103.0
2026-05-09T15:54:29.945302+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,32.5,-167.0,120.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:29.945302+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-167.0,120.0
2026-05-09T15:54:29.945302+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,34.5,-109.0,-125.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:29.945302+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-109.0,-125.0
2026-05-09T15:54:29.945302+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,35.5,112.0,-155.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:29.945302+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,112.0,-155.0
2026-05-09T16:15:19.947206+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,33.5,-134.0,100.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:19.947206+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:14:18Z,-134.0,100.0
2026-05-09T16:15:19.947206+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,32.5,-167.0,120.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:19.947206+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:14:18Z,-167.0,120.0
2026-05-09T16:15:19.947206+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,34.5,-110.0,-124.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:19.947206+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:14:18Z,-110.0,-124.0
2026-05-09T16:15:19.947206+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,35.5,112.0,-152.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:19.947206+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:14:18Z,112.0,-152.0
2026-05-09T16:15:32.390141+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,33.5,-134.0,100.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:32.390141+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:24Z,-134.0,100.0
2026-05-09T16:15:32.390141+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,32.5,-167.0,120.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:32.390141+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:24Z,-167.0,120.0
2026-05-09T16:15:32.390141+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,34.5,-110.0,-124.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:32.390141+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:24Z,-110.0,-124.0
2026-05-09T16:15:32.390141+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PRA,35.5,112.0,-152.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:32.390141+00:00,2026-05-09,prelock,2026-05-09T19:10:00Z,player_points_rebounds_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:24Z,112.0,-152.0
2026-05-09T15:05:09.897681+00:00,2026-05-09,BetRivers,betrivers,2977854,4166.0,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-108.0,-127.0,0.4813476792586193,0.5186523207413807,26.5,26.5,26.5,-108.0,-127.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True,,2026-05-09,open,2026-05-09T19:10:00Z,,,,,-108.0,-127.0
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetRivers,betrivers,2977854,4166.0,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-108.0,-127.0,0.4813476792586193,0.5186523207413807,26.5,26.5,26.5,-108.0,-127.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True,,2026-05-09,intraday,2026-05-09T19:10:00Z,,,,,-108.0,-127.0
2026-05-09T15:26:30.918922+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,25.5,-134.0,-103.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:26:30.918922+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:25:36Z,-134.0,-103.0
2026-05-09T15:26:30.918922+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-108.0,-127.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:26:30.918922+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:25:36Z,-108.0,-127.0
2026-05-09T15:52:15.101764+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,25.5,-134.0,-103.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:52:15.101764+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:52:01Z,-134.0,-103.0
2026-05-09T15:52:15.101764+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-108.0,-127.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:52:15.101764+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:52:01Z,-108.0,-127.0
2026-05-09T15:52:24.163464+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,25.5,-134.0,-103.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:52:24.163464+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:52:01Z,-134.0,-103.0
2026-05-09T15:52:24.163464+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-108.0,-127.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:52:24.163464+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:52:01Z,-108.0,-127.0
2026-05-09T15:53:57.691758+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,25.5,-134.0,-103.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:53:57.691758+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:53:02Z,-134.0,-103.0
2026-05-09T15:53:57.691758+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-108.0,-127.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:53:57.691758+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:53:02Z,-108.0,-127.0
2026-05-09T15:54:19.899070+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,25.5,-134.0,-103.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:19.899070+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-134.0,-103.0
2026-05-09T15:54:19.899070+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-108.0,-127.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:19.899070+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-108.0,-127.0
2026-05-09T15:54:29.945302+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,25.5,-134.0,-103.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:29.945302+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-134.0,-103.0
2026-05-09T15:54:29.945302+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-108.0,-127.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:29.945302+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-108.0,-127.0
2026-05-09T16:15:19.947206+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,25.5,-134.0,-103.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:19.947206+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:14:18Z,-134.0,-103.0
2026-05-09T16:15:19.947206+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,24.5,-167.0,120.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:19.947206+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:14:18Z,-167.0,120.0
2026-05-09T16:15:19.947206+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-109.0,-125.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:19.947206+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:14:18Z,-109.0,-125.0
2026-05-09T16:15:32.390141+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,25.5,-134.0,-103.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:32.390141+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:24Z,-134.0,-103.0
2026-05-09T16:15:32.390141+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,24.5,-167.0,120.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:32.390141+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:24Z,-167.0,120.0
2026-05-09T16:15:32.390141+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-109.0,-125.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:32.390141+00:00,2026-05-09,prelock,2026-05-09T19:10:00Z,player_points,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:24Z,-109.0,-125.0
2026-05-09T15:05:09.897681+00:00,2026-05-09,BetRivers,betrivers,2977854,4166.0,Donovan_Mitchell,Donovan Mitchell,TRB,3.5,-175.0,125.0,0.5887850467289719,0.4112149532710279,3.5,3.5,3.5,-175.0,125.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True,,2026-05-09,open,2026-05-09T19:10:00Z,,,,,-175.0,125.0
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetRivers,betrivers,2977854,4166.0,Donovan_Mitchell,Donovan Mitchell,TRB,3.5,-175.0,125.0,0.5887850467289719,0.4112149532710279,3.5,3.5,3.5,-175.0,125.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True,,2026-05-09,intraday,2026-05-09T19:10:00Z,,,,,-175.0,125.0
2026-05-09T15:26:30.918922+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,TRB,3.5,-175.0,125.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:26:30.918922+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_rebounds,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:25:36Z,-175.0,125.0
2026-05-09T15:52:15.101764+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,TRB,3.5,-175.0,125.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:52:15.101764+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_rebounds,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:52:01Z,-175.0,125.0
2026-05-09T15:52:24.163464+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,TRB,3.5,-175.0,125.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:52:24.163464+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_rebounds,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:52:01Z,-175.0,125.0
2026-05-09T15:53:57.691758+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,TRB,3.5,-175.0,125.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:53:57.691758+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_rebounds,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:53:02Z,-175.0,125.0
2026-05-09T15:54:19.899070+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,TRB,3.5,-175.0,125.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:19.899070+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_rebounds,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-175.0,125.0
2026-05-09T15:54:29.945302+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,TRB,3.5,-175.0,125.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:29.945302+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_rebounds,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-175.0,125.0
2026-05-09T16:15:19.947206+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,TRB,3.5,-167.0,123.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:19.947206+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_rebounds,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:14:18Z,-167.0,123.0
2026-05-09T16:15:32.390141+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,TRB,3.5,-167.0,123.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T16:15:32.390141+00:00,2026-05-09,prelock,2026-05-09T19:10:00Z,player_rebounds,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:24Z,-167.0,123.0
2026-05-09T15:54:19.899070+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Duncan_Robinson,Duncan Robinson,3PM,2.5,-141.0,104.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:19.899070+00:00,2026-05-09,open,2026-05-09T19:10:00Z,player_threes,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-141.0,104.0
2026-05-09T15:54:29.945302+00:00,2026-05-09,BetRivers,betrivers,2734c350b90f332dbece882dd10b204e,,Duncan_Robinson,Duncan Robinson,3PM,2.5,-141.0,104.0,,,,,,,,,,,the_odds_api_live,True,True,True,True,2026-05-09T15:54:29.945302+00:00,2026-05-09,intraday,2026-05-09T19:10:00Z,player_threes,Cleveland Cavaliers,Detroit Pistons,2026-05-09T15:54:05Z,-141.0,104.0
