event_date,player,market,side,line,actual,p_over,event_id,selected_probability,corrected_edge,state_lcb,state_history_n,state_empirical_rate,robust_score,selector_version,eligible,rank,leg_result,market_evidence,production_authorizable
2026-04-07,Jonathan_Mogbo,player_assists,UNDER,1.2,0.0,0.3262941711335422,2026-04-07 00:00:00|1610612748|1610612761,0.6737058288664578,0.14989630505693397,0.7250920541781595,20,0.85,0.6737058288664578,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-08,Caleb_Love,player_rebounds,OVER,0.0,0.0,0.8120509382273642,2026-04-08 00:00:00|1610612757|1610612759,0.8120509382273642,0.28824141441784035,0.7552346828713883,20,0.875,0.7602346828713883,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,0.5,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-08,Jalen_Suggs,player_assists,UNDER,9.0,4.0,0.17361790241296537,2026-04-08 00:00:00|1610612750|1610612753,0.8263820975870346,0.3025725737775108,0.7552346828713883,20,0.875,0.7552346828713883,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-08,Bones_Hyland,player_rebounds,UNDER,4.4,1.0,0.256009614060549,2026-04-08 00:00:00|1610612750|1610612753,0.743990385939451,0.22018086212992716,0.7864434786266603,20,0.9,0.743990385939451,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-08,Franz_Wagner,player_rebounds,OVER,2.4,0.0,0.804785150460428,2026-04-08 00:00:00|1610612750|1610612753,0.804785150460428,0.28097562665090414,0.7250920541781595,20,0.85,0.7300920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-08,Jarrett_Allen,player_assists,OVER,0.6,0.0,0.787605620042837,2026-04-08 00:00:00|1610612737|1610612739,0.787605620042837,0.2637960962333131,0.7250920541781595,20,0.85,0.7300920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-08,Cooper_Flagg,player_points,UNDER,30.4,11.0,0.23355377411188827,2026-04-08 00:00:00|1610612742|1610612756,0.7664462258881117,0.2426367020785879,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-08,Julian_Champagnie,player_assists,UNDER,2.6,3.0,0.2522192586694184,2026-04-08 00:00:00|1610612757|1610612759,0.7477807413305816,0.22397121752105775,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-08,Jamal_Murray,player_assists,UNDER,8.6,5.0,0.2906945909145304,2026-04-08 00:00:00|1610612743|1610612763,0.7093054090854696,0.18549588527594574,0.7250920541781595,20,0.85,0.7093054090854696,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-08,Taurean_Prince,player_assists,UNDER,3.8,2.0,0.3017609284619017,2026-04-08 00:00:00|1610612749|1610612765,0.6982390715380983,0.17442954772857444,0.7864434786266603,20,0.9,0.6982390715380983,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-08,Anthony_Black,player_points,OVER,7.6,7.0,0.6776743287466442,2026-04-08 00:00:00|1610612750|1610612753,0.6776743287466442,0.1538648049371204,0.7864434786266603,20,0.9,0.6826743287466442,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-09,Adem_Bona,player_rebounds,OVER,2.4,2.0,0.743686755917562,2026-04-09 00:00:00|1610612745|1610612755,0.743686755917562,0.2198772321080381,0.7864434786266603,20,0.9,0.748686755917562,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-09,Jamal_Shead,player_rebounds,OVER,0.8,1.0,0.92,2026-04-09 00:00:00|1610612748|1610612761,0.92,0.3961904761904762,0.7250920541781595,20,0.85,0.7300920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-09,Miles_McBride,player_points,OVER,4.8,4.0,0.7261451185056713,2026-04-09 00:00:00|1610612738|1610612752,0.7261451185056713,0.20233559469614748,0.7250920541781595,20,0.85,0.7300920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-09,Pelle_Larsson,player_rebounds,UNDER,5.6,4.0,0.25856652605192676,2026-04-09 00:00:00|1610612748|1610612761,0.7414334739480732,0.2176239501385494,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-09,Jaime_Jaquez_Jr,player_rebounds,UNDER,6.6,2.0,0.260219592803244,2026-04-09 00:00:00|1610612748|1610612761,0.739780407196756,0.21597088338723214,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-09,Collin_Murray-Boyles,player_points,UNDER,14.2,17.0,0.2662051616212322,2026-04-09 00:00:00|1610612748|1610612761,0.7337948383787678,0.20998531456924396,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-09,Immanuel_Quickley,player_points,OVER,9.0,11.0,0.7179431146371676,2026-04-09 00:00:00|1610612748|1610612761,0.7179431146371676,0.1941335908276438,0.7864434786266603,20,0.9,0.7229431146371676,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-09,Nikola_Vučević,player_rebounds,OVER,4.0,5.0,0.7193525379088148,2026-04-09 00:00:00|1610612738|1610612752,0.7193525379088148,0.19554301409929098,0.6958131885925213,20,0.825,0.7008131885925213,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-09,Collin_Sexton,player_rebounds,UNDER,5.2,3.0,0.302608206324935,2026-04-09 00:00:00|1610612741|1610612764,0.697391793675065,0.17358226986554115,0.7864434786266603,20,0.9,0.697391793675065,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-09,JaKobe_Walter,player_rebounds,UNDER,5.0,3.0,0.27971831726592655,2026-04-09 00:00:00|1610612748|1610612761,0.7202816827340734,0.1964721589245496,0.6958131885925213,20,0.825,0.6958131885925213,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-10,Anthony_Black,player_assists,OVER,1.8,2.0,0.8562523000164501,2026-04-10 00:00:00|1610612741|1610612753,0.8562523000164501,0.3324427762069263,0.7864434786266603,20,0.9,0.7914434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-10,Quentin_Grimes,player_assists,OVER,0.6,1.0,0.7807174788248088,2026-04-10 00:00:00|1610612754|1610612755,0.7807174788248088,0.25690795501528496,0.7864434786266603,20,0.9,0.7857174788248088,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-10,Kelly_Oubre_Jr,player_assists,OVER,0.8,1.0,0.7286446122566362,2026-04-10 00:00:00|1610612754|1610612755,0.7286446122566362,0.2048350884471124,0.7864434786266603,20,0.9,0.7336446122566362,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-10,Donovan_Clingan,player_rebounds,OVER,8.2,13.0,0.7481391068059173,2026-04-10 00:00:00|1610612746|1610612757,0.7481391068059173,0.2243295829963935,0.7250920541781595,20,0.85,0.7300920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-10,Tyrese_Maxey,player_points,OVER,22.2,32.0,0.721134777581163,2026-04-10 00:00:00|1610612754|1610612755,0.721134777581163,0.19732525377163912,0.7250920541781595,20,0.85,0.726134777581163,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-10,Sion_James,player_rebounds,UNDER,5.2,3.0,0.1567802959120298,2026-04-10 00:00:00|1610612765|1610612766,0.8432197040879702,0.31941018027844637,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-10,Devin_Carter,player_rebounds,UNDER,5.4,9.0,0.23557457277706761,2026-04-10 00:00:00|1610612744|1610612758,0.7644254272229324,0.24061590341340855,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-10,Jericho_Sims,player_assists,UNDER,5.4,3.0,0.25608573814665236,2026-04-10 00:00:00|1610612749|1610612751,0.7439142618533476,0.2201047380438238,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-10,Kevin_Huerter,player_assists,UNDER,4.4,3.0,0.2651170567508312,2026-04-10 00:00:00|1610612765|1610612766,0.7348829432491688,0.21107341943964497,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-10,Pelle_Larsson,player_rebounds,UNDER,5.4,0.0,0.28494385591664806,2026-04-10 00:00:00|1610612748|1610612764,0.7150561440833519,0.1912466202738281,0.7250920541781595,20,0.85,0.7150561440833519,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-12,Anthony_Black,player_assists,OVER,1.8,1.0,0.8692545281598588,2026-04-12 00:00:00|1610612738|1610612753,0.8692545281598588,0.345445004350335,0.7864434786266603,20,0.9,0.7914434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-12,Quentin_Grimes,player_assists,OVER,0.6,5.0,0.8003165148189035,2026-04-12 00:00:00|1610612749|1610612755,0.8003165148189035,0.2765069910093797,0.7864434786266603,20,0.9,0.7914434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-12,Kelly_Oubre_Jr,player_assists,OVER,0.8,1.0,0.7940451496377781,2026-04-12 00:00:00|1610612749|1610612755,0.7940451496377781,0.2702356258282542,0.7864434786266603,20,0.9,0.7914434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-12,Jeremiah_Fears,player_points,UNDER,28.8,36.0,0.18413371280428903,2026-04-12 00:00:00|1610612740|1610612750,0.815866287195711,0.29205676338618713,0.7864434786266603,20,0.9,0.7864434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-12,Tre_Jones,player_points,UNDER,23.2,6.0,0.19809171758643296,2026-04-12 00:00:00|1610612741|1610612742,0.801908282413567,0.2780987586040432,0.7864434786266603,20,0.9,0.7864434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-12,Christian_Koloko,player_rebounds,OVER,0.6,8.0,0.7621306450364953,2026-04-12 00:00:00|1610612737|1610612748,0.7621306450364953,0.23832112122697147,0.7864434786266603,20,0.9,0.7671306450364953,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-12,Miles_McBride,player_points,OVER,3.8,21.0,0.753350656588488,2026-04-12 00:00:00|1610612752|1610612766,0.753350656588488,0.22954113277896415,0.7864434786266603,20,0.9,0.758350656588488,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-12,Micah_Peavy,player_rebounds,UNDER,3.2,4.0,0.25217020907665033,2026-04-12 00:00:00|1610612740|1610612750,0.7478297909233497,0.22402026711382583,0.7864434786266603,20,0.9,0.7478297909233497,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-12,Jonas_Valančiūnas,player_points,UNDER,14.2,16.0,0.2686056728968377,2026-04-12 00:00:00|1610612743|1610612759,0.7313943271031623,0.2075848032936385,0.8535846533652467,20,0.95,0.7313943271031623,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-12,Caleb_Love,player_rebounds,OVER,0.0,0.0,0.864063443269842,2026-04-12 00:00:00|1610612757|1610612758,0.864063443269842,0.34025391946031813,0.7250920541781595,20,0.85,0.7300920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,0.5,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-18,Jonas_Valančiūnas,player_points,UNDER,14.8,0.0,0.22757585023621663,2026-04-18 00:00:00|1610612743|1610612750,0.7724241497637834,0.24861462595425954,0.7864434786266603,20,0.9,0.7724241497637834,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-18,JaeSean_Tate,player_rebounds,UNDER,4.0,4.0,0.22646472231792059,2026-04-18 00:00:00|1610612745|1610612747,0.7735352776820794,0.24972575387255558,0.7552346828713883,20,0.875,0.7552346828713883,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,0.5,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-18,Rui_Hachimura,player_points,UNDER,16.6,14.0,0.26389527569476745,2026-04-18 00:00:00|1610612745|1610612747,0.7361047243052325,0.2122952004957087,0.7864434786266603,20,0.9,0.7361047243052325,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-18,Jabari_Smith_Jr,player_assists,OVER,0.8,0.0,0.7815257143040835,2026-04-18 00:00:00|1610612745|1610612747,0.7815257143040835,0.2577161904945596,0.7250920541781595,20,0.85,0.7300920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-18,Miles_McBride,player_assists,OVER,1.6,2.0,0.7501927291506796,2026-04-18 00:00:00|1610612737|1610612752,0.7501927291506796,0.22638320534115575,0.7250920541781595,20,0.85,0.7300920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-18,Luke_Kennard,player_assists,UNDER,6.4,3.0,0.20345375517717135,2026-04-18 00:00:00|1610612745|1610612747,0.7965462448228287,0.2727367210133048,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-18,NaeQwan_Tomlin,player_rebounds,UNDER,5.8,0.0,0.2963184376344312,2026-04-18 00:00:00|1610612739|1610612761,0.7036815623655688,0.17987203855604494,0.7864434786266603,20,0.9,0.7036815623655688,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-18,James_Harden,player_assists,OVER,4.8,10.0,0.6945051131167134,2026-04-18 00:00:00|1610612739|1610612761,0.6945051131167134,0.17069558930718953,0.7250920541781595,20,0.85,0.6995051131167134,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-18,Amen_Thompson,player_points,UNDER,24.2,17.0,0.31223935002519776,2026-04-18 00:00:00|1610612745|1610612747,0.6877606499748022,0.1639511261652784,0.7250920541781595,20,0.85,0.6877606499748022,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-18,Jamal_Shead,player_rebounds,OVER,0.8,1.0,0.92,2026-04-18 00:00:00|1610612739|1610612761,0.92,0.3961904761904762,0.66726104574935,20,0.8,0.67226104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-19,Kelly_Oubre_Jr,player_assists,OVER,0.8,2.0,0.7950154354425791,2026-04-19 00:00:00|1610612738|1610612755,0.7950154354425791,0.2712059116330553,0.7864434786266603,20,0.9,0.7914434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-19,Goga_Bitadze,player_points,UNDER,9.8,4.0,0.1948597097587823,2026-04-19 00:00:00|1610612753|1610612765,0.8051402902412177,0.28133076643169386,0.7864434786266603,20,0.9,0.7864434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-19,Anthony_Black,player_assists,OVER,1.4,3.0,0.860896124813025,2026-04-19 00:00:00|1610612753|1610612765,0.860896124813025,0.3370866010035012,0.7250920541781595,20,0.85,0.7300920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-19,Deni_Avdija,player_points,UNDER,28.2,30.0,0.2573933216180313,2026-04-19 00:00:00|1610612757|1610612759,0.7426066783819687,0.21879715457244486,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,0.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-19,Jalen_Green,player_rebounds,OVER,2.6,5.0,0.6831752655731363,2026-04-19 00:00:00|1610612756|1610612760,0.6831752655731363,0.1593657417636125,0.7250920541781595,20,0.85,0.6881752655731364,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-19,Nikola_Vučević,player_rebounds,OVER,4.0,6.0,0.8061604465167653,2026-04-19 00:00:00|1610612738|1610612755,0.8061604465167653,0.2823509227072415,0.66726104574935,20,0.8,0.67226104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-19,Quentin_Grimes,player_rebounds,OVER,2.6,4.0,0.7624964669279497,2026-04-19 00:00:00|1610612738|1610612755,0.7624964669279497,0.23868694311842586,0.66726104574935,20,0.8,0.67226104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-19,Blake_Wesley,player_assists,OVER,0.0,0.0,0.7616664443051646,2026-04-19 00:00:00|1610612757|1610612759,0.7616664443051646,0.23785692049564078,0.66726104574935,20,0.8,0.67226104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,0.5,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-19,Tobias_Harris,player_rebounds,OVER,3.8,6.0,0.7476498174262634,2026-04-19 00:00:00|1610612753|1610612765,0.7476498174262634,0.22384029361673952,0.66726104574935,20,0.8,0.67226104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-19,VJ_Edgecombe,player_rebounds,UNDER,7.2,3.0,0.25509321806942664,2026-04-19 00:00:00|1610612738|1610612755,0.7449067819305734,0.22109725812104952,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-21,Jaylen_Brown,player_assists,OVER,2.8,4.0,0.8139058974255751,2026-04-21 00:00:00|1610612738|1610612755,0.8139058974255751,0.29009637361605123,0.8535846533652467,20,0.95,0.8189058974255751,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-21,Keldon_Johnson,player_rebounds,UNDER,7.2,4.0,0.268849236486588,2026-04-21 00:00:00|1610612757|1610612759,0.731150763513412,0.20734123970388818,0.7864434786266603,20,0.9,0.731150763513412,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
2026-04-21,Carter_Bryant,player_assists,UNDER,2.4,2.0,0.27628513973421764,2026-04-21 00:00:00|1610612757|1610612759,0.7237148602657824,0.19990533645625852,0.7250920541781595,20,0.85,0.7237148602657824,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,SYNTHETIC_THRESHOLD_HISTORY,False
