event_date,player,market,side,line,p_over,actual,selected_odds,selected_probability,corrected_edge,state_lcb,state_history_n,state_empirical_rate,robust_score,selector_version,eligible,rank,leg_result,control_selected,market_evidence,candidate_universe_evidence,production_authorizable,regime_history_start,regime_history_end_exclusive,regime_overall_trials,regime_overall_mean,regime_overall_lcb,regime_category_trials,regime_category_mean,regime_category_lcb,regime_category_reliability,regime_log_odds_adjustment,survival_probability,survival_marginal_lcb,survival_policy_version,survival_leg_count,publication_authorized,block,decision_date,policy_hit,event_id
2026-01-29,Bobby Portis,player_assists,UNDER,4.2,0.2382164549682163,3.0,-110.0,0.7617835450317837,0.2379740212222598,0.7864434786266603,20,0.9,0.7617835450317837,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2025-12-30,2026-01-29,200,0.8233830845771144,0.7883194379193057,41,0.8690476190476191,0.799854093679858,0.6721311475409836,0.23734676181287237,0.802156828295208,0.7424873551760999,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-01-29,True,
2026-01-29,Naz Reid,player_assists,UNDER,3.2,0.2672480647429921,2.0,-110.0,0.7327519352570079,0.208942411447484,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2025-12-30,2026-01-29,200,0.8233830845771144,0.7883194379193057,41,0.8690476190476191,0.799854093679858,0.6721311475409836,0.23734676181287237,0.7698047555474375,0.703978684757234,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-01-29,True,
2026-01-30,Jaylon Tyson,player_assists,UNDER,4.4,0.2469026368602143,3.0,-110.0,0.7530973631397857,0.2292878393302618,0.8535846533652467,20,0.95,0.7530973631397857,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2025-12-31,2026-01-30,210,0.8317535545023697,0.7981705015289351,44,0.8777777777777778,0.8128374812871464,0.6875,0.2567442853553192,0.7976941720843651,0.7361655327113957,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,2,False,historical_expanding,2026-01-30,True,
2026-01-30,Ausar Thompson,player_assists,UNDER,3.8,0.2707418939011445,2.0,-110.0,0.7292581060988554,0.2054485822893316,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2025-12-31,2026-01-30,210,0.8317535545023697,0.7981705015289351,44,0.8777777777777778,0.8128374812871464,0.6875,0.2567442853553192,0.7732240988492421,0.7069869351914001,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,2,False,historical_expanding,2026-01-30,True,
2026-01-30,Jaylon Tyson,player_assists,UNDER,4.4,0.2469026368602143,3.0,-110.0,0.7530973631397857,0.2292878393302618,0.8535846533652467,20,0.95,0.7530973631397857,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2025-12-31,2026-01-30,210,0.8317535545023697,0.7981705015289351,44,0.8777777777777778,0.8128374812871464,0.6875,0.2567442853553192,0.7976941720843651,0.7361655327113957,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-01-30,True,
2026-01-30,Ausar Thompson,player_assists,UNDER,3.8,0.2707418939011445,2.0,-110.0,0.7292581060988554,0.2054485822893316,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2025-12-31,2026-01-30,210,0.8317535545023697,0.7981705015289351,44,0.8777777777777778,0.8128374812871464,0.6875,0.2567442853553192,0.7732240988492421,0.7069869351914001,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-01-30,True,
2026-01-30,Jerami Grant,player_assists,OVER,1.4,0.6808011939875966,2.0,-110.0,0.6808011939875966,0.1569916701780728,0.7250920541781595,20,0.85,0.6858011939875966,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2025-12-31,2026-01-30,210,0.8317535545023697,0.7981705015289351,9,0.95,0.8640330223500159,0.3103448275862069,0.41782736878196564,0.7682381114875677,0.6858011939875966,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-01-30,True,
2026-01-31,Keldon Johnson,player_assists,UNDER,2.6,0.2680257448513209,1.0,-110.0,0.7319742551486791,0.2081647313391552,0.7864434786266603,20,0.9,0.7319742551486791,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-01,2026-01-31,210,0.8317535545023697,0.7981705015289351,46,0.8829787234042553,0.8205978458774188,0.696969696969697,0.2947059617331688,0.7857286440026081,0.7212168397027262,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,2,False,historical_expanding,2026-01-31,True,
2026-01-31,Jabari Smith Jr,player_assists,UNDER,3.0,0.3189677499847604,2.0,-110.0,0.6810322500152396,0.1572227262057157,0.7250920541781595,20,0.85,0.6810322500152396,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-01,2026-01-31,210,0.8317535545023697,0.7981705015289351,46,0.8829787234042553,0.8205978458774188,0.696969696969697,0.2947059617331688,0.7413938261406425,0.6691543772413732,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,2,False,historical_expanding,2026-01-31,True,
2026-01-31,Keldon Johnson,player_assists,UNDER,2.6,0.2680257448513209,1.0,-110.0,0.7319742551486791,0.2081647313391552,0.7864434786266603,20,0.9,0.7319742551486791,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-01,2026-01-31,210,0.8317535545023697,0.7981705015289351,46,0.8829787234042553,0.8205978458774188,0.696969696969697,0.2947059617331688,0.7857286440026081,0.7212168397027262,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-01-31,True,
2026-01-31,Jabari Smith Jr,player_assists,UNDER,3.0,0.3189677499847604,2.0,-110.0,0.6810322500152396,0.1572227262057157,0.7250920541781595,20,0.85,0.6810322500152396,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-01,2026-01-31,210,0.8317535545023697,0.7981705015289351,46,0.8829787234042553,0.8205978458774188,0.696969696969697,0.2947059617331688,0.7413938261406425,0.6691543772413732,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-01-31,True,
2026-01-31,Moussa Diabaté,player_points,UNDER,12.2,0.2679879986002704,12.0,-110.0,0.7320120013997296,0.2082024775902057,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-01,2026-01-31,210,0.8317535545023697,0.7981705015289351,66,0.7985074626865671,0.7342215480448495,0.7674418604651163,-0.16969242960256092,0.6900108209254993,0.6279057579805196,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-01-31,True,
2026-02-01,Dalen Terry,player_assists,UNDER,2.4,0.2114398380350639,3.0,-110.0,0.7885601619649361,0.2647506381554122,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,0.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-02,2026-02-01,220,0.834841628959276,0.8022718213754726,48,0.8877551020408163,0.8277414081907009,0.7058823529411765,0.3160063362099365,0.7834470953434068,0.7179106472810359,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,2,False,historical_expanding,2026-02-01,False,
2026-02-01,Myles Turner,player_rebounds,UNDER,7.2,0.1985661481944387,4.0,-110.0,0.8014338518055613,0.2776243279960374,0.7864434786266603,20,0.9,0.7864434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-02,2026-02-01,220,0.834841628959276,0.8022718213754726,67,0.7867647058823529,0.7216930816800271,0.7701149425287356,-0.24243541717148487,0.7429167258003322,0.6877447992351252,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,2,False,historical_expanding,2026-02-01,False,
2026-02-01,Dalen Terry,player_assists,UNDER,2.4,0.2114398380350639,3.0,-110.0,0.7885601619649361,0.2647506381554122,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,0.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-02,2026-02-01,220,0.834841628959276,0.8022718213754726,48,0.8877551020408163,0.8277414081907009,0.7058823529411765,0.3160063362099365,0.7834470953434068,0.7179106472810359,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-02-01,False,
2026-02-01,Myles Turner,player_rebounds,UNDER,7.2,0.1985661481944387,4.0,-110.0,0.8014338518055613,0.2776243279960374,0.7864434786266603,20,0.9,0.7864434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-02,2026-02-01,220,0.834841628959276,0.8022718213754726,67,0.7867647058823529,0.7216930816800271,0.7701149425287356,-0.24243541717148487,0.7429167258003322,0.6877447992351252,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-02-01,False,
2026-02-01,Kyle Kuzma,player_assists,UNDER,4.2,0.3305416977572514,2.0,-110.0,0.6694583022427486,0.1456487784332247,0.7250920541781595,20,0.85,0.6694583022427486,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-02,2026-02-01,220,0.834841628959276,0.8022718213754726,48,0.8877551020408163,0.8277414081907009,0.7058823529411765,0.3160063362099365,0.7353118589677778,0.6615020363903713,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-02-01,False,
2026-02-02,GG Jackson,player_assists,UNDER,2.6,0.2466976418138316,1.0,-110.0,0.7533023581861684,0.2294928343766445,0.7382344116978972,16,0.875,0.7382344116978972,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-03,2026-02-02,230,0.8333333333333334,0.8013743173695673,51,0.875,0.8141116834988489,0.7183098591549296,0.2416913248969273,0.7821949020314929,0.719431964865806,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,2,False,historical_expanding,2026-02-02,True,
2026-02-02,Saddiq Bey,player_points,UNDER,26.4,0.2452595233919745,8.0,-110.0,0.7547404766080255,0.2309309527985016,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-03,2026-02-02,230,0.8333333333333334,0.8013743173695673,71,0.7986111111111112,0.7366465094531724,0.7802197802197802,-0.180856204374396,0.6876178842723949,0.6263733653978986,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,2,False,historical_expanding,2026-02-02,True,
2026-02-02,GG Jackson,player_assists,UNDER,2.6,0.2466976418138316,1.0,-110.0,0.7533023581861684,0.2294928343766445,0.7382344116978972,16,0.875,0.7382344116978972,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-03,2026-02-02,230,0.8333333333333334,0.8013743173695673,51,0.875,0.8141116834988489,0.7183098591549296,0.2416913248969273,0.7821949020314929,0.719431964865806,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-02-02,True,
2026-02-02,Saddiq Bey,player_points,UNDER,26.4,0.2452595233919745,8.0,-110.0,0.7547404766080255,0.2309309527985016,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-03,2026-02-02,230,0.8333333333333334,0.8013743173695673,71,0.7986111111111112,0.7366465094531724,0.7802197802197802,-0.180856204374396,0.6876178842723949,0.6263733653978986,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-02-02,True,
2026-02-02,Jarace Walker,player_points,UNDER,16.8,0.2886865012596101,12.0,-110.0,0.71131349874039,0.1875039749308661,0.7864434786266603,20,0.9,0.71131349874039,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-03,2026-02-02,230,0.8333333333333334,0.8013743173695673,71,0.7986111111111112,0.7366465094531724,0.7802197802197802,-0.180856204374396,0.6728086343278773,0.6103061390674237,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-02-02,True,
2026-02-03,Ziaire Williams,player_assists,UNDER,1.2,0.2464480804278671,3.0,-110.0,0.753551919572133,0.2297423957626091,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,0.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-04,2026-02-03,230,0.8333333333333334,0.8013743173695673,50,0.8725490196078431,0.8105634003583159,0.7142857142857143,0.22446364274035885,0.7675138660793898,0.7023687422846006,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,2,False,historical_expanding,2026-02-03,False,
2026-02-03,Cason Wallace,player_points,UNDER,12.4,0.1732566595333565,5.0,-110.0,0.8267433404666436,0.3029338166571197,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-04,2026-02-03,230,0.8333333333333334,0.8013743173695673,72,0.8013698630136986,0.7401379613034786,0.782608695652174,-0.1679163711830754,0.6903905842594731,0.6293542572192251,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,2,False,historical_expanding,2026-02-03,False,
2026-02-03,Ziaire Williams,player_assists,UNDER,1.2,0.2464480804278671,3.0,-110.0,0.753551919572133,0.2297423957626091,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,0.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False,2026-01-04,2026-02-03,230,0.8333333333333334,0.8013743173695673,50,0.8725490196078431,0.8105634003583159,0.7142857142857143,0.22446364274035885,0.7675138660793898,0.7023687422846006,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW,3,False,historical_expanding,2026-02-03,False,
