block,event_date,leg_count,policy_hit,control_hit,legacy_fixed_rank_core_hit,policy_action,policy_players,control_players,policy_independence_reference,policy_frechet_lower_reference,minimum_policy_marginal,history_rows_in_window,survival_policy_version
cross_version_transfer,2026-04-19,3,False,True,,False,Goga_Bitadze|Kelly_Oubre_Jr|Deni_Avdija,Kelly_Oubre_Jr|Goga_Bitadze|Anthony_Black,0.4628519100355565,0.15228975768529995,0.7470371432707368,107,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-21,2,True,True,True,True,Jaylen_Brown|Carter_Bryant,Jaylen_Brown|Keldon_Johnson,0.6219985379194262,0.4668069523119591,0.7673302218862322,106,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-21,3,True,True,,False,Jaylen_Brown|Carter_Bryant|Luke_Kennard,Jaylen_Brown|Keldon_Johnson|Carter_Bryant,0.4460597171442055,0.1129672083644282,0.7171394946301115,106,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-23,2,True,True,True,False,Bruce_Brown|Tyrese_Proctor,Bruce_Brown|NaeQwan_Tomlin,0.6203166313842413,0.39364690326751317,0.7426018164499204,106,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-23,3,False,False,,False,Bruce_Brown|Tyrese_Proctor|Landry_Shamet,Bruce_Brown|NaeQwan_Tomlin|Landry_Shamet,0.4418541489188425,0.04590729127994653,0.7123042113716048,106,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-24,2,False,False,False,False,Carter_Bryant|Sam_Hauser,Shaedon_Sharpe|Jaxson_Hayes,0.6440153184383034,0.39235309992750933,0.7811758063049052,116,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-24,3,False,False,,False,Carter_Bryant|Jordan_Walsh|Sam_Hauser,Shaedon_Sharpe|Jaxson_Hayes|Carter_Bryant,0.5030891856537519,0.0596141456768593,0.7811758063049052,116,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-25,2,True,True,True,True,Bruce_Brown|Goga_Bitadze,Duncan_Robinson|Goga_Bitadze,0.6278322736601907,0.45325119562635807,0.7750155652570504,116,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-25,3,True,True,,False,Bruce_Brown|Goga_Bitadze|Jamaree_Bouyea,Duncan_Robinson|Goga_Bitadze|Bruce_Brown,0.48049760386763357,0.13440604264881673,0.7653279769553535,116,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-26,2,True,False,False,False,Robert_Williams_III|Trendon_Watford,Trendon_Watford|Quentin_Grimes,0.5705091753182969,0.35399350855623646,0.7424239865206185,126,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-26,3,False,False,,False,Robert_Williams_III|Trendon_Watford|Quentin_Grimes,Trendon_Watford|Quentin_Grimes|Jerami_Grant,0.41981794330867067,0.032140750373562454,0.7358653663623325,126,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-27,2,True,True,False,False,Rudy_Gobert|Jonas_Valančiūnas,Terrence_Shannon_Jr|Jonas_Valančiūnas,0.597336199404158,0.38031355470635386,0.7670262845640895,124,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-27,3,True,True,,False,Rudy_Gobert|Jonas_Valančiūnas|Joan_Beringer,Terrence_Shannon_Jr|Jonas_Valančiūnas|Joan_Beringer,0.45447852186968757,0.07733312326961483,0.7608420891334381,124,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-28,2,True,True,False,False,Harrison_Barnes|Jeremy_Sochan,Harrison_Barnes|Vít_Krejčí,0.5617502839693338,0.37492501761880437,0.729937747956526,134,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-28,3,True,True,,False,Harrison_Barnes|Jeremy_Sochan|Vít_Krejčí,Harrison_Barnes|Vít_Krejčí|Neemias_Queta,0.3954406852396488,0.015081249268094954,0.7039438991387071,134,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-29,2,True,False,False,False,Jarrett_Allen|Amen_Thompson,Duncan_Robinson|Daniss_Jenkins,0.5551529926654059,0.314319072093296,0.7127236960633427,144,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-29,3,False,False,,False,Jarrett_Allen|Amen_Thompson|Duncan_Robinson,Duncan_Robinson|Daniss_Jenkins|Amen_Thompson,0.3835265464433033,0.0,0.6908483814559153,144,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-30,2,True,True,True,True,Jaden_McDaniels|Mike_Conley,Jaden_McDaniels|Mike_Conley,0.6989242193916833,0.4736281424517128,0.8277743299959004,152,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
cross_version_transfer,2026-04-30,3,True,True,,False,Jaden_McDaniels|Asa_Newell|Mike_Conley,Jaden_McDaniels|Mike_Conley|Asa_Newell,0.5785515274248583,0.19872019662987217,0.8277743299959004,152,NBA_RECENT_REGIME_SURVIVAL_V1_SHADOW
