fetched_at_utc,event_id,commence_time_utc,event_date_et,home_team,away_team,player_team,player_opponent,bookmaker_key,bookmaker_title,market_key,player_name_raw,player_name_norm,line,over_price,under_price
2026-06-27T13:01:31.487963+00:00,2940826,,2026-06-27,BOS,NYY,BOS,NYY,betrivers,BetRivers,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,460.0,
2026-06-27T13:01:31.487963+00:00,2940826,,2026-06-27,BOS,NYY,BOS,NYY,caesars,Caesars,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,425.0,
2026-06-27T13:01:31.487963+00:00,2940826,,2026-06-27,BOS,NYY,BOS,NYY,draftkings,DraftKings,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,462.0,
2026-06-27T13:01:31.487963+00:00,2940826,,2026-06-27,BOS,NYY,BOS,NYY,fanatics,Fanatics,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,460.0,
2026-06-27T13:01:31.487963+00:00,2940826,,2026-06-27,BOS,NYY,BOS,NYY,fanduel,FanDuel,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,450.0,
2026-06-27T13:01:31.487963+00:00,2940826,,2026-06-27,BOS,NYY,BOS,NYY,hardrock,Hard Rock,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,475.0,
2026-06-27T13:01:31.487963+00:00,2940826,,2026-06-27,BOS,NYY,BOS,NYY,mgm,BetMGM,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,400.0,
2026-06-27T13:01:31.487963+00:00,2940826,,2026-06-27,BOS,NYY,BOS,NYY,thescore,theScore,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,450.0,
2026-06-27T13:01:31.487963+00:00,2942624,,2026-06-27,SF,ATL,ATL,SF,betrivers,BetRivers,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,700.0,
2026-06-27T13:01:31.487963+00:00,2942624,,2026-06-27,SF,ATL,ATL,SF,caesars,Caesars,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,750.0,
2026-06-27T13:01:31.487963+00:00,2942624,,2026-06-27,SF,ATL,ATL,SF,draftkings,DraftKings,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,840.0,
2026-06-27T13:01:31.487963+00:00,2942624,,2026-06-27,SF,ATL,ATL,SF,fanatics,Fanatics,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,750.0,
2026-06-27T13:01:31.487963+00:00,2942624,,2026-06-27,SF,ATL,ATL,SF,fanduel,FanDuel,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,800.0,
2026-06-27T13:01:31.487963+00:00,2942624,,2026-06-27,SF,ATL,ATL,SF,hardrock,Hard Rock,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,800.0,
2026-06-27T13:01:31.487963+00:00,2942624,,2026-06-27,SF,ATL,ATL,SF,mgm,BetMGM,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,900.0,
2026-06-27T13:01:31.487963+00:00,2942624,,2026-06-27,SF,ATL,ATL,SF,thescore,theScore,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,800.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,betrivers,BetRivers,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,575.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,caesars,Caesars,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,575.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,draftkings,DraftKings,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,620.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,fanatics,Fanatics,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,575.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,fanduel,FanDuel,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,630.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,hardrock,Hard Rock,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,650.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,mgm,BetMGM,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,550.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,thescore,theScore,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,550.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,betrivers,BetRivers,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,330.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,caesars,Caesars,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,320.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,draftkings,DraftKings,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,345.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,fanatics,Fanatics,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,340.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,fanduel,FanDuel,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,340.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,hardrock,Hard Rock,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,350.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,mgm,BetMGM,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,260.0,
2026-06-27T13:01:31.487963+00:00,2940675,,2026-06-27,BAL,WSH,BAL,WSH,thescore,theScore,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,325.0,
2026-06-27T13:01:31.487963+00:00,2942750,,2026-06-27,NYM,PHI,NYM,PHI,betrivers,BetRivers,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,375.0,
