fetched_at_utc,event_id,commence_time_utc,event_date_et,home_team,away_team,bookmaker_key,bookmaker_title,market_key,player_name_raw,player_name_norm,line,over_price,under_price
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,betrivers,BetRivers,batter_home_runs,Jac Caglianone,Jac_Caglianone,0.5,650.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,draftkings,DraftKings,batter_home_runs,Jac Caglianone,Jac_Caglianone,0.5,1000.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,fanatics,Fanatics,batter_home_runs,Jac Caglianone,Jac_Caglianone,0.5,1000.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,thescore,theScore,batter_home_runs,Jac Caglianone,Jac_Caglianone,0.5,1200.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,betrivers,BetRivers,batter_home_runs,Isaac Collins,Isaac_Collins,0.5,1900.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,draftkings,DraftKings,batter_home_runs,Isaac Collins,Isaac_Collins,0.5,1100.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,fanatics,Fanatics,batter_home_runs,Isaac Collins,Isaac_Collins,0.5,1400.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,hardrock,Hard Rock,batter_home_runs,Isaac Collins,Isaac_Collins,0.5,1400.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,mgm,BetMGM,batter_home_runs,Isaac Collins,Isaac_Collins,0.5,1250.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,thescore,theScore,batter_home_runs,Isaac Collins,Isaac_Collins,0.5,1200.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,betrivers,BetRivers,batter_home_runs,Carlos Cortes,Carlos_Cortes,0.5,650.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,draftkings,DraftKings,batter_home_runs,Carlos Cortes,Carlos_Cortes,0.5,1300.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,fanatics,Fanatics,batter_home_runs,Carlos Cortes,Carlos_Cortes,0.5,1100.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,hardrock,Hard Rock,batter_home_runs,Carlos Cortes,Carlos_Cortes,0.5,1100.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,thescore,theScore,batter_home_runs,Carlos Cortes,Carlos_Cortes,0.5,1400.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,betrivers,BetRivers,batter_home_runs,Maikel Garcia,Maikel_Garcia,0.5,1200.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,draftkings,DraftKings,batter_home_runs,Maikel Garcia,Maikel_Garcia,0.5,1300.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,fanatics,Fanatics,batter_home_runs,Maikel Garcia,Maikel_Garcia,0.5,1200.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,hardrock,Hard Rock,batter_home_runs,Maikel Garcia,Maikel_Garcia,0.5,1300.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,mgm,BetMGM,batter_home_runs,Maikel Garcia,Maikel_Garcia,0.5,1100.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,thescore,theScore,batter_home_runs,Maikel Garcia,Maikel_Garcia,0.5,1400.0,
2026-04-30T03:09:10.816274+00:00,2939978,,2026-04-29,ATH,KC,betrivers,BetRivers,batter_home_runs,Zack Gelof,Zack_Gelof,0.5,900.0,
