Market_Date,Player,Market_Player_Raw,Market_Event_ID,Market_Commence_Time_UTC,Market_Home_Team,Market_Away_Team,Market_Player_Team,Market_Player_Opponent,Market_H,Market_TB,Market_R,Market_HR,Market_RBI,Market_K,Market_ER,Market_ERA,Market_Source_H,Market_Source_TB,Market_Source_R,Market_Source_HR,Market_Source_RBI,Market_Source_K,Market_Source_ER,Market_Source_ERA,Market_H_books,Market_TB_books,Market_R_books,Market_HR_books,Market_RBI_books,Market_K_books,Market_ER_books,Market_ERA_books,Market_H_over_price,Market_TB_over_price,Market_R_over_price,Market_HR_over_price,Market_RBI_over_price,Market_K_over_price,Market_ER_over_price,Market_ERA_over_price,Market_H_under_price,Market_TB_under_price,Market_R_under_price,Market_HR_under_price,Market_RBI_under_price,Market_K_under_price,Market_ER_under_price,Market_ERA_under_price,Market_H_line_std,Market_TB_line_std,Market_R_line_std,Market_HR_line_std,Market_RBI_line_std,Market_K_line_std,Market_ER_line_std,Market_ERA_line_std,Market_Fetched_At_UTC
2026-06-20,AJ_Ewing,A.J. Ewing,2941918,,PHI,NYM,NYM,PHI,,0.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,4.0,7.0,,,,,,128.030599,248.33584,1381.561579,,,,,,-135.446313,-375.0,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Adley_Rutschman,Adley Rutschman,2941912,,LAD,BAL,BAL,LAD,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,5.0,2.0,6.0,,,,,,-102.501685,157.344961,544.834452,,,,,,-102.650388,,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Alec_Bohm,Alec Bohm,2941918,,PHI,NYM,PHI,NYM,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,4.0,7.0,,,,,,133.757827,130.608668,662.245714,,,,,,-179.256006,-190.0,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Alejandro_Kirk,Alejandro Kirk,2942555,,CHC,TOR,TOR,CHC,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,6.0,2.0,6.0,,,,,,136.609898,124.489978,650.620553,,,,,,-182.724794,,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Alejandro_Osuna,Alejandro Osuna,2940572,,TEX,SD,TEX,SD,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,4.0,8.0,,,,,,136.803077,180.203529,1182.056626,,,,,,-129.090909,-275.0,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Alex_Bregman,Alex Bregman,2942555,,CHC,TOR,CHC,TOR,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,3.0,7.0,,,,,,130.537594,103.626193,568.074306,,,,,,-177.958084,,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Alex_Call,Alex Call,2941912,,LAD,BAL,LAD,BAL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,5.0,4.0,5.0,,,,,,102.092695,127.155526,822.839692,,,,,,127.472527,-190.0,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Alex_Freeland,Alex Freeland,2941912,,LAD,BAL,LAD,BAL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,4.0,2.0,5.0,,,,,,159.159951,127.282609,677.945626,,,,,,-166.666667,,,,,,,,0.5,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Alex_Jackson,Alex Jackson,2940104,,ARI,MIN,MIN,ARI,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,2.0,2.0,3.0,,,,,,204.672131,170.092421,858.562276,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Ali_Sanchez,Ali Sanchez,2942620,,NYY,CIN,NYY,CIN,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,6.0,4.0,7.0,,,,,,125.660322,135.178278,713.112901,,,,,,-130.508475,-190.0,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Amed_Rosario,Amed Rosario,2942620,,NYY,CIN,NYY,CIN,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,5.0,8.0,,,,,,111.386115,100.781177,452.434308,,,,,,-151.932662,-145.0,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Andres_Chaparro,Andres Chaparro,2940955,,TB,WSH,WSH,TB,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,6.0,4.0,7.0,,,,,,107.463437,142.699781,579.746768,,,,,,-116.009861,-200.0,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Andres_Gimenez,Andres Gimenez,2942555,,CHC,TOR,TOR,CHC,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,5.0,2.0,6.0,,,,,,113.670635,154.607843,953.280419,,,,,,-113.036021,,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Andrew_Abbott,Andrew Abbott,2942620,,NYY,CIN,CIN,NYY,,,,,,4.5,3.5,,missing,missing,missing,missing,missing,real,real,missing,,,,,,8.0,4.0,,,,,,,-103.588503,115.934394,,,,,,,-127.68699,-155.245361,,,,,,,0.0,0.0,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Andrew_Benintendi,Andrew Benintendi,2940722,,DET,CWS,CWS,DET,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,5.0,8.0,,,,,,128.989309,124.847599,488.003398,,,,,,-177.364936,-175.0,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Andrew_Vaughn,Andrew Vaughn,2940323,,ATL,MIL,MIL,ATL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,6.0,4.0,6.0,,,,,,140.974914,157.632545,579.299638,,,,,,-184.200398,-225.0,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Andruw_Monasterio,Andruw Monasterio,2941809,,SEA,BOS,BOS,SEA,,,0.5,0.5,,,,,missing,missing,real,real,missing,missing,missing,missing,,,1.0,2.0,,,,,,,195.0,810.382514,,,,,,,,,,,,,,,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Andy_Pages,Andy Pages,2941912,,LAD,BAL,LAD,BAL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,4.0,7.0,,,,,,-111.186928,-127.753771,341.207781,,,,,,-122.054422,-130.0,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Anthony_Volpe,Anthony Volpe,2942620,,NYY,CIN,NYY,CIN,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,5.0,8.0,,,,,,100.363504,112.109047,554.869772,,,,,,103.155424,-160.0,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Austin_Riley,Austin Riley,2940323,,ATL,MIL,ATL,MIL,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,6.0,8.0,,,,,,103.40483,153.916012,515.697158,,,,,,-102.840818,-211.062883,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Ben_Rice,Ben Rice,2942620,,NYY,CIN,NYY,CIN,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,5.0,8.0,,,,,,-102.181355,-143.63549,263.121919,,,,,,-132.401389,-100.0,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Blake_Dunn,Blake Dunn,2942620,,NYY,CIN,CIN,NYY,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,5.0,8.0,,,,,,-106.0109,127.336116,811.466443,,,,,,110.111811,-165.0,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Blake_Perkins,Blake Perkins,2940323,,ATL,MIL,MIL,ATL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,5.0,4.0,6.0,,,,,,143.633199,202.304185,992.831658,,,,,,-143.029638,-295.0,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Blaze_Alexander,Blaze Alexander,2941912,,LAD,BAL,BAL,LAD,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,6.0,4.0,7.0,,,,,,143.96509,216.547433,857.855735,,,,,,-148.838761,-285.0,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Bo_Bichette,Bo Bichette,2941918,,PHI,NYM,NYM,PHI,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,4.0,7.0,,,,,,116.281235,137.444207,710.021406,,,,,,-155.963988,-190.0,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Braden_Montgomery,Braden Montgomery,2940722,,DET,CWS,CWS,DET,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,5.0,8.0,,,,,,130.280114,137.855294,612.36127,,,,,,-169.534882,-175.0,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Brandon_Lowe,Brandon Lowe,2941636,,COL,PIT,PIT,COL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,5.0,7.0,,,,,,-126.755966,-192.082617,232.008614,,,,,,101.70368,138.232319,,,,,,,0.4879500364742666,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Brandon_Marsh,Brandon Marsh,2941918,,PHI,NYM,PHI,NYM,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,6.0,4.0,7.0,,,,,,106.390192,122.451622,662.356416,,,,,,-113.065327,,,,,,,,0.5163977794943223,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Brandon_Nimmo,Brandon Nimmo,2940572,,TEX,SD,TEX,SD,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,4.0,8.0,,,,,,102.098119,117.22978,475.579594,,,,,,-132.897941,,,,,,,,0.3535533905932738,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Brandon_Valenzuela,Brandon Valenzuela,2942555,,CHC,TOR,TOR,CHC,,,,0.5,,,,,missing,missing,missing,real,missing,missing,missing,missing,,,,1.0,,,,,,,,790.0,,,,,,,,,,,,,,,,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Brayan_Rocchio,Brayan Rocchio,2941659,,HOU,CLE,CLE,HOU,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,5.0,2.0,6.0,,,,,,111.890244,144.417178,820.896766,,,,,,-110.59246,,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Brice_Matthews,Brice Matthews,2941659,,HOU,CLE,HOU,CLE,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,5.0,2.0,6.0,,,,,,142.078787,142.304527,587.236208,,,,,,-154.078827,,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Brice_Turang,Brice Turang,2940323,,ATL,MIL,MIL,ATL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,5.0,8.0,,,,,,112.575482,167.287091,1001.547354,,,,,,-108.413218,-250.0,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Brooks_Lee,Brooks Lee,2940104,,ARI,MIN,MIN,ARI,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,5.0,7.0,,,,,,138.34518,148.341146,754.766434,,,,,,-187.119114,-192.478632,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Bryan_Reynolds,Bryan Reynolds,2941636,,COL,PIT,PIT,COL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,6.0,4.0,6.0,,,,,,-124.439628,-160.789688,361.752653,,,,,,104.348347,114.603364,,,,,,,0.408248290463863,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Bryce_Eldridge,Bryce Eldridge,2941548,,MIA,SF,SF,MIA,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,5.0,8.0,,,,,,102.218069,121.897876,533.308083,,,,,,-100.109145,-160.0,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Bryce_Harper,Bryce Harper,2941918,,PHI,NYM,PHI,NYM,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,4.0,7.0,,,,,,126.810336,104.216922,417.997175,,,,,,-164.884582,-135.0,,,,,,,0.0,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Bryson_Stott,Bryson Stott,2941918,,PHI,NYM,PHI,NYM,,0.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,4.0,7.0,,,,,,-114.278141,140.941275,708.530742,,,,,,108.378239,-200.0,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Byron_Buxton,Byron Buxton,2940104,,ARI,MIN,MIN,ARI,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,5.0,7.0,,,,,,-114.28928,-133.428237,251.090395,,,,,,-108.988743,-102.469136,,,,,,,0.3779644730092272,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,CJ_Abrams,CJ Abrams,2940955,,TB,WSH,WSH,TB,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,4.0,7.0,,,,,,101.615828,130.865835,562.058432,,,,,,-130.154826,-190.0,,,,,,,0.4879500364742666,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Cade_Cavalli,Cade Cavalli,2940955,,TB,WSH,WSH,TB,,,,,,4.5,2.5,,missing,missing,missing,missing,missing,real,real,missing,,,,,,7.0,4.0,,,,,,,-100.534902,114.950827,,,,,,,-130.249616,-153.483093,,,,,,,0.0,0.0,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Cal_Raleigh,Cal Raleigh,2941809,,SEA,BOS,SEA,BOS,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,5.0,3.0,6.0,,,,,,112.486421,108.974701,336.557591,,,,,,-135.132093,,,,,,,,0.4472135954999579,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Caleb_Durbin,Caleb Durbin,2941809,,SEA,BOS,BOS,SEA,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,5.0,2.0,6.0,,,,,,124.996815,193.356048,1069.804843,,,,,,-122.056075,,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Cam_Smith,Cam Smith,2941659,,HOU,CLE,HOU,CLE,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,5.0,2.0,6.0,,,,,,125.255415,147.96371,693.742965,,,,,,-130.296006,,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
2026-06-20,Carlos_Cortes,Carlos Cortes,2940051,,ATH,LAA,ATH,LAA,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,4.0,1.0,3.0,,,,,,-110.190963,123.0,594.685073,,,,,,-100.0,,,,,,,,0.5773502691896257,0.0,0.0,,,,,2026-06-20T11:58:55.263102+00:00
