fetched_at_utc,event_id,commence_time_utc,event_date_et,home_team,away_team,player_team,player_opponent,bookmaker_key,bookmaker_title,market_key,player_name_raw,player_name_norm,line,over_price,under_price
2026-07-30T00:28:40.779363+00:00,2940184,,2026-07-29,ATH,BOS,BOS,ATH,betrivers,BetRivers,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,320.0,
2026-07-30T00:28:40.779363+00:00,2940184,,2026-07-29,ATH,BOS,BOS,ATH,caesars,Caesars,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,330.0,
2026-07-30T00:28:40.779363+00:00,2940184,,2026-07-29,ATH,BOS,BOS,ATH,circasports,Circa Sports,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,390.0,
2026-07-30T00:28:40.779363+00:00,2940184,,2026-07-29,ATH,BOS,BOS,ATH,draftkings,DraftKings,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,347.0,
2026-07-30T00:28:40.779363+00:00,2940184,,2026-07-29,ATH,BOS,BOS,ATH,fanatics,Fanatics,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,350.0,
2026-07-30T00:28:40.779363+00:00,2940184,,2026-07-29,ATH,BOS,BOS,ATH,fanduel,FanDuel,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,360.0,
2026-07-30T00:28:40.779363+00:00,2940184,,2026-07-29,ATH,BOS,BOS,ATH,hardrock,Hard Rock,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,325.0,
2026-07-30T00:28:40.779363+00:00,2940184,,2026-07-29,ATH,BOS,BOS,ATH,mgm,BetMGM,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,310.0,
2026-07-30T00:28:40.779363+00:00,2940184,,2026-07-29,ATH,BOS,BOS,ATH,thescore,theScore,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,350.0,
2026-07-30T00:28:40.779363+00:00,3006302,,2026-07-29,NYM,ATL,ATL,NYM,caesars,Caesars,batter_home_runs,Ronald Acuna,Ronald_Acuna,0.5,700.0,
2026-07-30T00:28:40.779363+00:00,3006302,,2026-07-29,NYM,ATL,ATL,NYM,draftkings,DraftKings,batter_home_runs,Ronald Acuna,Ronald_Acuna,0.5,750.0,
2026-07-30T00:28:40.779363+00:00,3006302,,2026-07-29,NYM,ATL,ATL,NYM,fanduel,FanDuel,batter_home_runs,Ronald Acuna,Ronald_Acuna,0.5,900.0,
2026-07-30T00:28:40.779363+00:00,3006302,,2026-07-29,NYM,ATL,ATL,NYM,hardrock,Hard Rock,batter_home_runs,Ronald Acuna,Ronald_Acuna,0.5,750.0,
2026-07-30T00:28:40.779363+00:00,3006302,,2026-07-29,NYM,ATL,ATL,NYM,mgm,BetMGM,batter_home_runs,Ronald Acuna,Ronald_Acuna,0.5,700.0,
2026-07-30T00:28:40.779363+00:00,3006302,,2026-07-29,NYM,ATL,ATL,NYM,thescore,theScore,batter_home_runs,Ronald Acuna,Ronald_Acuna,0.5,800.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,LAA,HOU,betrivers,BetRivers,batter_home_runs,Jo Adell,Jo_Adell,0.5,360.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,LAA,HOU,caesars,Caesars,batter_home_runs,Jo Adell,Jo_Adell,0.5,370.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,LAA,HOU,circasports,Circa Sports,batter_home_runs,Jo Adell,Jo_Adell,0.5,440.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,LAA,HOU,draftkings,DraftKings,batter_home_runs,Jo Adell,Jo_Adell,0.5,414.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,LAA,HOU,fanatics,Fanatics,batter_home_runs,Jo Adell,Jo_Adell,0.5,400.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,LAA,HOU,fanduel,FanDuel,batter_home_runs,Jo Adell,Jo_Adell,0.5,400.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,LAA,HOU,hardrock,Hard Rock,batter_home_runs,Jo Adell,Jo_Adell,0.5,425.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,LAA,HOU,mgm,BetMGM,batter_home_runs,Jo Adell,Jo_Adell,0.5,290.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,LAA,HOU,thescore,theScore,batter_home_runs,Jo Adell,Jo_Adell,0.5,400.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,HOU,LAA,betrivers,BetRivers,batter_home_runs,Jose Altuve,Jose_Altuve,0.5,525.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,HOU,LAA,caesars,Caesars,batter_home_runs,Jose Altuve,Jose_Altuve,0.5,500.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,HOU,LAA,circasports,Circa Sports,batter_home_runs,Jose Altuve,Jose_Altuve,0.5,550.0,
2026-07-30T00:28:40.779363+00:00,2942248,,2026-07-29,LAA,HOU,HOU,LAA,draftkings,DraftKings,batter_home_runs,Jose Altuve,Jose_Altuve,0.5,593.0,
