Market_Date,Player,Market_Player_Raw,Market_Event_ID,Market_Commence_Time_UTC,Market_Home_Team,Market_Away_Team,Market_Player_Team,Market_Player_Opponent,Market_H,Market_TB,Market_R,Market_HR,Market_RBI,Market_K,Market_ER,Market_ERA,Market_Source_H,Market_Source_TB,Market_Source_R,Market_Source_HR,Market_Source_RBI,Market_Source_K,Market_Source_ER,Market_Source_ERA,Market_H_books,Market_TB_books,Market_R_books,Market_HR_books,Market_RBI_books,Market_K_books,Market_ER_books,Market_ERA_books,Market_H_over_price,Market_TB_over_price,Market_R_over_price,Market_HR_over_price,Market_RBI_over_price,Market_K_over_price,Market_ER_over_price,Market_ERA_over_price,Market_H_under_price,Market_TB_under_price,Market_R_under_price,Market_HR_under_price,Market_RBI_under_price,Market_K_under_price,Market_ER_under_price,Market_ERA_under_price,Market_H_line_std,Market_TB_line_std,Market_R_line_std,Market_HR_line_std,Market_RBI_line_std,Market_K_line_std,Market_ER_line_std,Market_ERA_line_std,Market_Fetched_At_UTC
2026-07-29,AJ_Ewing,A.J. Ewing,2942763,,NYM,ATL,NYM,ATL,,0.5,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,0.5175491695067657,0.0,,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,AJ_Smith-Shawver,AJ Smith-Shawver,2942763,,NYM,ATL,ATL,NYM,,,,,,4.5,2.5,,missing,missing,missing,missing,missing,real,real,missing,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,0.5270462766947299,0.0,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Adrian_Del_Castillo,Adrian Del Castillo,2942173,,PIT,ARI,ARI,PIT,,0.5,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,0.5175491695067657,0.0,,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Alan_Roden,Alan Roden,2941526,,MIN,KC,MIN,KC,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,6.0,,,,,,113.9133,202.240017,853.501812,,,,,,115.0,-203.905233,,,,,,,0.5345224838248488,0.7559289460184545,0.0,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Alec_Bohm,Alec Bohm,2941540,,MIA,PHI,PHI,MIA,,1.5,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.7559289460184545,,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Alec_Burleson,Alec Burleson,2942353,,STL,CHC,STL,CHC,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,7.0,,,,,,110.459388,200.986842,719.904306,,,,,,106.360223,-287.290226,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Alejandro_Kirk,Alejandro Kirk,2940092,,WSH,TOR,TOR,WSH,,2.0,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0350983390135313,0.37796447300922725,,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Alejandro_Osuna,Alejandro Osuna,2941234,,TB,TEX,TEX,TB,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,7.0,,,,,,756.569385,630.434783,3091.943302,,,,,,-600.0,-1800.0,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Alex_Bregman,Alex Bregman,2942353,,STL,CHC,CHC,STL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,7.0,,,,,,135.451416,204.257467,964.049606,,,,,,-111.56,-299.600378,,,,,,,0.5175491695067657,0.0,0.0,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Alika_Williams,Alika Williams,2940184,,ATH,BOS,ATH,BOS,,0.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,8.0,,,,,,121.243708,170.320116,993.883148,,,,,,-108.605256,-244.256115,,,,,,,0.5175491695067657,0.0,0.0,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Andres_Gimenez,Andres Gimenez,2940092,,WSH,TOR,TOR,WSH,,1.5,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,0.5175491695067657,0.0,,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Andrew_Benintendi,Andrew Benintendi,2941419,,CWS,NYY,CWS,NYY,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,7.0,,,,,,129.946703,202.732147,610.900768,,,,,,-117.379117,-301.241882,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Andrew_Vaughn,Andrew Vaughn,2942673,,SF,MIL,MIL,SF,,1.5,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Andrew_Velazquez,Andrew Velazquez,2941526,,MIN,KC,KC,MIN,,0.5,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,0.4472135954999579,0.0,,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Andruw_Monasterio,Andruw Monasterio,2940184,,ATH,BOS,BOS,ATH,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,8.0,,,,,,118.699839,-100.702032,486.207164,,,,,,-160.456054,-133.459877,,,,,,,0.0,0.0,0.0,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Andy_Pages,Andy Pages,2941964,,LAD,SEA,LAD,SEA,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,9.0,,,,,,114.296872,-110.550128,383.276862,,,,,,-152.641225,-119.569516,,,,,,,0.0,0.0,0.0,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Angel_Martinez,Angel Martinez,2940878,,CIN,CLE,CLE,CIN,,1.5,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Austin_Riley,Austin Riley,2942763,,NYM,ATL,ATL,NYM,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,5.0,,,,,,257.493188,239.852878,758.345021,,,,,,-190.0,-376.071638,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Austin_Wells,Austin Wells,2941419,,CWS,NYY,NYY,CWS,,1.0,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,6.0,,,,,,195.388503,208.574634,644.612563,,,,,,-182.477876,-309.949734,,,,,,,0.5345224838248488,0.7559289460184545,0.0,,,,,2026-07-30T00:28:52.112372+00:00
2026-07-29,Ben_Malgeri,Ben Malgeri,2940838,,DET,BAL,DET,BAL,,0.5,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,0.4879500364742666,0.0,,,,,,2026-07-30T00:28:52.112372+00:00
