Market_Date,Player,Market_Player_Raw,Market_Event_ID,Market_Commence_Time_UTC,Market_Home_Team,Market_Away_Team,Market_Player_Team,Market_Player_Opponent,Market_H,Market_TB,Market_R,Market_HR,Market_RBI,Market_K,Market_ER,Market_ERA,Market_Source_H,Market_Source_TB,Market_Source_R,Market_Source_HR,Market_Source_RBI,Market_Source_K,Market_Source_ER,Market_Source_ERA,Market_H_books,Market_TB_books,Market_R_books,Market_HR_books,Market_RBI_books,Market_K_books,Market_ER_books,Market_ERA_books,Market_H_over_price,Market_TB_over_price,Market_R_over_price,Market_HR_over_price,Market_RBI_over_price,Market_K_over_price,Market_ER_over_price,Market_ERA_over_price,Market_H_under_price,Market_TB_under_price,Market_R_under_price,Market_HR_under_price,Market_RBI_under_price,Market_K_under_price,Market_ER_under_price,Market_ERA_under_price,Market_H_line_std,Market_TB_line_std,Market_R_line_std,Market_HR_line_std,Market_RBI_line_std,Market_K_line_std,Market_ER_line_std,Market_ERA_line_std,Market_Fetched_At_UTC
2026-06-26,AJ_Ewing,A.J. Ewing,2942749,,NYM,PHI,NYM,PHI,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,6.0,,,,,,234.769231,547.43083,2202.944894,,,,,,-337.142857,-1100.0,,,,,,,0.3535533905932738,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Alec_Bohm,Alec Bohm,2942749,,NYM,PHI,PHI,NYM,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,5.0,,,,,,365.482674,454.959786,2284.143383,,,,,,-531.578947,-750.0,,,,,,,0.4629100498862757,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Alec_Burleson,Alec Burleson,2942295,,STL,MIA,STL,MIA,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,8.0,,,,,,141.587185,166.58993,687.62731,,,,,,-128.354729,-240.801028,,,,,,,0.46291004988627577,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Alejandro_Kirk,Alejandro Kirk,2940296,,TOR,TEX,TOR,TEX,,1.0,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.7071067811865476,0.0,,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Alejandro_Osuna,Alejandro Osuna,2940296,,TOR,TEX,TEX,TOR,,0.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,7.0,7.0,,,,,,537.284622,627.838258,3236.336561,,,,,,-1022.105263,,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Alex_Bregman,Alex Bregman,2942311,,MIL,CHC,CHC,MIL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,8.0,,,,,,361.114167,374.062035,1197.786973,,,,,,-357.447195,-601.062215,,,,,,,0.5175491695067657,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Alex_Freeland,Alex Freeland,2942431,,SD,LAD,LAD,SD,,0.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,6.0,7.0,,,,,,150.175812,168.79692,960.985571,,,,,,-150.582995,-229.912121,,,,,,,0.5345224838248488,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Ali_Sanchez,Ali Sanchez,2940823,,BOS,NYY,NYY,BOS,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,4.0,,,,,,727.027027,600.0,2973.871877,,,,,,-1238.77551,,,,,,,,0.5175491695067657,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Alika_Williams,Alika Williams,2942181,,LAA,ATH,ATH,LAA,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,5.0,5.0,6.0,,,,,,125.256397,167.56869,1019.310132,,,,,,-126.531175,-237.115103,,,,,,,0.5477225575051662,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Amed_Rosario,Amed Rosario,2940823,,BOS,NYY,NYY,BOS,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,4.0,,,,,,558.959538,600.0,2336.085285,,,,,,-475.0,,,,,,,,0.3535533905932738,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Andres_Chaparro,Andres Chaparro,2940674,,BAL,WSH,WSH,BAL,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,4.0,,,,,,1192.307692,637.704918,2773.901535,,,,,,,,,,,,,,0.5175491695067657,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Andres_Gimenez,Andres Gimenez,2940296,,TOR,TEX,TOR,TEX,,0.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,7.0,,,,,,203.765206,256.603774,1489.474849,,,,,,-292.45283,-395.979899,,,,,,,0.7559289460184544,0.0,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Andrew_Abbott,Andrew Abbott,2942141,,PIT,CIN,CIN,PIT,,,,,,6.5,2.5,,missing,missing,missing,missing,missing,real,real,missing,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,0.8819171036881968,0.0,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Andrew_Alvarez,Andrew Alvarez,2940674,,BAL,WSH,WSH,BAL,,,,,,6.5,2.5,,missing,missing,missing,missing,missing,real,real,missing,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,0.97182531580755,0.0,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Andrew_Benintendi,Andrew Benintendi,2941392,,CWS,KC,CWS,KC,,2.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,8.0,7.0,5.0,,,,,,-111.484927,167.28972,676.59343,,,,,,-124.888889,-255.0,,,,,,,0.5175491695067655,0.5345224838248488,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Andrew_Vaughn,Andrew Vaughn,2942311,,MIL,CHC,MIL,CHC,,1.5,0.5,0.5,,,,,missing,real,real,real,missing,missing,missing,missing,,7.0,7.0,8.0,,,,,,263.445725,287.863241,991.203787,,,,,,-271.741714,-440.0,,,,,,,0.4879500364742666,0.7559289460184545,0.0,,,,,2026-06-27T01:01:48.935819+00:00
2026-06-26,Andruw_Monasterio,Andruw Monasterio,2940823,,BOS,NYY,BOS,NYY,,1.5,0.5,,,,,,missing,real,real,missing,missing,missing,missing,missing,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,2026-06-27T01:01:48.935819+00:00
