fetched_at_utc,event_id,commence_time_utc,event_date_et,home_team,away_team,player_team,player_opponent,bookmaker_key,bookmaker_title,market_key,player_name_raw,player_name_norm,line,over_price,under_price
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,betrivers,BetRivers,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,600.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,caesars,Caesars,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,700.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,draftkings,DraftKings,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,840.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,fanatics,Fanatics,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,800.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,fanduel,FanDuel,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,750.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,hardrock,Hard Rock,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,750.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,mgm,BetMGM,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,700.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,thescore,theScore,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,700.0,
2026-06-27T01:11:02.474098+00:00,2940823,,2026-06-26,BOS,NYY,BOS,NYY,fanduel,FanDuel,batter_home_runs,Ceddanne Rafaela,Ceddanne_Rafaela,0.5,7500.0,
2026-06-27T01:11:02.474098+00:00,2942181,,2026-06-26,LAA,ATH,LAA,ATH,betrivers,BetRivers,batter_home_runs,Jo Adell,Jo_Adell,0.5,430.0,
2026-06-27T01:11:02.474098+00:00,2942181,,2026-06-26,LAA,ATH,LAA,ATH,caesars,Caesars,batter_home_runs,Jo Adell,Jo_Adell,0.5,400.0,
2026-06-27T01:11:02.474098+00:00,2942181,,2026-06-26,LAA,ATH,LAA,ATH,draftkings,DraftKings,batter_home_runs,Jo Adell,Jo_Adell,0.5,449.0,
2026-06-27T01:11:02.474098+00:00,2942181,,2026-06-26,LAA,ATH,LAA,ATH,fanatics,Fanatics,batter_home_runs,Jo Adell,Jo_Adell,0.5,410.0,
2026-06-27T01:11:02.474098+00:00,2942181,,2026-06-26,LAA,ATH,LAA,ATH,fanduel,FanDuel,batter_home_runs,Jo Adell,Jo_Adell,0.5,440.0,
2026-06-27T01:11:02.474098+00:00,2942181,,2026-06-26,LAA,ATH,LAA,ATH,hardrock,Hard Rock,batter_home_runs,Jo Adell,Jo_Adell,0.5,450.0,
2026-06-27T01:11:02.474098+00:00,2942181,,2026-06-26,LAA,ATH,LAA,ATH,mgm,BetMGM,batter_home_runs,Jo Adell,Jo_Adell,0.5,360.0,
2026-06-27T01:11:02.474098+00:00,2942181,,2026-06-26,LAA,ATH,LAA,ATH,thescore,theScore,batter_home_runs,Jo Adell,Jo_Adell,0.5,450.0,
2026-06-27T01:11:02.474098+00:00,2940823,,2026-06-26,BOS,NYY,BOS,NYY,fanatics,Fanatics,batter_home_runs,Tsung-Che Cheng,Tsung-Che_Cheng,0.5,4500.0,
2026-06-27T01:11:02.474098+00:00,2940823,,2026-06-26,BOS,NYY,BOS,NYY,fanduel,FanDuel,batter_home_runs,Tsung-Che Cheng,Tsung-Che_Cheng,0.5,7500.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,WSH,BAL,caesars,Caesars,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,1300.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,WSH,BAL,draftkings,DraftKings,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,1400.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,WSH,BAL,fanatics,Fanatics,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,1400.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,WSH,BAL,fanduel,FanDuel,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,1500.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,WSH,BAL,hardrock,Hard Rock,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,1200.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,WSH,BAL,thescore,theScore,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,1400.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,betrivers,BetRivers,batter_home_runs,Willy Adames,Willy_Adames,0.5,525.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,caesars,Caesars,batter_home_runs,Willy Adames,Willy_Adames,0.5,500.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,draftkings,DraftKings,batter_home_runs,Willy Adames,Willy_Adames,0.5,531.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,fanatics,Fanatics,batter_home_runs,Willy Adames,Willy_Adames,0.5,525.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,fanduel,FanDuel,batter_home_runs,Willy Adames,Willy_Adames,0.5,540.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,hardrock,Hard Rock,batter_home_runs,Willy Adames,Willy_Adames,0.5,550.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,mgm,BetMGM,batter_home_runs,Willy Adames,Willy_Adames,0.5,500.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,thescore,theScore,batter_home_runs,Willy Adames,Willy_Adames,0.5,500.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,caesars,Caesars,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,2600.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,draftkings,DraftKings,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,3000.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,fanatics,Fanatics,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,2200.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,fanduel,FanDuel,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,3000.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,thescore,theScore,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,3000.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,caesars,Caesars,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,1100.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,draftkings,DraftKings,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,1000.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,fanatics,Fanatics,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,900.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,fanduel,FanDuel,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,1600.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,hardrock,Hard Rock,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,1000.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,thescore,theScore,batter_home_runs,Pete Alonso,Pete_Alonso,0.5,1200.0,
2026-06-27T01:11:02.474098+00:00,2940776,,2026-06-26,DET,HOU,HOU,DET,draftkings,DraftKings,batter_home_runs,Yordan Alvarez,Yordan_Alvarez,0.5,1500.0,
2026-06-27T01:11:02.474098+00:00,2940776,,2026-06-26,DET,HOU,HOU,DET,thescore,theScore,batter_home_runs,Yordan Alvarez,Yordan_Alvarez,0.5,1400.0,
2026-06-27T01:11:02.474098+00:00,2941392,,2026-06-26,CWS,KC,CWS,KC,caesars,Caesars,batter_home_runs,Sam Antonacci,Sam_Antonacci,0.5,1500.0,
2026-06-27T01:11:02.474098+00:00,2941392,,2026-06-26,CWS,KC,CWS,KC,draftkings,DraftKings,batter_home_runs,Sam Antonacci,Sam_Antonacci,0.5,1500.0,
2026-06-27T01:11:02.474098+00:00,2941392,,2026-06-26,CWS,KC,CWS,KC,fanduel,FanDuel,batter_home_runs,Sam Antonacci,Sam_Antonacci,0.5,1700.0,
2026-06-27T01:11:02.474098+00:00,2941392,,2026-06-26,CWS,KC,CWS,KC,hardrock,Hard Rock,batter_home_runs,Sam Antonacci,Sam_Antonacci,0.5,1300.0,
2026-06-27T01:11:02.474098+00:00,2941392,,2026-06-26,CWS,KC,CWS,KC,thescore,theScore,batter_home_runs,Sam Antonacci,Sam_Antonacci,0.5,1400.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,TB,ARI,draftkings,DraftKings,batter_home_runs,Jonathan Aranda,Jonathan_Aranda,0.5,2800.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,TB,ARI,fanatics,Fanatics,batter_home_runs,Jonathan Aranda,Jonathan_Aranda,0.5,1200.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,TB,ARI,fanduel,FanDuel,batter_home_runs,Jonathan Aranda,Jonathan_Aranda,0.5,1900.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,TB,ARI,hardrock,Hard Rock,batter_home_runs,Jonathan Aranda,Jonathan_Aranda,0.5,1400.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,TB,ARI,thescore,theScore,batter_home_runs,Jonathan Aranda,Jonathan_Aranda,0.5,3000.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,ARI,TB,caesars,Caesars,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,2600.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,ARI,TB,draftkings,DraftKings,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,2000.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,ARI,TB,fanatics,Fanatics,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,1900.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,ARI,TB,fanduel,FanDuel,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,3500.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,ARI,TB,hardrock,Hard Rock,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,1600.0,
2026-06-27T01:11:02.474098+00:00,2941194,,2026-06-26,TB,ARI,ARI,TB,thescore,theScore,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,2500.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,betrivers,BetRivers,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,850.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,caesars,Caesars,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1100.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,draftkings,DraftKings,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1380.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,fanatics,Fanatics,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1200.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,fanduel,FanDuel,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1100.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,hardrock,Hard Rock,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1200.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,mgm,BetMGM,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1450.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,SF,ATL,thescore,theScore,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1100.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,caesars,Caesars,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,525.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,circasports,Circa Sports,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,550.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,draftkings,DraftKings,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,576.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,fanatics,Fanatics,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,575.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,fanduel,FanDuel,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,560.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,hardrock,Hard Rock,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,575.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,mgm,BetMGM,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,600.0,
2026-06-27T01:11:02.474098+00:00,2942621,,2026-06-26,SF,ATL,ATL,SF,thescore,theScore,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,550.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,caesars,Caesars,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,1300.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,draftkings,DraftKings,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,1400.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,fanatics,Fanatics,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,1200.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,fanduel,FanDuel,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,1400.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,hardrock,Hard Rock,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,1300.0,
2026-06-27T01:11:02.474098+00:00,2940674,,2026-06-26,BAL,WSH,BAL,WSH,thescore,theScore,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,1400.0,
2026-06-27T01:11:02.474098+00:00,2942749,,2026-06-26,NYM,PHI,NYM,PHI,draftkings,DraftKings,batter_home_runs,Brett Baty,Brett_Baty,0.5,2500.0,
2026-06-27T01:11:02.474098+00:00,2942749,,2026-06-26,NYM,PHI,NYM,PHI,hardrock,Hard Rock,batter_home_runs,Brett Baty,Brett_Baty,0.5,1600.0,
2026-06-27T01:11:02.474098+00:00,2942749,,2026-06-26,NYM,PHI,NYM,PHI,thescore,theScore,batter_home_runs,Brett Baty,Brett_Baty,0.5,2500.0,
2026-06-27T01:11:02.474098+00:00,2942311,,2026-06-26,MIL,CHC,MIL,CHC,betrivers,BetRivers,batter_home_runs,Jake Bauers,Jake_Bauers,0.5,600.0,
2026-06-27T01:11:02.474098+00:00,2942311,,2026-06-26,MIL,CHC,MIL,CHC,caesars,Caesars,batter_home_runs,Jake Bauers,Jake_Bauers,0.5,700.0,
2026-06-27T01:11:02.474098+00:00,2942311,,2026-06-26,MIL,CHC,MIL,CHC,draftkings,DraftKings,batter_home_runs,Jake Bauers,Jake_Bauers,0.5,650.0,
2026-06-27T01:11:02.474098+00:00,2942311,,2026-06-26,MIL,CHC,MIL,CHC,fanduel,FanDuel,batter_home_runs,Jake Bauers,Jake_Bauers,0.5,850.0,
