snapshot_time,snapshot_date,book,book_key,game_id,player_id,player,player_raw,market,line,over_odds,under_odds,no_vig_over,no_vig_under,open_line,current_line,close_line,close_over_odds,close_under_odds,close_status,team,opponent,source,is_valid_over_odds,is_valid_under_odds,is_two_sided,is_valid_american_odds
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetRivers,betrivers,2977862,4387,Shai_Gilgeous-Alexander,Shai Gilgeous-Alexander,PTS,29.5,-115.0,-117.0,0.49800439034124927,0.5019956096587508,29.5,29.5,29.5,-115.0,-117.0,provisional_current_snapshot_not_closing,OKC,@LAL,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Caesars,caesars,2977862,4387,Shai_Gilgeous-Alexander,Shai Gilgeous-Alexander,PTS,29.5,-110.0,-122.0,0.48800959232613905,0.511990407673861,29.5,29.5,29.5,-110.0,-122.0,provisional_current_snapshot_not_closing,OKC,@LAL,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,DraftKings,draftkings,2977862,4387,Shai_Gilgeous-Alexander,Shai Gilgeous-Alexander,PTS,29.5,-109.0,-117.0,0.4916850288945246,0.5083149711054754,29.5,29.5,29.5,-109.0,-117.0,provisional_current_snapshot_not_closing,OKC,@LAL,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Fanatics,fanatics,2977862,4387,Shai_Gilgeous-Alexander,Shai Gilgeous-Alexander,PTS,29.5,-115.0,-115.0,0.5,0.5,29.5,29.5,29.5,-115.0,-115.0,provisional_current_snapshot_not_closing,OKC,@LAL,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,FanDuel,fanduel,2977862,4387,Shai_Gilgeous-Alexander,Shai Gilgeous-Alexander,PTS,29.5,-111.0,-118.0,0.4928711096627016,0.5071288903372982,29.5,29.5,29.5,-111.0,-118.0,provisional_current_snapshot_not_closing,OKC,@LAL,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Hard Rock,hardrock,2977862,4387,Shai_Gilgeous-Alexander,Shai Gilgeous-Alexander,PTS,29.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,29.5,29.5,29.5,-110.0,-120.0,provisional_current_snapshot_not_closing,OKC,@LAL,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetMGM,mgm,2977862,4387,Shai_Gilgeous-Alexander,Shai Gilgeous-Alexander,PTS,29.5,-115.0,-115.0,0.5,0.5,29.5,29.5,29.5,-115.0,-115.0,provisional_current_snapshot_not_closing,OKC,@LAL,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,theScore,thescore,2977862,4387,Shai_Gilgeous-Alexander,Shai Gilgeous-Alexander,PTS,29.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,29.5,29.5,29.5,-110.0,-120.0,provisional_current_snapshot_not_closing,OKC,@LAL,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetRivers,betrivers,2977854,5336,Cade_Cunningham,Cade Cunningham,PTS,27.5,-107.0,-127.0,0.4802285578710111,0.519771442128989,27.5,27.5,27.5,-107.0,-127.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Caesars,caesars,2977854,5336,Cade_Cunningham,Cade Cunningham,PTS,26.5,-125.0,-106.0,0.5191532258064516,0.4808467741935484,26.5,26.5,26.5,-125.0,-106.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,DraftKings,draftkings,2977854,5336,Cade_Cunningham,Cade Cunningham,PTS,26.5,-124.0,-103.0,0.5217643644805572,0.47823563551944287,26.5,26.5,26.5,-124.0,-103.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Fanatics,fanatics,2977854,5336,Cade_Cunningham,Cade Cunningham,PTS,26.5,-120.0,-110.0,0.5101214574898786,0.48987854251012153,26.5,26.5,26.5,-120.0,-110.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,FanDuel,fanduel,2977854,5336,Cade_Cunningham,Cade Cunningham,PTS,26.5,-122.0,-108.0,0.5141838223374939,0.48581617766250607,26.5,26.5,26.5,-122.0,-108.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Hard Rock,hardrock,2977854,5336,Cade_Cunningham,Cade Cunningham,PTS,27.5,100.0,-125.0,0.47368421052631576,0.5263157894736842,27.5,27.5,27.5,100.0,-125.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetMGM,mgm,2977854,5336,Cade_Cunningham,Cade Cunningham,PTS,27.5,-105.0,-125.0,0.4796954314720812,0.5203045685279188,27.5,27.5,27.5,-105.0,-125.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,theScore,thescore,2977854,5336,Cade_Cunningham,Cade Cunningham,PTS,26.5,-125.0,-105.0,0.5203045685279188,0.4796954314720812,26.5,26.5,26.5,-125.0,-105.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetRivers,betrivers,2977854,4166,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-108.0,-127.0,0.4813476792586193,0.5186523207413807,26.5,26.5,26.5,-108.0,-127.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Caesars,caesars,2977854,4166,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-112.0,-118.0,0.4939310568053083,0.5060689431946916,26.5,26.5,26.5,-112.0,-118.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,DraftKings,draftkings,2977854,4166,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-112.0,-112.0,0.5,0.5,26.5,26.5,26.5,-112.0,-112.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Fanatics,fanatics,2977854,4166,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-115.0,-115.0,0.5,0.5,26.5,26.5,26.5,-115.0,-115.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,FanDuel,fanduel,2977854,4166,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-106.0,-122.0,0.483560743054414,0.5164392569455861,26.5,26.5,26.5,-106.0,-122.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Hard Rock,hardrock,2977854,4166,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-115.0,-115.0,0.5,0.5,26.5,26.5,26.5,-115.0,-115.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetMGM,mgm,2977854,4166,Donovan_Mitchell,Donovan Mitchell,PTS,25.5,-130.0,100.0,0.5306122448979592,0.4693877551020409,25.5,25.5,25.5,-130.0,100.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,theScore,thescore,2977854,4166,Donovan_Mitchell,Donovan Mitchell,PTS,26.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,26.5,26.5,26.5,-110.0,-120.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetRivers,betrivers,2977862,2344,LeBron_James,LeBron James,PTS,21.5,-108.0,-127.0,0.4813476792586193,0.5186523207413807,21.5,21.5,21.5,-108.0,-127.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Caesars,caesars,2977862,2344,LeBron_James,LeBron James,PTS,22.5,-118.0,-113.0,0.5050233081498151,0.4949766918501849,22.5,22.5,22.5,-118.0,-113.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,DraftKings,draftkings,2977862,2344,LeBron_James,LeBron James,PTS,22.5,-114.0,-112.0,0.5020774472328402,0.4979225527671597,22.5,22.5,22.5,-114.0,-112.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Fanatics,fanatics,2977862,2344,LeBron_James,LeBron James,PTS,22.5,-105.0,-125.0,0.4796954314720812,0.5203045685279188,22.5,22.5,22.5,-105.0,-125.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,FanDuel,fanduel,2977862,2344,LeBron_James,LeBron James,PTS,22.5,-114.0,-114.0,0.5,0.5,22.5,22.5,22.5,-114.0,-114.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Hard Rock,hardrock,2977862,2344,LeBron_James,LeBron James,PTS,22.5,-115.0,-115.0,0.5,0.5,22.5,22.5,22.5,-115.0,-115.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetMGM,mgm,2977862,2344,LeBron_James,LeBron James,PTS,22.5,-105.0,-125.0,0.4796954314720812,0.5203045685279188,22.5,22.5,22.5,-105.0,-125.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,theScore,thescore,2977862,2344,LeBron_James,LeBron James,PTS,22.5,-115.0,-115.0,0.5,0.5,22.5,22.5,22.5,-115.0,-115.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetRivers,betrivers,2977862,5334,Austin_Reaves,Austin Reaves,PTS,21.5,-109.0,-125.0,0.4842053307008884,0.5157946692991116,21.5,21.5,21.5,-109.0,-125.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Caesars,caesars,2977862,5334,Austin_Reaves,Austin Reaves,PTS,21.5,-118.0,-113.0,0.5050233081498151,0.4949766918501849,21.5,21.5,21.5,-118.0,-113.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,DraftKings,draftkings,2977862,5334,Austin_Reaves,Austin Reaves,PTS,21.5,-114.0,-111.0,0.5031375502008032,0.4968624497991968,21.5,21.5,21.5,-114.0,-111.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Fanatics,fanatics,2977862,5334,Austin_Reaves,Austin Reaves,PTS,21.5,-115.0,-115.0,0.5,0.5,21.5,21.5,21.5,-115.0,-115.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,FanDuel,fanduel,2977862,5334,Austin_Reaves,Austin Reaves,PTS,21.5,-114.0,-114.0,0.5,0.5,21.5,21.5,21.5,-114.0,-114.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Hard Rock,hardrock,2977862,5334,Austin_Reaves,Austin Reaves,PTS,21.5,-115.0,-115.0,0.5,0.5,21.5,21.5,21.5,-115.0,-115.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetMGM,mgm,2977862,5334,Austin_Reaves,Austin Reaves,PTS,21.5,-111.0,-118.0,0.4928711096627016,0.5071288903372982,21.5,21.5,21.5,-111.0,-118.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,theScore,thescore,2977862,5334,Austin_Reaves,Austin Reaves,PTS,21.5,-115.0,-115.0,0.5,0.5,21.5,21.5,21.5,-115.0,-115.0,provisional_current_snapshot_not_closing,LAL,OKC,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetRivers,betrivers,2977854,3018,James_Harden,James Harden,PTS,19.5,-121.0,-112.0,0.5089278628680263,0.49107213713197356,19.5,19.5,19.5,-121.0,-112.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Caesars,caesars,2977854,3018,James_Harden,James Harden,PTS,19.5,-118.0,-113.0,0.5050233081498151,0.4949766918501849,19.5,19.5,19.5,-118.0,-113.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,DraftKings,draftkings,2977854,3018,James_Harden,James Harden,PTS,19.5,-107.0,-119.0,0.487517163899638,0.512482836100362,19.5,19.5,19.5,-107.0,-119.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Fanatics,fanatics,2977854,3018,James_Harden,James Harden,PTS,18.5,-125.0,-105.0,0.5203045685279188,0.4796954314720812,18.5,18.5,18.5,-125.0,-105.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,FanDuel,fanduel,2977854,3018,James_Harden,James Harden,PTS,19.5,-108.0,-120.0,0.4876847290640395,0.5123152709359606,19.5,19.5,19.5,-108.0,-120.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Hard Rock,hardrock,2977854,3018,James_Harden,James Harden,PTS,19.5,-115.0,-115.0,0.5,0.5,19.5,19.5,19.5,-115.0,-115.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetMGM,mgm,2977854,3018,James_Harden,James Harden,PTS,19.5,-125.0,-105.0,0.5203045685279188,0.4796954314720812,19.5,19.5,19.5,-125.0,-105.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,theScore,thescore,2977854,3018,James_Harden,James Harden,PTS,19.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,19.5,19.5,19.5,-110.0,-120.0,provisional_current_snapshot_not_closing,CLE,DET,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,BetRivers,betrivers,2977854,3211,Tobias_Harris,Tobias Harris,PTS,17.5,-122.0,-112.0,0.5098564895126951,0.4901435104873048,17.5,17.5,17.5,-122.0,-112.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,Caesars,caesars,2977854,3211,Tobias_Harris,Tobias Harris,PTS,18.5,-110.0,-121.0,0.48893805309734506,0.5110619469026548,18.5,18.5,18.5,-110.0,-121.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
2026-05-09T15:10:32.201011+00:00,2026-05-09,DraftKings,draftkings,2977854,3211,Tobias_Harris,Tobias Harris,PTS,18.5,-110.0,-115.0,0.4947698744769875,0.5052301255230125,18.5,18.5,18.5,-110.0,-115.0,provisional_current_snapshot_not_closing,DET,@CLE,rotowire_current_board,True,True,True,True
