nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
1629651,Nic Claxton,2024,BRK,C,29.797,1.523,-0.799,2.322,5.283,Roll + Cut Big,Mobile Big
1629652,Luguentz Dort,2024,OKC,SF,28.43,-1.152,-1.319,0.168,1.838,Movement Shooter,Point of Attack
1629655,Daniel Gafford,2024,WAS/DAL,PF,24.52,1.6,-0.442,2.042,4.618,Roll + Cut Big,Anchor Big
1629656,Quentin Grimes,2024,NYK/DET,SG,20.095,-1.663,-1.004,-0.659,0.511,Movement Shooter,Point of Attack
1629659,Talen Horton-Tucker,2024,UTA,PG,19.778,-0.183,0.417,-0.6,1.439,Primary Ball Handler,Helper
1629661,Cameron Johnson,2024,BRK,PF,27.57,0.733,0.995,-0.262,3.202,Movement Shooter,Helper
1629667,Jalen Mcdaniels,2024,TOR,SF,10.759,-3.342,-2.543,-0.8,-0.287,Movement Shooter,Helper
1629669,Jaylen Nowell,2024,MEM/DET,SG,16.442,-1.396,-1.055,-0.342,0.142,Secondary Ball Handler,Point of Attack
1629670,Jordan Nwora,2024,IND/TOR,SF,13.68,-1.888,-1.141,-0.746,0.255,Movement Shooter,Low Activity
1629673,Jordan Poole,2024,WAS,SG,30.072,-2.437,-0.716,-1.72,0.046,Primary Ball Handler,Low Activity
1629674,Neemias Queta,2024,BOS,C,11.9,0.879,0.27,0.609,0.698,Roll + Cut Big,Anchor Big
1629675,Naz Reid,2024,MIN,C,24.245,-0.416,-0.777,0.361,2.513,Stationary Shooter,Helper
1629680,Matisse Thybulle,2024,POR,SF,22.883,-1.844,-2.735,0.89,0.574,Stationary Shooter,Chaser
1629684,Grant Williams,2024,DAL/CHO,PF,28.02,-1.273,-0.973,-0.3,1.58,Movement Shooter,Mobile Big
1629716,Marques Bolden,2024,MIL/CHO,C,11.024,-0.794,-1.27,0.477,0.126,Athletic Finisher,Anchor Big
1629717,Armoni Brooks,2024,BRK,PG,10.405,-0.586,-0.098,-0.488,0.122,Off Screen Shooter,Helper
1629723,John Konchar,2024,MEM,SF,21.336,-0.649,-2.495,1.846,1.33,Movement Shooter,Chaser
1629726,Garrison Mathews,2024,ATL,SG,15.033,-2.744,-2.364,-0.38,-0.168,Movement Shooter,Low Activity
1629731,Dean Wade,2024,CLE,PF,20.517,0.175,-1.292,1.467,1.83,Stationary Shooter,Wing Stopper
1629750,Javonte Green,2024,CHI,SF,25.6,0.212,-0.536,0.749,0.386,Stationary Shooter,Helper
1630162,Anthony Edwards,2024,MIN,SG,35.069,1.622,1.617,0.005,7.09,Shot Creator,Wing Stopper
1630163,Lamelo Ball,2024,CHO,PG,32.336,2.236,3.061,-0.825,2.092,Primary Ball Handler,Low Activity
1630164,James Wiseman,2024,DET,C,17.319,-2.847,-2.532,-0.315,-0.253,Roll + Cut Big,Anchor Big
1630165,Killian Hayes,2024,DET,PG,23.99,-1.627,-1.885,0.257,0.525,Primary Ball Handler,Chaser
1630166,Deni Avdija,2024,WAS,SF,30.088,-0.861,-0.85,-0.011,2.258,Shot Creator,Wing Stopper
1630167,Obi Toppin,2024,IND,PF,21.104,-0.461,0.15,-0.611,2.166,Stationary Shooter,Wing Stopper
1630168,Onyeka Okongwu,2024,ATL,C,25.54,-0.335,-0.583,0.248,1.869,Roll + Cut Big,Mobile Big
1630169,Tyrese Haliburton,2024,IND,PG,32.228,3.914,4.993,-1.079,8.805,Primary Ball Handler,Low Activity
1630170,Devin Vassell,2024,SAS,SG,33.055,-1.034,-0.063,-0.971,2.005,Secondary Ball Handler,Chaser
1630171,Isaac Okoro,2024,CLE,SF,27.349,-0.372,-0.607,0.234,2.467,Stationary Shooter,Point of Attack
1630172,Patrick Williams,2024,CHI,PF,27.304,-1.422,-1.312,-0.11,0.762,Stationary Shooter,Wing Stopper
1630173,Precious Achiuwa,2024,TOR/NYK,PF,21.942,-1.142,-1.483,0.341,1.339,Athletic Finisher,Mobile Big
1630174,Aaron Nesmith,2024,IND,SF,27.705,-0.517,-0.611,0.094,2.427,Stationary Shooter,Wing Stopper
1630175,Cole Anthony,2024,ORL,PG,22.437,0.204,0.143,0.061,3.035,Primary Ball Handler,Point of Attack
1630177,Theo Maledon,2024,CHO/PHO,PG,12.54,-1.287,-0.774,-0.513,0.156,Movement Shooter,Point of Attack
1630178,Tyrese Maxey,2024,PHI,PG,37.51,1.904,3.271,-1.366,7.18,Shot Creator,Low Activity
1630180,Saddiq Bey,2024,ATL,SF,32.725,-1.042,0.698,-1.74,1.828,Movement Shooter,Helper
1630182,Josh Green,2024,DAL,SG,26.399,-1.14,-0.922,-0.218,1.242,Stationary Shooter,Point of Attack
1630183,Jaden Mcdaniels,2024,MIN,SF,29.242,-1.873,-1.946,0.073,0.775,Stationary Shooter,Point of Attack
1630186,Jahmi'Us Ramsey,2024,TOR,SG,17.298,-1.463,-1.085,-0.378,0.075,Stationary Shooter,Chaser
1630188,Jalen Smith,2024,IND,C,17.157,0.965,1.23,-0.265,2.248,Stretch Big,Mobile Big
1630191,Isaiah Stewart,2024,DET,PF,30.93,-1.734,-2.189,0.455,0.646,Versatile Big,Helper
1630193,Immanuel Quickley,2024,NYK/TOR,SG,29.195,0.773,1.149,-0.376,4.025,Primary Ball Handler,Chaser
1630194,Paul Reed,2024,PHI,C,19.386,0.947,-0.473,1.42,3.397,Roll + Cut Big,Mobile Big
1630197,Aleksej Pokusevski,2024,OKC/CHO,PF,14.478,-0.605,-0.998,0.393,0.471,Movement Shooter,Helper
1630198,Isaiah Joe,2024,OKC,SG,18.526,-0.517,0.045,-0.562,1.758,Movement Shooter,Low Activity
1630200,Tre Jones,2024,SAS,PG,27.739,-0.497,-0.146,-0.351,2.625,Primary Ball Handler,Point of Attack
1630201,Malachi Flynn,2024,TOR/NYK/DET,PG,12.709,-1.551,-0.96,-0.592,0.498,Primary Ball Handler,Point of Attack
1630202,Payton Pritchard,2024,BOS,PG,22.263,1.678,2.057,-0.378,4.735,Primary Ball Handler,Point of Attack
1630204,Ashton Hagans,2024,POR,PG,16.609,-1.542,-2.028,0.486,0.181,Primary Ball Handler,Point of Attack
1630205,Lamar Stevens,2024,BOS/MEM,PF,14.709,-0.728,-0.973,0.246,0.606,Athletic Finisher,Helper
1630208,Nick Richards,2024,CHO,C,26.25,-2.346,-2.443,0.097,0.133,Roll + Cut Big,Mobile Big
1630209,Omer Yurtseven,2024,UTA,C,11.356,-0.923,-1.25,0.327,0.524,Roll + Cut Big,Anchor Big
1630214,Xavier Tillman,2024,MEM/BOS,PF,18.046,0.024,-1.458,1.482,1.517,Roll + Cut Big,Mobile Big
1630215,Jared Butler,2024,WAS,SG,14.14,-0.295,-0.232,-0.063,0.767,Shot Creator,Point of Attack
1630217,Desmond Bane,2024,MEM,SG,34.354,0.475,1.316,-0.841,2.656,Primary Ball Handler,Helper
1630219,Skylar Mays,2024,POR/LAL,SG,11.355,-0.571,0.11,-0.681,0.51,Secondary Ball Handler,Low Activity
1630224,Jalen Green,2024,HOU,SG,31.727,-1.089,0.003,-1.092,2.231,Primary Ball Handler,Low Activity
1630228,Jonathan Kuminga,2024,GSW,PF,26.345,-0.271,-0.155,-0.116,2.673,Shot Creator,Wing Stopper
1630230,Naji Marshall,2024,NOP,SF,19.046,-0.744,-0.888,0.144,1.35,Stationary Shooter,Helper
1630231,Kj Martin,2024,LAC/PHI,SF,11.919,-2.943,-2.512,-0.431,-0.208,Athletic Finisher,Helper
1630235,Trent Forrest,2024,ATL,SG,10.889,-1.409,-1.495,0.086,0.272,Slasher,Point of Attack
1630241,Sam Merrill,2024,CLE,SG,17.523,0.048,1.366,-1.317,1.68,Off Screen Shooter,Low Activity
1630243,Trevelin Queen,2024,ORL,SG,11.767,-1.102,-1.148,0.045,0.14,Movement Shooter,Chaser
1630245,Ayo Dosunmu,2024,CHI,SG,29.111,-1.79,-0.693,-1.097,0.929,Primary Ball Handler,Point of Attack
1630249,Vít Krejčí,2024,ATL,PG,24.605,-2.605,-2.526,-0.079,-0.045,Movement Shooter,Wing Stopper
1630256,Jae'Sean Tate,2024,HOU,SF,15.867,-1.432,-2.501,1.069,0.663,Stationary Shooter,Helper
1630285,Zavier Simpson,2024,MEM,PG,23.055,-1.208,-1.237,0.03,0.126,Shot Creator,Chaser
1630288,Jeff Dowtin Jr.,2024,PHI,PG,11.836,-0.746,-0.372,-0.374,0.152,Shot Creator,Point of Attack
1630346,Matt Ryan,2024,NOP,SF,13.867,-3.149,-1.856,-1.293,-0.162,Movement Shooter,Low Activity
1630527,Brandon Boston,2024,LAC,SF,10.786,-2.923,-1.537,-1.386,-0.096,Shot Creator,Chaser
1630529,Herbert Jones,2024,NOP,SF,30.12,0.522,-0.738,1.26,4.281,Stationary Shooter,Wing Stopper
1630530,Trey Murphy Iii,2024,NOP,SF,29.1,1.15,1.131,0.019,3.755,Movement Shooter,Helper
1630531,Jaden Springer,2024,PHI/BOS,PG,10.347,-1.139,-1.287,0.148,0.419,Stationary Shooter,Point of Attack
1630532,Franz Wagner,2024,ORL,SF,32.464,2.627,1.512,1.115,7.435,Shot Creator,Helper
1630533,Ziaire Williams,2024,MEM,SF,20.346,-2.357,-1.829,-0.529,0.071,Movement Shooter,Wing Stopper
1630534,Ochai Agbaji,2024,UTA/TOR,SG,21.047,-2.516,-1.878,-0.637,-0.048,Movement Shooter,Wing Stopper
1630537,Chris Duarte,2024,SAC,SF,12.193,-1.365,-1.563,0.198,0.493,Movement Shooter,Point of Attack
1630538,Bones Hyland,2024,LAC,PG,14.6,-1.705,-0.458,-1.247,0.255,Shot Creator,Chaser
1630540,Miles Mcbride,2024,NYK,PG,19.525,-0.658,-0.455,-0.202,1.498,Primary Ball Handler,Point of Attack
1630541,Moses Moody,2024,GSW,SG,17.481,-0.268,-0.264,-0.004,1.584,Movement Shooter,Chaser
1630543,Isaiah Jackson,2024,IND,C,13.067,0.887,-0.55,1.437,1.618,Roll + Cut Big,Mobile Big
1630544,Tre Mann,2024,OKC/CHO,PG,24.076,-0.827,-1.257,0.431,1.009,Primary Ball Handler,Point of Attack
1630548,Johnny Juzang,2024,UTA,SG,18.59,-1.948,-0.981,-0.968,0.119,Movement Shooter,Low Activity
1630549,Day'Ron Sharpe,2024,BRK,C,15.095,0.608,0.015,0.593,1.771,Roll + Cut Big,Anchor Big
1630550,Jt Thor,2024,CHO,PF,12.39,-2.762,-2.755,-0.007,-0.141,Stationary Shooter,Helper
1630551,Justin Champagnie,2024,WAS,SF,15.656,-0.15,-0.04,-0.111,0.34,Movement Shooter,Chaser
1630552,Jalen Johnson,2024,ATL,SF,33.639,0.234,-0.423,0.657,3.182,Athletic Finisher,Wing Stopper
1630553,Keon Johnson,2024,BRK,SG,12.28,-0.495,-0.403,-0.093,0.076,Low Minute,Chaser
1630554,Jason Preston,2024,UTA,PG,10.162,0.054,-0.163,0.218,0.112,Low Minute,Point of Attack
1630557,Corey Kispert,2024,WAS,SF,25.843,-3.274,-0.701,-2.573,-1.017,Off Screen Shooter,Helper
1630558,Davion Mitchell,2024,SAC,PG,15.294,-2.38,-1.667,-0.713,0.06,Secondary Ball Handler,Point of Attack
1630559,Austin Reaves,2024,LAL,SG,31.713,-0.03,0.668,-0.698,3.96,Primary Ball Handler,Point of Attack
1630560,Cam Thomas,2024,BRK,SG,31.437,-1.112,0.812,-1.924,1.75,Shot Creator,Low Activity
1630561,David Duke Jr.,2024,SAS,SG,12.838,-0.379,-0.381,0.002,0.067,Low Minute,Chaser
1630562,Matt Hurt,2024,MEM,PF,14.154,-1.411,-1.248,-0.163,0.074,Movement Shooter,Helper
1630564,Raiquan Gray,2024,SAS,PF,13.011,-0.282,-0.18,-0.101,0.053,Low Minute,Mobile Big
1630567,Scottie Barnes,2024,TOR,SG,34.904,1.318,0.934,0.385,4.962,Shot Creator,Wing Stopper
1630570,Trendon Watford,2024,BRK,PF,13.596,-1.243,-1.24,-0.003,0.652,Athletic Finisher,Helper
1630573,Sam Hauser,2024,BOS,SF,22.032,0.873,0.943,-0.07,3.638,Movement Shooter,Helper
1630577,Julian Champagnie,2024,SAS,SF,19.834,-0.735,-1.271,0.536,1.584,Movement Shooter,Helper
1630578,Alperen Sengun,2024,HOU,C,32.474,1.023,0.773,0.25,4.469,Shot Creator,Anchor Big
1630579,Jericho Sims,2024,NYK,C,12.995,-2.699,-3.316,0.617,-0.083,Roll + Cut Big,Mobile Big
1630581,Josh Giddey,2024,OKC,SG,25.146,-0.279,-0.108,-0.171,2.748,Primary Ball Handler,Low Activity
1630583,Santi Aldama,2024,MEM,PF,26.525,-1.172,-0.872,-0.3,1.304,Movement Shooter,Helper
1630587,Isaiah Livers,2024,DET,PF,20.408,-3.22,-2.43,-0.79,-0.216,Movement Shooter,Helper
1630590,Scotty Pippen Jr.,2024,MEM,PG,25.089,-0.404,-0.918,0.514,0.678,Primary Ball Handler,Point of Attack
1630591,Jalen Suggs,2024,ORL,SG,26.995,0.714,-0.841,1.555,4.03,Primary Ball Handler,Point of Attack
1630592,Jalen Wilson,2024,BRK,PF,15.393,-1.752,-1.085,-0.667,0.294,Stationary Shooter,Helper
1630595,Cade Cunningham,2024,DET,PG,33.455,-0.254,0.763,-1.018,2.866,Slasher,Helper
1630596,Evan Mobley,2024,CLE,PF,30.646,1.697,-0.189,1.886,3.992,Roll + Cut Big,Mobile Big
1630598,Aaron Wiggins,2024,OKC,SG,15.742,-1.185,-0.769,-0.416,0.979,Stationary Shooter,Chaser
1630610,Dejon Jarreau,2024,MEM,SG,16.617,-0.221,-0.688,0.467,0.21,Slasher,Point of Attack
1630625,Dalano Banton,2024,BOS/POR,PG,19.386,-1.198,-0.3,-0.899,0.826,Primary Ball Handler,Low Activity
1630631,Jose Alvarado,2024,NOP,PG,17.989,-0.207,-0.3,0.093,1.422,Movement Shooter,Point of Attack
1630641,Ibou Badji,2024,POR,C,10.266,-1.393,-2.889,1.495,0.151,Athletic Finisher,Anchor Big
1630649,Stanley Umude,2024,DET,SG,12.794,-1.639,-1.768,0.13,0.158,Stationary Shooter,Wing Stopper
1630692,Jordan Goodwin,2024,PHO/MEM,PG,18.521,0.069,0.176,-0.107,1.673,Primary Ball Handler,Point of Attack
1630695,Micah Potter,2024,UTA,PF,11.628,-0.933,-1.405,0.472,0.178,Stationary Shooter,Mobile Big
1630696,Dru Smith,2024,MIA,SG,14.544,-0.719,-0.881,0.162,0.143,Secondary Ball Handler,Point of Attack
1630699,Marjon Beauchamp,2024,MIL,SF,12.66,-2.866,-2.229,-0.637,-0.148,Movement Shooter,Point of Attack
1630700,Dyson Daniels,2024,NOP,PG,21.979,0.523,-0.69,1.213,2.508,Stationary Shooter,Point of Attack
1630702,Jaden Hardy,2024,DAL,SG,13.55,-1.534,-0.292,-1.242,0.573,Secondary Ball Handler,Low Activity
1630703,Scoot Henderson,2024,POR,PG,28.474,-3.511,-1.503,-2.008,-1.121,Primary Ball Handler,Point of Attack
1631093,Jaden Ivey,2024,DET,SG,28.799,-2.44,-1.091,-1.35,0.038,Secondary Ball Handler,Point of Attack
1631094,Paolo Banchero,2024,ORL,PF,34.985,0.948,0.631,0.317,5.982,Shot Creator,Wing Stopper
1631095,Jabari Smith Jr.,2024,HOU,PF,31.892,-0.613,-0.922,0.31,2.803,Movement Shooter,Helper
1631096,Chet Holmgren,2024,OKC,C,29.422,2.503,0.442,2.061,7.49,Stretch Big,Anchor Big
1631097,Bennedict Mathurin,2024,IND,SF,26.075,-2.271,-0.607,-1.663,0.188,Secondary Ball Handler,Chaser
1631098,Johnny Davis,2024,WAS,SG,12.269,-3.149,-2.969,-0.18,-0.255,Athletic Finisher,Chaser
1631099,Keegan Murray,2024,SAC,SF,33.617,1.038,0.083,0.955,5.678,Movement Shooter,Wing Stopper
1631101,Shaedon Sharpe,2024,POR,SG,33.095,-2.034,-1.021,-1.014,0.284,Secondary Ball Handler,Chaser
1631103,Malaki Branham,2024,SAS,PG,21.258,-4.213,-2.244,-1.969,-1.68,Movement Shooter,Chaser
1631104,Blake Wesley,2024,SAS,SG,14.358,-2.083,-2.052,-0.031,0.208,Secondary Ball Handler,Point of Attack
1631105,Jalen Duren,2024,DET,C,29.14,-0.447,-1.086,0.638,2.24,Roll + Cut Big,Anchor Big
1631106,Tari Eason,2024,HOU,PF,21.822,0.139,-0.642,0.781,0.782,Athletic Finisher,Wing Stopper
1631107,Nikola Jović,2024,MIA,PF,19.485,0.323,-0.955,1.278,1.564,Stationary Shooter,Helper
1631108,Max Christie,2024,LAL,SG,14.063,-2.866,-2.657,-0.208,-0.23,Stationary Shooter,Point of Attack
1631109,Mark Williams,2024,CHO,C,26.758,1.367,0.31,1.057,1.22,Athletic Finisher,Anchor Big
1631110,Jeremy Sochan,2024,SAS,PF,29.636,-2.291,-2.047,-0.245,0.239,Athletic Finisher,Wing Stopper
1631114,Jalen Williams,2024,OKC,PF,31.313,0.537,0.474,0.063,4.179,Slasher,Wing Stopper
1631116,Patrick Baldwin Jr.,2024,WAS,SF,12.987,-0.35,-1.1,0.75,0.652,Movement Shooter,Helper
1631117,Walker Kessler,2024,UTA,C,23.33,0.331,-1.461,1.792,2.613,Roll + Cut Big,Anchor Big
1631119,Jaylin Williams,2024,OKC,C,13.001,0.478,-0.456,0.934,1.653,Stationary Shooter,Anchor Big
1631121,Bryce Mcgowens,2024,CHO,SG,14.942,-3.317,-2.629,-0.688,-0.457,Movement Shooter,Low Activity
1631123,Jamaree Bouyea,2024,POR/SAS,PG,10.544,-0.392,-0.643,0.251,0.123,Low Minute,Point of Attack
1631124,Julian Strawther,2024,DEN,SF,10.909,-2.15,-0.968,-1.182,0.107,Off Screen Shooter,Low Activity
1631128,Christian Braun,2024,DEN,SG,20.189,-1.415,-0.957,-0.459,1.082,Stationary Shooter,Chaser
1631133,Jabari Walker,2024,POR,SF,23.619,-1.804,-1.623,-0.182,0.699,Athletic Finisher,Helper
1631165,Keon Ellis,2024,SAC,SG,17.166,0.1,-0.898,0.998,1.57,Movement Shooter,Point of Attack
1631170,Jaime Jaquez Jr.,2024,MIA,SF,28.175,-0.684,-0.605,-0.079,2.349,Shot Creator,Helper
1631172,Ousmane Dieng,2024,OKC,PF,11.062,-1.959,-0.733,-1.225,0.115,Movement Shooter,Low Activity
1631197,Jared Rhoden,2024,DET,SG,14.413,-1.11,-1.573,0.463,0.207,Stationary Shooter,Helper
1631200,Kris Murray,2024,POR,SF,21.745,-1.381,-1.792,0.411,0.909,Movement Shooter,Helper
1631204,Marcus Sasser,2024,DET,PG,19.031,-2.487,-1.306,-1.181,-0.016,Primary Ball Handler,Point of Attack
1631207,Dalen Terry,2024,CHI,SG,11.537,-0.178,-0.968,0.79,0.973,Stationary Shooter,Chaser
1631212,Peyton Watson,2024,DEN,SF,18.597,-2.058,-2.523,0.465,0.377,Stationary Shooter,Helper
1631216,Caleb Houstan,2024,ORL,SF,13.819,-2.532,-1.177,-1.356,-0.032,Movement Shooter,Low Activity
1631218,Trayce Jackson-Davis,2024,GSW,PF,16.624,1.544,0.343,1.202,2.838,Roll + Cut Big,Mobile Big
1631222,Jake Laravia,2024,MEM,PF,23.016,-1.216,-0.143,-1.073,0.627,Movement Shooter,Helper
1631223,David Roddy,2024,MEM/PHO,PF,18.106,-3.157,-2.325,-0.832,-0.496,Stationary Shooter,Wing Stopper
1631230,Dominick Barlow,2024,SAS,PF,12.713,-0.184,-0.666,0.482,0.598,Roll + Cut Big,Anchor Big
1631241,Javon Freeman-Liberty,2024,TOR,PG,18.321,-2.235,-1.692,-0.543,0.058,Primary Ball Handler,Point of Attack
1631243,Mouhamed Gueye,2024,ATL,PF,12.133,-0.467,-0.794,0.328,0.091,Low Minute,Helper
1631246,Vince Williams Jr.,2024,MEM,SG,27.625,-0.698,-1.227,0.529,1.584,Movement Shooter,Wing Stopper
1631260,Aj Green,2024,MIL,SG,10.968,-1.101,-0.44,-0.662,0.522,Movement Shooter,Chaser
1631298,Jack White,2024,MEM,SF,15.908,-1.026,-0.954,-0.072,0.057,Low Minute,Helper
1631303,Justin Minaya,2024,POR,SF,11.205,-2.036,-2.177,0.141,0.102,Movement Shooter,Chaser
1631311,Lester Quinones,2024,GSW,SG,10.661,-0.944,-0.29,-0.654,0.374,Movement Shooter,Chaser
1631321,Sidy Cissoko,2024,SAS,SF,11.742,-0.882,-1.077,0.195,0.139,Movement Shooter,Helper
1631323,Simone Fontecchio,2024,UTA/DET,SF,24.907,-0.577,-0.395,-0.182,1.938,Off Screen Shooter,Wing Stopper
1631338,Mouhamadou Gueye,2024,TOR,PF,10.905,-1.497,-1.74,0.243,0.072,Athletic Finisher,Mobile Big
1631367,Jacob Gilyard,2024,MEM/BRK,PG,17.036,-1.173,-0.859,-0.314,0.562,Primary Ball Handler,Chaser
1631386,Tazé Moore,2024,POR,SG,10.083,-0.196,-0.272,0.075,0.057,Low Minute,Helper
1641705,Victor Wembanyama,2024,SAS,C,29.665,3.382,0.564,2.818,7.668,Versatile Big,Anchor Big
1641706,Brandon Miller,2024,CHO,SF,32.203,-3.312,-1.404,-1.908,-1.227,Secondary Ball Handler,Chaser
1641707,Taylor Hendricks,2024,UTA,PF,21.41,-0.951,-1.616,0.665,0.809,Stationary Shooter,Helper
1641708,Amen Thompson,2024,HOU,SF,22.395,1.503,0.406,1.097,3.45,Roll + Cut Big,Point of Attack
1641709,Ausar Thompson,2024,DET,SF,25.125,-0.108,-1.392,1.285,2.333,Athletic Finisher,Point of Attack
1641710,Anthony Black,2024,ORL,PG,16.871,-2.653,-3.113,0.46,-0.132,Stationary Shooter,Point of Attack
1641711,Gradey Dick,2024,TOR,SG,21.129,-3.346,-1.44,-1.906,-0.679,Off Screen Shooter,Low Activity
1641712,Rayan Rupert,2024,POR,SG,16.235,-2.678,-2.458,-0.22,-0.082,Stationary Shooter,Low Activity
1641713,Gg Jackson,2024,MEM,PF,25.691,-1.463,-0.441,-1.021,0.769,Movement Shooter,Helper
1641715,Cam Whitmore,2024,HOU,SF,18.73,0.303,1.167,-0.864,1.525,Movement Shooter,Low Activity
1641716,Jarace Walker,2024,IND,PF,10.314,-0.443,-0.757,0.314,0.43,Movement Shooter,Helper
1641717,Cason Wallace,2024,OKC,SG,20.636,-1.243,-1.513,0.27,1.288,Stationary Shooter,Point of Attack
1641718,Keyonte George,2024,UTA,PG,26.968,-2.805,-0.84,-1.965,-0.418,Primary Ball Handler,Point of Attack
1641722,Jordan Hawkins,2024,NOP,SG,17.322,-1.888,-0.237,-1.651,0.417,Movement Shooter,Low Activity
1641723,Kobe Bufkin,2024,ATL,SG,11.53,-0.73,-0.694,-0.036,0.212,Secondary Ball Handler,Point of Attack
1641726,Dereck Lively Ii,2024,DAL,C,23.533,0.867,-0.584,1.452,2.701,Roll + Cut Big,Anchor Big
1641727,Dariq Whitehead,2024,BRK,SF,11.992,-0.429,-0.354,-0.075,0.031,Low Minute,Chaser
1641729,Brice Sensabaugh,2024,UTA,SF,18.262,-1.954,-1.361,-0.593,0.186,Movement Shooter,Low Activity
1641730,Noah Clowney,2024,BRK,PF,16.082,-0.763,-1.645,0.882,0.393,Stretch Big,Mobile Big
1641731,Bilal Coulibaly,2024,WAS,SF,27.226,-2.726,-2.159,-0.566,-0.271,Stationary Shooter,Wing Stopper
1641733,Nick Smith Jr.,2024,CHO,SG,14.288,-3.811,-2.172,-1.639,-0.594,Secondary Ball Handler,Point of Attack
1641739,Toumani Camara,2024,POR,PF,24.846,-1.398,-1.773,0.374,1.155,Stationary Shooter,Wing Stopper
1641748,Andre Jackson Jr.,2024,MIL,SG,10.041,-2.735,-2.722,-0.012,-0.094,Stationary Shooter,Point of Attack
1641764,Brandin Podziemski,2024,GSW,SG,26.598,0.199,0.085,0.114,3.281,Movement Shooter,Chaser
1641767,Ben Sheppard,2024,IND,SG,14.284,-1.511,-0.725,-0.786,0.483,Stationary Shooter,Chaser
1641774,Tristan Vukcevic,2024,WAS,C,15.34,-0.216,-0.317,0.101,0.216,Stretch Big,Helper
1641778,Leaky Black,2024,CHO,SF,10.925,-1.2,-1.931,0.731,0.224,Stationary Shooter,Helper
1641787,Tosan Evbuomwan,2024,MEM/DET,SF,21.565,-1.544,-1.873,0.329,0.21,Stationary Shooter,Wing Stopper
1641851,Timmy Allen,2024,MEM,SF,25.09,-1.738,-1.757,0.019,0.057,Movement Shooter,Chaser
1641854,Craig Porter Jr.,2024,CLE,PG,12.733,-0.798,-0.794,-0.004,0.675,Slasher,Point of Attack
1641871,Duop Reath,2024,POR,C,17.855,-0.482,-0.077,-0.406,1.504,Stretch Big,Anchor Big
1641877,Nathan Mensah,2024,CHO,C,12.266,-3.231,-4.287,1.056,-0.143,Athletic Finisher,Anchor Big
1641931,Onuralp Bitim,2024,CHI,SG,11.651,-2.332,-1.485,-0.847,0.022,Movement Shooter,Chaser
1641970,Mãozinha Pereira,2024,MEM,SF,17.376,-0.755,-1.167,0.412,0.13,Stationary Shooter,Helper
1641998,Trey Jemison Iii,2024,WAS/MEM,C,22.96,-2.429,-3.01,0.581,0.014,Post Scorer,Anchor Big
1642013,Malik Williams,2024,TOR,C,15.217,-1.224,-1.202,-0.022,0.082,Roll + Cut Big,Anchor Big
