nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
1630188,Jalen Smith,2025,CHI,C,15.037,1.94,1.068,0.872,2.662,Stretch Big,Mobile Big
1630191,Isaiah Stewart,2025,DET,C,19.915,0.238,-1.812,2.049,2.427,Roll + Cut Big,Mobile Big
1630192,Zeke Nnaji,2025,DEN,PF,10.666,-0.903,-2.218,1.315,0.59,Stretch Big,Helper
1630193,Immanuel Quickley,2025,TOR,PG,27.811,0.863,1.919,-1.056,1.916,Primary Ball Handler,Chaser
1630198,Isaiah Joe,2025,OKC,SG,21.675,0.636,1.173,-0.537,3.119,Movement Shooter,Low Activity
1630200,Tre Jones,2025,SAS/CHI,PG,19.673,0.208,-0.131,0.339,1.515,Slasher,Point of Attack
1630201,Malachi Flynn,2025,CHO,PG,10.92,-0.012,-0.448,0.437,0.067,Low Minute,Mobile Big
1630202,Payton Pritchard,2025,BOS,PG,28.386,2.33,2.397,-0.067,6.834,Primary Ball Handler,Point of Attack
1630208,Nick Richards,2025,CHO/PHO,C,22.039,-0.453,-1.259,0.806,1.576,Athletic Finisher,Anchor Big
1630215,Jared Butler,2025,WAS/PHI,SG,17.396,-0.326,0.49,-0.816,1.393,Shot Creator,Point of Attack
1630217,Desmond Bane,2025,MEM,SG,31.96,1.333,1.442,-0.11,5.259,Shot Creator,Chaser
1630224,Jalen Green,2025,HOU,SG,32.892,0.178,0.614,-0.436,4.463,Shot Creator,Chaser
1630228,Jonathan Kuminga,2025,GSW,PF,24.342,0.147,0.258,-0.111,1.87,Shot Creator,Wing Stopper
1630230,Naji Marshall,2025,DAL,SF,27.813,-0.961,-0.146,-0.815,1.791,Stationary Shooter,Helper
1630231,Kj Martin,2025,PHI/UTA,PF,21.198,-1.966,-2.288,0.322,0.274,Athletic Finisher,Helper
1630241,Sam Merrill,2025,CLE,SG,19.736,0.318,0.262,0.056,2.443,Off Screen Shooter,Chaser
1630243,Trevelin Queen,2025,ORL,SG,13.88,-0.571,-0.685,0.114,0.508,Secondary Ball Handler,Chaser
1630245,Ayo Dosunmu,2025,CHI,SG,30.302,-0.954,-0.57,-0.384,1.307,Primary Ball Handler,Point of Attack
1630249,Vít Krejčí,2025,ATL,PG,20.222,-0.49,-0.882,0.392,1.419,Movement Shooter,Chaser
1630256,Jae'Sean Tate,2025,HOU,SF,11.31,-1.266,-1.617,0.351,0.435,Stationary Shooter,Helper
1630283,Kylor Kelley,2025,DAL/NOP,C,11.451,-0.483,-0.603,0.119,0.156,Low Minute,Anchor Big
1630288,Jeff Dowtin Jr.,2025,PHI,PG,15.141,-0.377,0.082,-0.459,0.809,Shot Creator,Chaser
1630314,Brandon Williams,2025,DAL,PG,14.762,-0.141,0.315,-0.456,0.708,Shot Creator,Point of Attack
1630322,Lindy Waters Iii,2025,GSW/DET,SG,14.969,-0.973,-1.149,0.176,0.72,Off Screen Shooter,Chaser
1630526,Jeremiah Robinson-Earl,2025,NOP,PF,18.771,-2.468,-1.462,-1.006,-0.014,Stationary Shooter,Helper
1630527,Brandon Boston,2025,NOP,SG,23.638,-1.718,-1.21,-0.508,0.453,Primary Ball Handler,Point of Attack
1630529,Herbert Jones,2025,NOP,SF,32.407,-1.838,-2.051,0.213,0.247,Stationary Shooter,Wing Stopper
1630530,Trey Murphy Iii,2025,NOP,SF,34.985,-0.952,0.615,-1.566,1.741,Movement Shooter,Wing Stopper
1630532,Franz Wagner,2025,ORL,SF,33.722,1.577,1.66,-0.083,5.136,Shot Creator,Helper
1630533,Ziaire Williams,2025,BRK,SF,24.467,-1.176,-1.223,0.047,1.228,Movement Shooter,Wing Stopper
1630534,Ochai Agbaji,2025,TOR,SG,27.167,-2.171,-2.082,-0.089,0.3,Stretch Big,Wing Stopper
1630539,Kai Jones,2025,LAC/DAL,C,11.709,0.015,-0.646,0.661,0.727,Athletic Finisher,Mobile Big
1630540,Miles Mcbride,2025,NYK,PG,24.898,0.078,0.15,-0.073,2.535,Secondary Ball Handler,Point of Attack
1630541,Moses Moody,2025,GSW,SG,22.286,-0.206,-0.57,0.364,2.327,Off Screen Shooter,Chaser
1630542,Marcus Bagley,2025,PHI,SF,25.316,-0.259,-0.873,0.614,0.349,Stretch Big,Low Activity
1630543,Isaiah Jackson,2025,IND,C,16.776,-0.404,-0.466,0.062,0.108,Low Minute,Mobile Big
1630544,Tre Mann,2025,CHO,PG,24.542,-1.299,-0.346,-0.953,0.23,Shot Creator,Chaser
1630545,Terrence Shannon Jr.,2025,MIN,SG,10.588,-1.6,-1.16,-0.44,0.18,Athletic Finisher,Helper
1630548,Johnny Juzang,2025,UTA,SG,19.841,-1.579,-0.599,-0.98,0.69,Off Screen Shooter,Chaser
1630549,Day'Ron Sharpe,2025,BRK,C,18.149,0.806,-0.132,0.937,1.862,Roll + Cut Big,Mobile Big
1630550,Jt Thor,2025,CLE/WAS,PF,12.466,-0.752,-1.095,0.342,0.266,Stationary Shooter,Helper
1630551,Justin Champagnie,2025,WAS,SF,21.622,-1.303,-1.356,0.053,0.962,Movement Shooter,Helper
1630552,Jalen Johnson,2025,ATL,SF,35.672,0.901,-0.033,0.935,2.713,Primary Ball Handler,Wing Stopper
1630553,Keon Johnson,2025,BRK,SG,24.37,-2.201,-1.719,-0.482,0.297,Shot Creator,Point of Attack
1630556,Kessler Edwards,2025,DAL,SF,15.212,-1.221,-2.198,0.977,0.468,Stationary Shooter,Helper
1630557,Corey Kispert,2025,WAS,SF,26.254,-3.298,-1.527,-1.771,-0.836,Off Screen Shooter,Low Activity
1630558,Davion Mitchell,2025,TOR/MIA,PG,27.396,-1.58,-1.771,0.191,1.101,Shot Creator,Point of Attack
1630559,Austin Reaves,2025,LAL,SG,34.933,1.382,2.065,-0.683,6.16,Primary Ball Handler,Chaser
1630560,Cam Thomas,2025,BRK,SG,31.246,-0.008,2.121,-2.13,1.2,Shot Creator,Chaser
1630567,Scottie Barnes,2025,TOR,PF,32.833,0.603,0.13,0.473,4.106,Shot Creator,Wing Stopper
1630570,Trendon Watford,2025,BRK,PF,20.743,-1.59,-1.141,-0.449,0.49,Shot Creator,Helper
1630572,Sandro Mamukelashvili,2025,SAS,PF,11.167,1.042,1.137,-0.095,1.5,Stretch Big,Mobile Big
1630573,Sam Hauser,2025,BOS,PF,21.706,0.496,0.271,0.225,2.861,Movement Shooter,Chaser
1630577,Julian Champagnie,2025,SAS,SF,23.563,-1.356,-0.553,-0.803,1.321,Movement Shooter,Chaser
1630578,Alperen Sengun,2025,HOU,C,31.513,1.923,1.015,0.908,6.599,Shot Creator,Mobile Big
1630579,Jericho Sims,2025,NYK/MIL,C,11.91,-1.91,-2.683,0.772,0.212,Athletic Finisher,Mobile Big
1630581,Josh Giddey,2025,CHI,PG,30.238,1.25,0.894,0.356,4.937,Primary Ball Handler,Helper
1630583,Santi Aldama,2025,MEM,PF,25.533,1.251,1.168,0.084,3.873,Movement Shooter,Helper
1630585,Marcus Garrett,2025,CHO,SG,19.846,-0.214,-0.698,0.484,0.112,Low Minute,Point of Attack
1630590,Scotty Pippen Jr.,2025,MEM,PG,21.302,1.118,0.407,0.712,3.786,Primary Ball Handler,Point of Attack
1630591,Jalen Suggs,2025,ORL,PG,28.642,0.393,-0.044,0.436,1.795,Primary Ball Handler,Point of Attack
1630592,Jalen Wilson,2025,BRK,PF,25.714,-2.93,-1.717,-1.213,-0.602,Stationary Shooter,Helper
1630595,Cade Cunningham,2025,DET,PG,35.028,1.64,2.055,-0.415,6.321,Shot Creator,Helper
1630596,Evan Mobley,2025,CLE,PF,30.515,3.441,1.737,1.704,8,Shot Creator,Mobile Big
1630598,Aaron Wiggins,2025,OKC,SG,22.946,0.746,1.042,-0.296,3.513,Shot Creator,Chaser
1630600,Isaiah Mobley,2025,PHI,PF,17.367,-0.044,-0.009,-0.035,0.026,Low Minute,Helper
1630611,Gui Santos,2025,GSW,PF,13.599,-1.17,-1.247,0.077,0.61,Movement Shooter,Helper
1630623,Tyson Etienne,2025,BRK,PG,21.583,-0.573,-0.352,-0.221,0.178,Movement Shooter,Point of Attack
1630625,Dalano Banton,2025,POR,PG,16.716,-0.321,-0.121,-0.2,1.499,Secondary Ball Handler,Low Activity
1630631,Jose Alvarado,2025,NOP,PG,24.391,-1.136,-0.122,-1.014,1.123,Primary Ball Handler,Point of Attack
1630639,A.J. Lawson,2025,TOR,SG,18.708,-0.573,-0.172,-0.402,0.573,Movement Shooter,Point of Attack
1630643,Jay Huff,2025,MEM,C,11.688,1.073,0.281,0.792,1.661,Stretch Big,Mobile Big
1630658,Colin Castleton,2025,MEM/TOR/PHI,C,16.615,-1.286,-1.329,0.042,0.314,Athletic Finisher,Mobile Big
1630692,Jordan Goodwin,2025,LAL,PG,18.709,-0.482,-1.184,0.702,0.671,Stationary Shooter,Chaser
1630695,Micah Potter,2025,UTA,C,18.557,-2.098,-2.366,0.268,0.154,Stationary Shooter,Helper
1630696,Dru Smith,2025,MIA,SG,19.158,-0.648,-1.588,0.939,0.303,Movement Shooter,Point of Attack
1630700,Dyson Daniels,2025,ATL,SG,33.831,1.018,-0.462,1.48,5.621,Primary Ball Handler,Point of Attack
1630702,Jaden Hardy,2025,DAL,SG,15.92,-2.431,-1.192,-1.239,0.01,Secondary Ball Handler,Chaser
1630703,Scoot Henderson,2025,POR,PG,26.653,-0.925,-0.311,-0.614,1.681,Shot Creator,Chaser
1630811,Keaton Wallace,2025,ATL,PG,16.167,-0.736,-1.149,0.413,0.539,Primary Ball Handler,Point of Attack
1631093,Jaden Ivey,2025,DET,SG,29.934,-0.878,0.155,-1.033,0.885,Primary Ball Handler,Point of Attack
1631094,Paolo Banchero,2025,ORL,PF,34.381,1.456,1.784,-0.328,3.894,Shot Creator,Helper
1631095,Jabari Smith Jr.,2025,HOU,PF,30.098,-0.55,-1.02,0.47,2.047,Stationary Shooter,Helper
1631096,Chet Holmgren,2025,OKC,C,27.392,1.865,0.215,1.649,2.383,Off Screen Shooter,Mobile Big
1631097,Bennedict Mathurin,2025,IND,SF,29.852,-0.912,-0.182,-0.73,2.072,Shot Creator,Chaser
1631099,Keegan Murray,2025,SAC,PF,34.344,-0.436,-0.72,0.283,3.302,Movement Shooter,Wing Stopper
1631101,Shaedon Sharpe,2025,POR,SG,31.282,-1.07,0.08,-1.149,1.947,Shot Creator,Chaser
1631104,Blake Wesley,2025,SAS,SG,11.778,-1.674,-1.679,0.005,0.331,Secondary Ball Handler,Point of Attack
1631105,Jalen Duren,2025,DET,C,26.071,1.833,0.326,1.507,5.489,Roll + Cut Big,Mobile Big
1631106,Tari Eason,2025,HOU,PF,24.916,1.447,-0.142,1.589,3.489,Stationary Shooter,Wing Stopper
1631107,Nikola Jović,2025,MIA,PF,25.123,-0.042,-0.444,0.402,1.751,Stationary Shooter,Helper
1631108,Max Christie,2025,LAL/DAL,SG,27.271,-1.367,-1.217,-0.15,1.44,Movement Shooter,Point of Attack
1631109,Mark Williams,2025,CHO,C,26.615,1.11,-0.006,1.116,2.628,Athletic Finisher,Anchor Big
1631110,Jeremy Sochan,2025,SAS,PF,25.259,-1.078,-0.736,-0.342,1.172,Roll + Cut Big,Wing Stopper
1631111,Wendell Moore Jr.,2025,DET/CHO,SG,13.859,-1.285,-1.459,0.175,0.364,Movement Shooter,Chaser
1631114,Jalen Williams,2025,OKC,SG,32.416,3.256,2.348,0.908,8.007,Shot Creator,Helper
1631115,Orlando Robinson,2025,SAC/TOR,C,17.495,-1.578,-1.318,-0.26,0.419,Roll + Cut Big,Mobile Big
1631117,Walker Kessler,2025,UTA,C,30.006,0.539,-0.72,1.259,3.277,Athletic Finisher,Anchor Big
1631119,Jaylin Williams,2025,OKC,PF,16.682,1.605,0.274,1.331,2.004,Stretch Big,Anchor Big
1631123,Jamaree Bouyea,2025,MIL,PG,12.34,-0.365,-0.498,0.133,0.081,Low Minute,Point of Attack
1631124,Julian Strawther,2025,DEN,SG,21.284,-1.92,-1.273,-0.647,0.457,Movement Shooter,Low Activity
1631128,Christian Braun,2025,DEN,SG,33.866,0.202,0.436,-0.234,4.467,Athletic Finisher,Point of Attack
1631131,Oscar Tshiebwe,2025,UTA,C,18.227,1.05,0.241,0.808,0.563,Athletic Finisher,Mobile Big
1631133,Jabari Walker,2025,POR,SF,12.486,-0.406,-1.067,0.661,0.962,Stationary Shooter,Helper
1631157,Ryan Rollins,2025,MIL,PG,14.634,-0.505,-1.002,0.496,1.001,Shot Creator,Point of Attack
1631165,Keon Ellis,2025,SAC,SG,24.352,0.711,-0.709,1.42,3.881,Movement Shooter,Point of Attack
1631166,Drew Timme,2025,BRK,PF,28.209,-0.68,-0.524,-0.155,0.282,Stretch Big,Mobile Big
1631170,Jaime Jaquez Jr.,2025,MIA,SF,20.733,-0.447,-0.831,0.384,1.722,Shot Creator,Helper
1631172,Ousmane Dieng,2025,OKC,C,10.942,-1.499,-1.181,-0.318,0.24,Secondary Ball Handler,Helper
1631197,Jared Rhoden,2025,CHO/TOR,SG,16.155,-0.297,-0.111,-0.187,0.306,Movement Shooter,Chaser
1631199,Ron Harper Jr.,2025,DET,SF,17,0.017,0.069,-0.052,0.026,Low Minute,Chaser
1631200,Kris Murray,2025,POR,SF,15.078,-1.845,-1.668,-0.177,0.392,Movement Shooter,Helper
1631204,Marcus Sasser,2025,DET,PG,14.224,-0.356,0.116,-0.472,1.067,Primary Ball Handler,Point of Attack
1631207,Dalen Terry,2025,CHI,SG,13.523,-1.525,-1.9,0.376,0.57,Stationary Shooter,Point of Attack
1631209,Isaiah Wong,2025,CHO,SG,13.275,-1.144,-0.796,-0.349,0.217,Shot Creator,Chaser
1631212,Peyton Watson,2025,DEN,SF,24.349,-0.777,-1.791,1.014,1.738,Stretch Big,Point of Attack
1631213,Tyrese Martin,2025,BRK,SG,21.922,-1.953,-1.043,-0.909,0.407,Movement Shooter,Chaser
1631216,Caleb Houstan,2025,ORL,SF,13.586,-1.771,-1.354,-0.417,0.333,Movement Shooter,Low Activity
1631217,Moussa Diabaté,2025,CHO,C,17.474,-0.914,-1.686,0.772,1.194,Roll + Cut Big,Mobile Big
1631218,Trayce Jackson-Davis,2025,GSW,C,15.593,0.268,-0.502,0.77,1.655,Athletic Finisher,Mobile Big
1631221,Collin Gillespie,2025,PHO,PG,13.976,1.301,1.301,-0.001,1.091,Shot Creator,Point of Attack
1631222,Jake Laravia,2025,MEM/SAC,PF,20.444,-0.612,-0.943,0.331,1.557,Movement Shooter,Helper
1631223,David Roddy,2025,ATL/PHI/HOU,PF,12.417,-1.085,-1.765,0.68,0.35,Low Minute,Helper
1631230,Dominick Barlow,2025,ATL,SF,10.714,-0.208,-0.924,0.716,0.529,Athletic Finisher,Mobile Big
1631232,Keion Brooks Jr.,2025,NOP,SF,23.699,-1.259,-1.582,0.323,0.247,Stationary Shooter,Wing Stopper
1631243,Mouhamed Gueye,2025,ATL,PF,16.144,1.458,-0.585,2.043,1.312,Stretch Big,Helper
1631245,Quenton Jackson,2025,IND,PG,13.609,-0.595,-0.469,-0.127,0.444,Secondary Ball Handler,Point of Attack
1631246,Vince Williams Jr.,2025,MEM,SG,18.465,-1.118,-0.761,-0.357,0.416,Movement Shooter,Wing Stopper
1631248,Baylor Scheierman,2025,BOS,SG,12.383,-0.507,-0.297,-0.21,0.469,Off Screen Shooter,Low Activity
1631250,Pete Nance,2025,PHI/MIL,PF,10.628,-0.306,-0.337,0.03,0.186,Stretch Big,Helper
1631255,Karlo Matković,2025,NOP,PF,18.823,-1.266,-2.074,0.808,0.586,Roll + Cut Big,Mobile Big
1631260,Aj Green,2025,MIL,SG,22.728,-1.276,-1.099,-0.177,1.218,Movement Shooter,Chaser
1631288,Jamal Cain,2025,NOP,SF,13.562,-1.662,-1.483,-0.178,0.247,Movement Shooter,Wing Stopper
1631301,Jaylen Sims,2025,CHO,SG,18.635,-0.488,-0.723,0.235,0.138,Movement Shooter,Helper
1631306,Cole Swider,2025,DET/TOR,SF,16.95,-0.826,-0.664,-0.163,0.173,Movement Shooter,Helper
1631311,Lester Quinones,2025,PHI/NOP,SG,14.105,-0.704,-0.434,-0.27,0.201,Secondary Ball Handler,Low Activity
1631323,Simone Fontecchio,2025,DET,SF,16.489,-1.35,-1.23,-0.12,0.85,Movement Shooter,Low Activity
1631342,Daeqwon Plowden,2025,ATL,SG,11.925,-0.362,-0.439,0.077,0.094,Low Minute,Chaser
1641705,Victor Wembanyama,2025,SAS,C,33.201,3.805,1.451,2.354,5.975,Shot Creator,Mobile Big
1641706,Brandon Miller,2025,CHO,SF,34.206,-0.774,0.033,-0.807,0.971,Primary Ball Handler,Helper
1641707,Taylor Hendricks,2025,UTA,PF,24.839,0.47,-0.239,0.709,0.137,Low Minute,Point of Attack
1641708,Amen Thompson,2025,HOU,SF,32.252,1.569,-0.187,1.756,5.638,Athletic Finisher,Point of Attack
1641709,Ausar Thompson,2025,DET,SF,22.504,1.227,-0.324,1.552,3.078,Roll + Cut Big,Point of Attack
1641710,Anthony Black,2025,ORL,PG,24.192,-0.783,-1.747,0.964,1.974,Primary Ball Handler,Point of Attack
1641711,Gradey Dick,2025,TOR,SG,29.396,-2.21,-1.251,-0.959,0.236,Off Screen Shooter,Chaser
1641713,Gg Jackson,2025,MEM,PF,15.814,-1.425,-0.379,-1.047,0.294,Movement Shooter,Helper
1641715,Cam Whitmore,2025,HOU,SF,16.208,-0.301,0.101,-0.402,1.116,Movement Shooter,Low Activity
1641716,Jarace Walker,2025,IND,PF,15.822,-0.562,-1.391,0.829,1.407,Movement Shooter,Helper
1641717,Cason Wallace,2025,OKC,SG,27.592,0.795,-0.513,1.308,3.837,Stationary Shooter,Point of Attack
1641718,Keyonte George,2025,UTA,PG,31.47,-1.862,0.33,-2.192,0.771,Primary Ball Handler,Point of Attack
1641720,Jalen Hood-Schifino,2025,LAL/PHI,SG,20.978,-1.562,-1.052,-0.509,0.174,Shot Creator,Point of Attack
1641721,Maxwell Lewis,2025,LAL/BRK,SF,11.703,-1.05,-1.039,-0.011,0.287,Movement Shooter,Helper
1641722,Jordan Hawkins,2025,NOP,SG,23.58,-2.826,-1.084,-1.742,-0.307,Off Screen Shooter,Chaser
1641723,Kobe Bufkin,2025,ATL,SG,12.364,-0.055,-0.152,0.097,0.186,Secondary Ball Handler,Point of Attack
1641724,Jett Howard,2025,ORL,SF,11.685,-2.116,-1.122,-0.995,0.145,Off Screen Shooter,Low Activity
1641726,Dereck Lively Ii,2025,DAL,C,23.132,1.088,-0.472,1.561,1.858,Athletic Finisher,Mobile Big
1641727,Dariq Whitehead,2025,BRK,SF,12.304,-1.185,-0.669,-0.516,0.195,Movement Shooter,Chaser
1641729,Brice Sensabaugh,2025,UTA,SF,20.168,-2.028,-0.507,-1.521,0.375,Movement Shooter,Low Activity
1641730,Noah Clowney,2025,BRK,PF,22.658,-1.613,-1.268,-0.345,0.544,Movement Shooter,Helper
1641731,Bilal Coulibaly,2025,WAS,SF,33.009,-3.316,-2.46,-0.855,-1.037,Secondary Ball Handler,Point of Attack
1641732,Colby Jones,2025,SAC/WAS,SG,13.196,-0.527,-1.148,0.621,0.621,Movement Shooter,Chaser
1641733,Nick Smith Jr.,2025,CHO,SG,22.812,-3.832,-2.101,-1.731,-1.157,Secondary Ball Handler,Chaser
1641736,Reece Beekman,2025,GSW/BRK,PG,13.036,-1.509,-1.989,0.48,0.276,Secondary Ball Handler,Point of Attack
1641737,Adem Bona,2025,PHI,C,15.596,-0.906,-2.333,1.427,0.876,Roll + Cut Big,Mobile Big
1641739,Toumani Camara,2025,POR,PF,32.667,-0.764,-1.234,0.47,2.694,Stationary Shooter,Wing Stopper
1641740,Jaylen Clark,2025,MIN,SG,13.05,-1.276,-1.472,0.197,0.383,Stationary Shooter,Point of Attack
1641741,Ricky Council Iv,2025,PHI,SF,17.123,-1.432,-0.179,-1.253,0.795,Movement Shooter,Helper
1641744,Zach Edey,2025,MEM,C,21.451,0.588,-0.441,1.028,2.71,Post Scorer,Mobile Big
1641748,Andre Jackson Jr.,2025,MIL,SG,14.628,-2.404,-2.71,0.306,0.028,Stationary Shooter,Point of Attack
1641757,Jordan Miller,2025,LAC,SF,11.36,-1.749,-1.155,-0.594,0.184,Shot Creator,Chaser
1641763,Julian Phillips,2025,CHI,SF,14.214,-1.352,-1.338,-0.013,0.771,Stationary Shooter,Helper
1641764,Brandin Podziemski,2025,GSW,SG,26.818,0.639,-0.009,0.649,3.342,Primary Ball Handler,Point of Attack
1641765,Olivier-Maxence Prosper,2025,DAL,PF,11.232,-0.325,-0.399,0.074,0.78,Athletic Finisher,Helper
1641767,Ben Sheppard,2025,IND,SG,19.517,-1.544,-1.471,-0.072,0.696,Stationary Shooter,Chaser
1641772,Nae'Qwan Tomlin,2025,CLE,PF,12.68,-0.401,-0.115,-0.286,0.082,Low Minute,Helper
1641774,Tristan Vukcevic,2025,WAS,C,14.643,0.355,-0.003,0.358,0.905,Stretch Big,Mobile Big
1641783,Tristan Da Silva,2025,ORL,SF,22.008,-1.806,-1.618,-0.189,0.653,Movement Shooter,Helper
1641787,Tosan Evbuomwan,2025,BRK,SF,23.748,-0.996,-1.113,0.117,0.606,Stationary Shooter,Helper
1641794,Dillon Jones,2025,OKC,SF,10.213,-1.755,-1.551,-0.204,0.239,Stationary Shooter,Low Activity
1641796,Pelle Larsson,2025,MIA,SG,14.217,-0.943,-1.469,0.526,0.738,Stationary Shooter,Chaser
1641798,Jaylen Martin,2025,BRK/WAS,SF,14.914,-1.169,-1.154,-0.016,0.191,Movement Shooter,Chaser
1641810,Antonio Reeves,2025,NOP,SG,14.99,-2.697,-1.317,-1.379,-0.101,Movement Shooter,Low Activity
1641824,Matas Buzelis,2025,CHI,SF,18.891,-0.654,-1.16,0.506,1.703,Movement Shooter,Helper
1641842,Ronald Holland Ii,2025,DET,SF,15.634,-0.781,-1.233,0.453,1.326,Stationary Shooter,Chaser
1641854,Craig Porter Jr.,2025,CLE,PG,10.064,-1.262,-1.345,0.082,0.381,Secondary Ball Handler,Point of Attack
1641871,Duop Reath,2025,POR,C,10.205,-0.382,-0.11,-0.272,0.61,Stretch Big,Helper
1641878,Damion Baugh,2025,CHO,SG,24.699,-1.835,-1.533,-0.302,0.142,Primary Ball Handler,Chaser
1641936,Miles Norris,2025,BOS,PF,11.639,-0.496,-0.329,-0.167,0.043,Low Minute,Helper
1641989,Elijah Harkless,2025,UTA,SG,13.8,0.327,-0.24,0.567,0.241,Stationary Shooter,Point of Attack
1641998,Trey Jemison Iii,2025,NOP/LAL,C,10.316,-1.132,-1.673,0.541,0.324,Athletic Finisher,Mobile Big
1642024,Alex Reese,2025,OKC/PHI,PF,14.403,-0.217,-0.978,0.76,0.303,Stationary Shooter,Helper
1642258,Zaccharie Risacher,2025,ATL,SF,24.578,-1.522,-0.746,-0.776,1.068,Movement Shooter,Helper
1642259,Alex Sarr,2025,WAS,C,27.078,-2.015,-1.649,-0.366,0.49,Stretch Big,Mobile Big
1642261,Dalton Knecht,2025,LAL,SF,19.151,-0.868,0.199,-1.067,1.482,Movement Shooter,Helper
1642262,Cody Williams,2025,UTA,SG,21.192,-3.681,-3.148,-0.534,-0.799,Stationary Shooter,Chaser
1642263,Reed Sheppard,2025,HOU,PG,12.584,-1.237,-1.578,0.341,0.497,Secondary Ball Handler,Chaser
1642264,Stephon Castle,2025,SAS,PG,26.692,-1.593,0.002,-1.595,1.156,Shot Creator,Point of Attack
1642265,Rob Dillingham,2025,MIN,PG,10.53,-2.241,-1.053,-1.188,0.067,Secondary Ball Handler,Low Activity
1642266,Ja'Kobe Walter,2025,TOR,SG,21.216,-1.804,-1.194,-0.61,0.444,Movement Shooter,Chaser
1642267,Bub Carrington,2025,WAS,PG,29.973,-4.467,-2.864,-1.603,-3.006,Primary Ball Handler,Point of Attack
1642268,Isaiah Collier,2025,UTA,PG,25.903,-2.825,-1.803,-1.022,-0.427,Shot Creator,Point of Attack
1642269,Devin Carter,2025,SAC,PG,10.998,0.351,-0.387,0.738,0.698,Secondary Ball Handler,Point of Attack
1642270,Donovan Clingan,2025,POR,C,19.756,0.852,-1.31,2.162,2.755,Athletic Finisher,Anchor Big
1642271,Kyle Filipowski,2025,UTA,C,21.132,-1.072,-0.831,-0.241,1.313,Stretch Big,Mobile Big
1642272,Jared Mccain,2025,PHI,SG,25.73,-1.373,0.447,-1.82,0.398,Secondary Ball Handler,Chaser
1642273,Kyshawn George,2025,WAS,SG,26.503,-2.685,-2.557,-0.127,-0.263,Movement Shooter,Helper
1642274,Yves Missi,2025,NOP,C,26.792,-2.406,-1.873,-0.533,0.052,Athletic Finisher,Mobile Big
1642275,Tidjane Salaün,2025,CHO,PF,20.739,-2.62,-2.557,-0.063,-0.132,Stretch Big,Helper
1642276,Kel'El Ware,2025,MIA,C,22.226,0.684,-1.243,1.927,2.81,Athletic Finisher,Anchor Big
1642285,Cam Spencer,2025,MEM,SG,10.09,-0.176,0.512,-0.689,0.361,Movement Shooter,Low Activity
1642345,Oso Ighodaro,2025,PHO,PF,17.14,-1.259,-2.115,0.856,0.779,Athletic Finisher,Mobile Big
1642346,Ryan Dunn,2025,PHO,SF,19.06,-0.753,-0.599,-0.154,1.502,Stretch Big,Point of Attack
1642347,Jamal Shead,2025,TOR,PG,19.558,-2.1,-1.552,-0.548,0.319,Primary Ball Handler,Point of Attack
1642348,Justin Edwards,2025,PHI,SF,26.244,-2.413,-1.376,-1.036,0.026,Movement Shooter,Chaser
1642349,Ajay Mitchell,2025,OKC,SG,16.582,-1.637,-1.105,-0.532,0.303,Stationary Shooter,Point of Attack
1642354,Kj Simpson,2025,CHO,PG,23.391,-2.296,-1.65,-0.646,0.08,Primary Ball Handler,Point of Attack
1642358,Aj Johnson,2025,MIL/WAS,SG,22.013,-2.66,-1.689,-0.971,-0.083,Shot Creator,Low Activity
1642366,Quinten Post,2025,GSW,PF,16.328,0.006,-0.288,0.294,1.06,Stationary Shooter,Mobile Big
1642367,Jonathan Mogbo,2025,TOR,PF,20.407,-1.305,-2.062,0.757,0.921,Athletic Finisher,Helper
1642368,N'Faly Dante,2025,HOU,C,12.654,-0.521,-0.681,0.161,0.061,Low Minute,Mobile Big
1642377,Jaylen Wells,2025,MEM,SG,25.867,-1.224,-0.349,-0.876,1.567,Movement Shooter,Wing Stopper
1642419,Jamison Battle,2025,TOR,SF,17.656,-2.124,-1.318,-0.806,0.211,Off Screen Shooter,Low Activity
1642449,Tolu Smith,2025,DET,PF,22.35,-0.051,-0.059,0.007,0.034,Low Minute,Mobile Big
