nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
1630583,Santi Aldama,2026,MEM,PF,27.862,-0.219,-0.141,-0.079,1.682,Movement Shooter,Helper
1630587,Isaiah Livers,2026,PHO,PF,10.125,-1.141,-1.887,0.746,0.242,Stationary Shooter,Helper
1630590,Scotty Pippen Jr.,2026,MEM,PG,19.983,0.007,-0.492,0.499,0.093,Low Minute,Point of Attack
1630591,Jalen Suggs,2026,ORL,PG,26.671,2.655,1.224,1.431,2.814,Primary Ball Handler,Point of Attack
1630592,Jalen Wilson,2026,BRK,PF,14.656,-1.558,-1.733,0.175,0.29,Movement Shooter,Helper
1630595,Cade Cunningham,2026,DET,PG,34.892,5.78,4.151,1.628,8.26,Shot Creator,Chaser
1630596,Evan Mobley,2026,CLE,PF,33.373,2.407,1.075,1.332,4.268,Shot Creator,Mobile Big
1630598,Aaron Wiggins,2026,OKC,SG,23.766,0.33,-0.483,0.813,1.705,Movement Shooter,Helper
1630611,Gui Santos,2026,GSW,PF,14.659,0.153,-1.111,1.264,1.056,Movement Shooter,Helper
1630619,Moussa Cisse,2026,DAL,C,11.978,0.376,-2.027,2.403,0.639,Roll + Cut Big,Mobile Big
1630631,Jose Alvarado,2026,NOP/NYK,PG,21.781,-1.045,-0.45,-0.595,0.848,Primary Ball Handler,Chaser
1630643,Jay Huff,2026,IND,C,20.023,0.357,-1.103,1.46,1.945,Stretch Big,Mobile Big
1630644,Mac Mcclung,2026,IND/CHI,SG,11.84,0.258,0.051,0.207,0.081,Low Minute,Point of Attack
1630679,Ethan Thompson,2026,IND,SG,16,-1.001,-1.266,0.265,0.321,Movement Shooter,Chaser
1630692,Jordan Goodwin,2026,PHO,PG,22.198,1.77,0.79,0.98,3.06,Movement Shooter,Point of Attack
1630695,Micah Potter,2026,IND,C,18.541,-0.141,-0.918,0.777,0.593,Stretch Big,Mobile Big
1630696,Dru Smith,2026,MIA,SG,17.243,1.013,-0.708,1.722,2.066,Shot Creator,Point of Attack
1630699,Marjon Beauchamp,2026,PHI,SF,18.092,-0.128,-0.105,-0.023,0.053,Low Minute,Chaser
1630700,Dyson Daniels,2026,ATL,SG,33.585,0.693,-0.518,1.211,3.52,Primary Ball Handler,Point of Attack
1630702,Jaden Hardy,2026,DAL/WAS,SG,12.645,-0.691,0.192,-0.883,0.49,Movement Shooter,Chaser
1630703,Scoot Henderson,2026,POR,PG,19.962,0.626,0.165,0.46,0.155,Low Minute,Point of Attack
1630811,Keaton Wallace,2026,ATL,PG,11.147,-0.395,-1.027,0.632,0.577,Shot Creator,Point of Attack
1631093,Jaden Ivey,2026,DET/CHI,SG,18.115,-1.061,-0.725,-0.336,0.587,Movement Shooter,Point of Attack
1631094,Paolo Banchero,2026,ORL,PF,34.456,0.55,0.86,-0.311,2.796,Shot Creator,Helper
1631095,Jabari Smith Jr.,2026,HOU,PF,35.067,0.356,-0.546,0.902,3.22,Movement Shooter,Helper
1631096,Chet Holmgren,2026,OKC,PF,29.175,4.116,1.315,2.801,5.831,Shot Creator,Mobile Big
1631097,Bennedict Mathurin,2026,IND/LAC,SF,31.594,-1.182,-0.915,-0.266,0.758,Secondary Ball Handler,Chaser
1631099,Keegan Murray,2026,SAC,PF,35.95,-0.906,-1.333,0.426,0.664,Movement Shooter,Wing Stopper
1631101,Shaedon Sharpe,2026,POR,SG,29.981,-1.056,0.121,-1.177,1.264,Shot Creator,Chaser
1631104,Blake Wesley,2026,POR,SG,15.444,0.527,0.289,0.238,0.376,Shot Creator,Chaser
1631105,Jalen Duren,2026,DET,C,27.679,3.181,1.86,1.322,4.285,Roll + Cut Big,Mobile Big
1631106,Tari Eason,2026,HOU,PF,25.408,-0.028,-0.523,0.494,1.2,Stationary Shooter,Wing Stopper
1631107,Nikola Jovic,2026,MIA,PF,17.924,-0.919,-1.279,0.36,0.76,Shot Creator,Helper
1631108,Max Christie,2026,DAL,SG,29.685,-1.646,-0.684,-0.962,0.757,Movement Shooter,Wing Stopper
1631109,Mark Williams,2026,PHO,C,24.031,1.287,-0.045,1.333,2.823,Roll + Cut Big,Mobile Big
1631110,Jeremy Sochan,2026,SAS,PF,12.777,-1.965,-1.997,0.032,0.112,Stretch Big,Wing Stopper
1631111,Wendell Moore Jr.,2026,DET,SG,10.894,-1.09,-0.702,-0.388,0.047,Low Minute,Chaser
1631114,Jalen Williams,2026,OKC,SG,29.057,1.573,1.477,0.095,1.91,Shot Creator,Helper
1631117,Walker Kessler,2026,UTA,C,30.796,0.1,-0.849,0.949,0.247,Athletic Finisher,Mobile Big
1631119,Jaylin Williams,2026,OKC,PF,19.325,1.301,-0.687,1.988,1.869,Stationary Shooter,Anchor Big
1631121,Bryce Mcgowens,2026,NOP,SG,19.869,-0.849,-0.449,-0.4,0.641,Movement Shooter,Chaser
1631123,Jamaree Bouyea,2026,PHO,PG,15.627,-0.265,-0.544,0.279,0.602,Secondary Ball Handler,Point of Attack
1631124,Julian Strawther,2026,DEN,SG,13.783,-0.919,-0.748,-0.171,0.425,Movement Shooter,Low Activity
1631126,Caleb Love,2026,POR,SG,22.206,-1.493,-0.122,-1.371,0.605,Shot Creator,Chaser
1631128,Christian Braun,2026,DEN,SG,30.302,-1.479,-0.939,-0.54,0.353,Stationary Shooter,Point of Attack
1631132,Christian Koloko,2026,LAL/MEM/ATL,C,15.316,-0.533,-1.711,1.178,0.37,Athletic Finisher,Mobile Big
1631133,Jabari Walker,2026,PHI,PF,12.076,-1.25,-1.679,0.429,0.411,Stationary Shooter,Helper
1631157,Ryan Rollins,2026,MIL,PG,32.016,-0.059,-0.016,-0.043,2.457,Primary Ball Handler,Point of Attack
1631165,Keon Ellis,2026,SAC/CLE,SG,17.895,-0.472,-1.607,1.135,1.047,Movement Shooter,Point of Attack
1631169,Josh Minott,2026,BOS,PF,15.929,-0.006,-0.703,0.697,0.808,Movement Shooter,Helper
1631170,Jaime Jaquez Jr.,2026,MIA,SF,28.882,-1.055,-1.009,-0.046,1.295,Shot Creator,Helper
1631172,Ousmane Dieng,2026,OKC/MIL,C,11.981,-0.672,-0.55,-0.123,0.402,Shot Creator,Helper
1631199,Ron Harper Jr.,2026,BOS,SF,10.602,-0.142,-0.127,-0.016,0.154,Movement Shooter,Wing Stopper
1631200,Kris Murray,2026,POR,SF,25.712,-1.174,-1.472,0.298,0.703,Stationary Shooter,Helper
1631207,Dalen Terry,2026,CHI/PHI,SG,10.975,-0.247,-1.638,1.391,0.532,Stationary Shooter,Point of Attack
1631212,Peyton Watson,2026,DEN,SF,30.651,-0.988,-0.941,-0.047,1.384,Movement Shooter,Point of Attack
1631213,Tyrese Martin,2026,BRK,SG,18.811,-0.6,-0.591,-0.009,0.81,Secondary Ball Handler,Chaser
1631217,Moussa Diabate,2026,CHO,C,25.153,1.669,0.062,1.607,3.255,Roll + Cut Big,Mobile Big
1631218,Trayce Jackson-Davis,2026,GSW/TOR,C,11.48,0.152,-0.9,1.052,0.714,Roll + Cut Big,Mobile Big
1631221,Collin Gillespie,2026,PHO,PG,28.287,2.005,0.87,1.136,4.272,Primary Ball Handler,Point of Attack
1631222,Jake Laravia,2026,LAL,PF,26.848,-0.995,-0.792,-0.203,1.329,Stationary Shooter,Point of Attack
1631230,Dominick Barlow,2026,PHI,PF,23.991,-0.5,-0.829,0.329,1.266,Athletic Finisher,Helper
1631243,Mouhamed Gueye,2026,ATL,PF,16.265,0.094,-1.637,1.731,1.38,Stationary Shooter,Helper
1631245,Quenton Jackson,2026,IND,PG,15.903,-0.307,-0.287,-0.021,0.558,Secondary Ball Handler,Point of Attack
1631246,Vince Williams Jr.,2026,MEM/UTA,PG,20.757,-0.249,-0.176,-0.073,1.093,Primary Ball Handler,Wing Stopper
1631248,Baylor Scheierman,2026,BOS,SG,14.395,-0.219,-1.309,1.09,0.99,Movement Shooter,Helper
1631250,Pete Nance,2026,MIL,PF,10.724,-0.399,-0.736,0.337,0.318,Movement Shooter,Helper
1631255,Karlo Matkovic,2026,NOP,PF,12.935,0.132,-1.182,1.314,0.904,Stretch Big,Helper
1631260,Aj Green,2026,MIL,SG,30.21,-1.175,-0.855,-0.319,1.19,Movement Shooter,Chaser
1631321,Sidy Cissoko,2026,POR,SF,22.278,-0.883,-1.748,0.864,1.099,Stationary Shooter,Helper
1631323,Simone Fontecchio,2026,MIA,SF,17.573,0.231,0.383,-0.152,1.571,Movement Shooter,Helper
1631342,Daeqwon Plowden,2026,SAC,SG,22.886,-0.115,-0.083,-0.032,0.235,Movement Shooter,Point of Attack
1641705,Victor Wembanyama,2026,SAS,C,29.033,6.144,2.908,3.236,6.084,Shot Creator,Anchor Big
1641706,Brandon Miller,2026,CHO,SF,30.469,0.821,0.986,-0.165,2.382,Shot Creator,Chaser
1641707,Taylor Hendricks,2026,UTA/MEM,PF,15.651,-2.447,-2.135,-0.312,0.008,Stationary Shooter,Helper
1641708,Amen Thompson,2026,HOU,PG,37.259,0.932,0.104,0.828,4.122,Primary Ball Handler,Point of Attack
1641709,Ausar Thompson,2026,DET,SF,25.735,2.456,-0.155,2.611,3.878,Roll + Cut Big,Point of Attack
1641710,Anthony Black,2026,ORL,PG,31.113,0.636,0.415,0.222,3.202,Primary Ball Handler,Point of Attack
1641711,Gradey Dick,2026,TOR,SG,16.083,-1.583,-1.735,0.152,0.486,Movement Shooter,Low Activity
1641712,Rayan Rupert,2026,POR,SG,12.026,-2.457,-2.977,0.52,0.004,Stationary Shooter,Chaser
1641713,Gg Jackson,2026,MEM,PF,18.673,0.193,-0.92,1.113,1.025,Stationary Shooter,Wing Stopper
1641715,Cam Whitmore,2026,WAS,SF,16.856,-1.515,-0.553,-0.962,0.209,Shot Creator,Helper
1641716,Jarace Walker,2026,IND,PF,24.016,-2.395,-1.514,-0.882,0.059,Movement Shooter,Helper
1641717,Cason Wallace,2026,OKC,SG,26.766,2.081,-0.325,2.405,4.034,Movement Shooter,Point of Attack
1641718,Keyonte George,2026,UTA,PG,33.933,-1.241,0.93,-2.171,1.242,Primary Ball Handler,Chaser
1641722,Jordan Hawkins,2026,NOP,SG,13.82,-3.319,-2.043,-1.275,-0.258,Movement Shooter,Chaser
1641723,Kobe Bufkin,2026,LAL,SG,11.875,-0.011,-0.15,0.139,0.109,Low Minute,Point of Attack
1641724,Jett Howard,2026,ORL,SF,10.378,-0.318,0.552,-0.87,0.459,Movement Shooter,Low Activity
1641726,Dereck Lively Ii,2026,DAL,C,16.468,0.572,-0.588,1.16,0.219,Athletic Finisher,Anchor Big
1641729,Brice Sensabaugh,2026,UTA,SF,21.919,-2.302,-0.22,-2.081,0.12,Movement Shooter,Helper
1641730,Noah Clowney,2026,BRK,PF,28.398,-2.082,-1.792,-0.29,0.319,Movement Shooter,Wing Stopper
1641731,Bilal Coulibaly,2026,WAS,SG,26.789,-1.21,-1.981,0.771,0.691,Secondary Ball Handler,Wing Stopper
1641733,Nick Smith Jr.,2026,LAL,SG,12.737,-1.722,-0.797,-0.925,0.147,Shot Creator,Point of Attack
1641737,Adem Bona,2026,PHI,C,16.338,-1.004,-2.677,1.673,0.67,Roll + Cut Big,Mobile Big
1641739,Toumani Camara,2026,POR,PF,33.451,-0.44,-1.019,0.579,2.369,Stationary Shooter,Wing Stopper
1641740,Jaylen Clark,2026,MIN,SG,13.414,-0.686,-0.911,0.225,0.789,Stationary Shooter,Point of Attack
1641744,Zach Edey,2026,MEM,C,25.805,0.876,-1.089,1.965,0.594,Post Scorer,Anchor Big
1641747,Daron Holmes Ii,2026,DEN,PF,11.732,-0.589,-0.554,-0.035,0.206,Stretch Big,Mobile Big
1641750,Ryan Kalkbrenner,2026,CHO,C,22.931,-0.116,-1.978,1.862,1.448,Roll + Cut Big,Anchor Big
1641757,Jordan Miller,2026,LAC,SF,19.75,-0.148,0.167,-0.315,0.944,Movement Shooter,Low Activity
1641764,Brandin Podziemski,2026,GSW,SG,26.876,0.684,-0.251,0.935,2.914,Primary Ball Handler,Chaser
1641765,Olivier-Maxence Prosper,2026,MEM,PF,13.721,-1.504,-1.495,-0.009,0.238,Stationary Shooter,Helper
1641767,Ben Sheppard,2026,IND,SG,21.35,-1.702,-1.239,-0.462,0.446,Movement Shooter,Chaser
1641772,Nae'Qwan Tomlin,2026,CLE,PF,17.053,0.401,-0.11,0.512,1.346,Stationary Shooter,Helper
1641774,Tristan Vukcevic,2026,WAS,C,11.935,0.038,-0.004,0.042,0.617,Stretch Big,Mobile Big
1641775,Jordan Walsh,2026,BOS,PF,18.45,0.556,-0.803,1.359,1.675,Stationary Shooter,Point of Attack
1641783,Tristan Da Silva,2026,ORL,SF,22.328,-1.267,-1.261,-0.007,0.8,Movement Shooter,Helper
1641790,Pj Hall,2026,MEM/CHO,C,10.67,0.294,-0.382,0.676,0.295,Roll + Cut Big,Anchor Big
1641796,Pelle Larsson,2026,MIA,SG,23.937,0.099,-0.433,0.532,1.728,Shot Creator,Chaser
1641809,Drew Peterson,2026,CHO,PF,10.711,0.491,-0.198,0.689,0.119,Low Minute,Helper
1641815,Isaiah Stevens,2026,SAC,PG,14.261,0.588,-0.087,0.674,0.082,Low Minute,Low Activity
1641824,Matas Buzelis,2026,CHI,PF,28.259,-0.842,-0.709,-0.132,1.574,Movement Shooter,Helper
1641842,Ronald Holland Ii,2026,DET,SF,20.734,0.401,-1.464,1.865,1.822,Stationary Shooter,Point of Attack
1641854,Craig Porter Jr.,2026,CLE,PG,17.876,1.839,0.255,1.585,2.36,Secondary Ball Handler,Point of Attack
1642258,Zaccharie Risacher,2026,ATL,SF,24.235,-1.073,-1.237,0.163,0.883,Movement Shooter,Helper
1642259,Alex Sarr,2026,WAS,C,28.202,-0.238,-0.635,0.398,1.61,Shot Creator,Mobile Big
1642260,Nikola Topic,2026,OKC,PG,12.367,-0.55,0.114,-0.664,0.015,Low Minute,Helper
1642261,Dalton Knecht,2026,LAL,SF,11.406,-2.426,-1.66,-0.766,0.013,Movement Shooter,Low Activity
1642262,Cody Williams,2026,UTA,SG,19.54,-2.922,-2.864,-0.058,-0.228,Stationary Shooter,Point of Attack
1642263,Reed Sheppard,2026,HOU,SG,24.721,-1.131,-0.814,-0.317,1.09,Primary Ball Handler,Chaser
1642264,Stephon Castle,2026,SAS,PG,30.161,0.711,-0.191,0.901,2.639,Primary Ball Handler,Point of Attack
1642265,Rob Dillingham,2026,MIN/CHI,PG,10.522,-2.204,-1.861,-0.343,0.065,Shot Creator,Low Activity
1642266,Ja'Kobe Walter,2026,TOR,SG,18.375,-1.229,-1.455,0.225,0.636,Movement Shooter,Point of Attack
1642267,Bub Carrington,2026,WAS,PG,27.982,-4.307,-2.129,-2.178,-1.644,Primary Ball Handler,Point of Attack
1642268,Isaiah Collier,2026,UTA,PG,25.525,-1.131,-0.09,-1.041,1.019,Shot Creator,Point of Attack
1642269,Devin Carter,2026,SAC,PG,13.379,0.713,0.377,0.337,0.533,Shot Creator,Point of Attack
1642270,Donovan Clingan,2026,POR,C,27.554,2.905,1.268,1.637,4.801,Stretch Big,Anchor Big
1642271,Kyle Filipowski,2026,UTA,C,22.114,-1.086,-1.032,-0.054,1.045,Stationary Shooter,Mobile Big
1642272,Jared Mccain,2026,PHI/OKC,SG,16.927,-1.945,-0.862,-1.083,0.225,Secondary Ball Handler,Low Activity
1642273,Kyshawn George,2026,WAS,SF,30.139,-1.559,-0.897,-0.662,0.731,Primary Ball Handler,Wing Stopper
1642274,Yves Missi,2026,NOP,C,19.289,0.376,-0.614,0.99,1.612,Athletic Finisher,Mobile Big
1642275,Tidjane Salaun,2026,CHO,PF,16.006,-0.37,-1.251,0.881,0.67,Stationary Shooter,Helper
1642276,Kel'El Ware,2026,MIA,C,22.35,1.022,-0.332,1.354,2.538,Stretch Big,Mobile Big
1642277,Johnny Furphy,2026,IND,SG,18.373,-0.9,-2.177,1.277,0.628,Stationary Shooter,Helper
1642278,Tyler Kolek,2026,NYK,PG,13.259,-0.843,-1.098,0.256,0.644,Primary Ball Handler,Low Activity
1642281,Jaylon Tyson,2026,CLE,SG,27.796,0.998,1.039,-0.041,3.014,Movement Shooter,Chaser
1642285,Cam Spencer,2026,MEM,SG,24.107,1.053,1.466,-0.413,2.708,Primary Ball Handler,Low Activity
1642345,Oso Ighodaro,2026,PHO,PF,20.03,0.173,-1.926,2.098,1.818,Roll + Cut Big,Mobile Big
1642346,Ryan Dunn,2026,PHO,SF,19.457,-0.127,-0.891,0.763,1.365,Stationary Shooter,Wing Stopper
1642347,Jamal Shead,2026,TOR,PG,22.268,0.111,-0.207,0.318,1.974,Primary Ball Handler,Point of Attack
1642348,Justin Edwards,2026,PHI,SF,14.444,-2.113,-1.471,-0.642,0.13,Movement Shooter,Chaser
1642349,Ajay Mitchell,2026,OKC,SG,26.246,2.719,1.041,1.678,3.653,Primary Ball Handler,Point of Attack
1642354,Kj Simpson,2026,CHO,PG,15.938,-0.266,-0.46,0.193,0.307,Primary Ball Handler,Point of Attack
1642363,Nique Clifford,2026,SAC,SG,21.283,-1.826,-1.741,-0.084,0.44,Movement Shooter,Chaser
1642364,Jamir Watkins,2026,WAS,SG,18.207,-1.921,-2.277,0.355,0.166,Movement Shooter,Wing Stopper
1642366,Quinten Post,2026,GSW,PF,17.024,0.055,-0.208,0.263,1.476,Stretch Big,Mobile Big
1642377,Jaylen Wells,2026,MEM,SG,26.813,-0.792,-0.663,-0.129,1.455,Movement Shooter,Point of Attack
1642382,Branden Carlson,2026,OKC,C,10.962,0.043,-0.471,0.514,0.585,Stretch Big,Mobile Big
1642383,Walter Clayton Jr.,2026,UTA/MEM,PG,18.32,-1.428,-0.944,-0.484,0.556,Primary Ball Handler,Point of Attack
1642396,Blake Hinson,2026,UTA,SF,24.75,0.401,-0.121,0.522,0.044,Low Minute,Wing Stopper
1642449,Tolu Smith,2026,DET,PF,11.65,-0.626,-0.419,-0.206,0.08,Low Minute,Mobile Big
1642450,Daniss Jenkins,2026,DET,PG,16.865,0.439,0.084,0.355,1.349,Primary Ball Handler,Point of Attack
1642461,Spencer Jones,2026,DEN,SF,23.612,-2.23,-2.582,0.352,0.16,Stationary Shooter,Wing Stopper
1642484,Rayj Dennis,2026,IND/LAC/ATL,PG,11.78,-0.408,-0.046,-0.362,0.227,Secondary Ball Handler,Point of Attack
1642530,Yuki Kawamura,2026,CHI,PG,19.037,0.557,-0.046,0.603,0.144,Low Minute,Point of Attack
1642843,Cooper Flagg,2026,DAL,SF,34.071,0.074,0.21,-0.137,2.651,Shot Creator,Helper
1642844,Dylan Harper,2026,SAS,SG,21.706,1.221,0.361,0.859,2.154,Shot Creator,Point of Attack
1642845,Vj Edgecombe,2026,PHI,SG,35.359,-0.495,-0.575,0.08,2.176,Primary Ball Handler,Point of Attack
1642846,Ace Bailey,2026,UTA,SF,26.34,-2.675,-1.222,-1.453,-0.163,Movement Shooter,Helper
1642847,Jeremiah Fears,2026,NOP,PG,25.615,-0.899,-0.56,-0.339,1.401,Slasher,Point of Attack
1642848,Tre Johnson,2026,WAS,SG,24.964,-2.819,-1.16,-1.659,-0.214,Off Screen Shooter,Chaser
1642849,Nolan Traore,2026,BRK,PG,20.964,-2.234,-1.594,-0.64,0.094,Primary Ball Handler,Point of Attack
1642851,Kon Knueppel,2026,CHO,SF,32.118,0.291,0.58,-0.29,2.991,Movement Shooter,Chaser
1642852,Derik Queen,2026,NOP,C,26.032,-0.021,-0.509,0.489,2.189,Shot Creator,Mobile Big
1642854,Asa Newell,2026,ATL,PF,11.334,-0.926,-1.111,0.185,0.424,Stationary Shooter,Helper
1642856,Egor Demin,2026,BRK,PG,25.016,-0.739,-0.941,0.202,1.24,Primary Ball Handler,Chaser
1642857,Kasparas Jakucionis,2026,MIA,PG,17.026,-0.691,-1.321,0.63,0.547,Stationary Shooter,Chaser
1642859,Jase Richardson,2026,ORL,SG,12.067,-1.709,-0.693,-1.016,0.221,Secondary Ball Handler,Low Activity
1642860,Will Riley,2026,WAS,SF,16.591,-2.757,-1.239,-1.518,-0.132,Movement Shooter,Low Activity
1642862,Liam Mcneeley,2026,CHO,SF,12.215,0.202,-0.546,0.748,0.571,Movement Shooter,Low Activity
1642864,Hugo Gonzalez,2026,BOS,SF,15.195,-0.119,-2.037,1.917,1.092,Stationary Shooter,Wing Stopper
1642867,Collin Murray-Boyles,2026,TOR,PF,22.153,0.953,-0.78,1.733,2.039,Roll + Cut Big,Mobile Big
1642869,Noah Penda,2026,ORL,SF,13.668,-0.095,-0.488,0.393,0.77,Movement Shooter,Helper
1642874,Danny Wolf,2026,BRK,PF,20.162,-0.528,-1.177,0.649,0.951,Movement Shooter,Helper
1642875,Maxime Raynaud,2026,SAC,C,23.487,-2.108,-1.856,-0.252,0.251,Roll + Cut Big,Mobile Big
1642877,Micah Peavy,2026,NOP,SG,15.056,-1.258,-1.016,-0.242,0.521,Movement Shooter,Point of Attack
1642878,Tyrese Proctor,2026,CLE,PG,10.362,-0.531,0.485,-1.016,0.488,Secondary Ball Handler,Chaser
1642879,Ben Saraf,2026,BRK,SG,17.434,-1.844,-2.244,0.401,0.148,Primary Ball Handler,Point of Attack
1642880,Kam Jones,2026,IND,SG,11.9,-1.896,-1.274,-0.622,0.076,Secondary Ball Handler,Point of Attack
1642883,Sion James,2026,CHO,SG,23.92,-0.471,-1.601,1.13,1.639,Movement Shooter,Point of Attack
1642907,Cedric Coward,2026,MEM,SG,26.322,-0.81,-0.745,-0.065,1.305,Movement Shooter,Wing Stopper
1642914,Javon Small,2026,MEM,PG,14.832,0.266,0.084,0.182,0.507,Secondary Ball Handler,Chaser
1642920,Kobe Sanders,2026,LAC,SG,21.12,-1.965,-1.571,-0.394,0.303,Stationary Shooter,Point of Attack
1642928,Dylan Cardwell,2026,SAC,C,21.225,1.44,-1.498,2.938,1.505,Roll + Cut Big,Mobile Big
1642933,Keshon Gilbert,2026,WAS,PG,16.083,-0.481,-0.894,0.413,0.06,Low Minute,Point of Attack
1642942,Jahmai Mashack,2026,MEM,SG,11.834,-0.4,-1.101,0.701,0.183,Movement Shooter,Helper
1642948,Ryan Nembhard,2026,DAL,PG,18.772,-2.605,-1.355,-1.25,-0.059,Primary Ball Handler,Point of Attack
1642954,Will Richard,2026,GSW,SG,19.129,-0.211,-1.099,0.888,1.32,Movement Shooter,Point of Attack
1642962,Drake Powell,2026,BRK,SG,19.106,-3.922,-3.149,-0.773,-0.706,Secondary Ball Handler,Chaser
1643133,Lawson Lovering,2026,MEM,C,17.567,0.063,-0.436,0.499,0.028,Low Minute,Mobile Big
