fetched_at_utc,event_id,commence_time_utc,event_date_et,home_team,away_team,player_team,player_opponent,bookmaker_key,bookmaker_title,market_key,player_name_raw,player_name_norm,line,over_price,under_price,source
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Brandon Nimmo,Brandon_Nimmo,0.5,-250.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Brandon Nimmo,Brandon_Nimmo,1.5,240.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Brandon Nimmo,Brandon_Nimmo,2.5,1300.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Brandon Nimmo,Brandon_Nimmo,3.5,10000.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Cedric Mullins,Cedric_Mullins,0.5,-150.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Cedric Mullins,Cedric_Mullins,1.5,410.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Cedric Mullins,Cedric_Mullins,2.5,2500.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Cedric Mullins,Cedric_Mullins,3.5,17500.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Chandler Simpson,Chandler_Simpson,0.5,-250.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Chandler Simpson,Chandler_Simpson,1.5,210.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Chandler Simpson,Chandler_Simpson,2.5,1100.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Chandler Simpson,Chandler_Simpson,3.5,7500.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Cody Freeman,Cody_Freeman,0.5,-165.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Cody Freeman,Cody_Freeman,1.5,380.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Cody Freeman,Cody_Freeman,2.5,2200.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Cody Freeman,Cody_Freeman,3.5,22500.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Corey Seager,Corey_Seager,0.5,-250.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Corey Seager,Corey_Seager,1.5,230.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Corey Seager,Corey_Seager,2.5,1100.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Corey Seager,Corey_Seager,3.5,7500.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Elias Diaz,Elias_Diaz,0.5,-130.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Elias Diaz,Elias_Diaz,1.5,500.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Elias Diaz,Elias_Diaz,2.5,3300.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Evan Carter,Evan_Carter,0.5,-120.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Evan Carter,Evan_Carter,1.5,500.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Evan Carter,Evan_Carter,2.5,3500.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Ezequiel Duran,Ezequiel_Duran,0.5,-210.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Ezequiel Duran,Ezequiel_Duran,1.5,280.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Ezequiel Duran,Ezequiel_Duran,2.5,1600.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Ezequiel Duran,Ezequiel_Duran,3.5,10000.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Jake Burger,Jake_Burger,0.5,-185.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Jake Burger,Jake_Burger,1.5,330.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Jake Burger,Jake_Burger,2.5,2000.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Jake Burger,Jake_Burger,3.5,12500.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Joc Pederson,Joc_Pederson,0.5,-180.0,,fanduel_public
2026-09-04T23:13:02.953087+00:00,36027101,2026-09-05 00:06:00+00:00,2026-09-04,Texas Rangers,Tampa Bay Rays,,,fanduel,fanduel,batter_hits,Joc Pederson,Joc_Pederson,1.5,330.0,,fanduel_public
