snapshot_time,requested_snapshot_time,snapshot_date,date,snapshot_type,book,book_key,game_id,player_id,player,player_raw,market,line,over_odds,under_odds,game_start_time,team,opponent,source,provider_market_key,home_team,away_team,book_last_update,is_valid_over_odds,is_valid_under_odds,is_two_sided,is_valid_american_odds
2026-05-09T16:15:32.390141+00:00,2026-05-09T16:15:32.390141+00:00,2026-05-09,2026-05-09,prelock,FanDuel,fanduel,2734c350b90f332dbece882dd10b204e,,Duncan_Robinson,Duncan Robinson,AST,1.5,-194.0,150.0,2026-05-09T19:10:00Z,,,the_odds_api_live,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:04Z,True,True,True,True
2026-05-09T16:15:32.390141+00:00,2026-05-09T16:15:32.390141+00:00,2026-05-09,2026-05-09,prelock,FanDuel,fanduel,2734c350b90f332dbece882dd10b204e,,Ausar_Thompson,Ausar Thompson,AST,3.5,124.0,-160.0,2026-05-09T19:10:00Z,,,the_odds_api_live,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:04Z,True,True,True,True
2026-05-09T16:15:32.390141+00:00,2026-05-09T16:15:32.390141+00:00,2026-05-09,2026-05-09,prelock,FanDuel,fanduel,2734c350b90f332dbece882dd10b204e,,Tobias_Harris,Tobias Harris,AST,1.5,-136.0,106.0,2026-05-09T19:10:00Z,,,the_odds_api_live,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:04Z,True,True,True,True
2026-05-09T16:15:32.390141+00:00,2026-05-09T16:15:32.390141+00:00,2026-05-09,2026-05-09,prelock,FanDuel,fanduel,2734c350b90f332dbece882dd10b204e,,Max_Strus,Max Strus,AST,1.5,-146.0,114.0,2026-05-09T19:10:00Z,,,the_odds_api_live,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:04Z,True,True,True,True
2026-05-09T16:15:32.390141+00:00,2026-05-09T16:15:32.390141+00:00,2026-05-09,2026-05-09,prelock,FanDuel,fanduel,2734c350b90f332dbece882dd10b204e,,Donovan_Mitchell,Donovan Mitchell,AST,3.5,-166.0,130.0,2026-05-09T19:10:00Z,,,the_odds_api_live,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:04Z,True,True,True,True
2026-05-09T16:15:32.390141+00:00,2026-05-09T16:15:32.390141+00:00,2026-05-09,2026-05-09,prelock,FanDuel,fanduel,2734c350b90f332dbece882dd10b204e,,Cade_Cunningham,Cade Cunningham,AST,9.5,104.0,-132.0,2026-05-09T19:10:00Z,,,the_odds_api_live,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:04Z,True,True,True,True
2026-05-09T16:15:32.390141+00:00,2026-05-09T16:15:32.390141+00:00,2026-05-09,2026-05-09,prelock,FanDuel,fanduel,2734c350b90f332dbece882dd10b204e,,James_Harden,James Harden,AST,6.5,-118.0,-108.0,2026-05-09T19:10:00Z,,,the_odds_api_live,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:04Z,True,True,True,True
2026-05-09T16:15:32.390141+00:00,2026-05-09T16:15:32.390141+00:00,2026-05-09,2026-05-09,prelock,FanDuel,fanduel,2734c350b90f332dbece882dd10b204e,,Daniss_Jenkins,Daniss Jenkins,AST,3.5,106.0,-136.0,2026-05-09T19:10:00Z,,,the_odds_api_live,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:04Z,True,True,True,True
2026-05-09T16:15:32.390141+00:00,2026-05-09T16:15:32.390141+00:00,2026-05-09,2026-05-09,prelock,FanDuel,fanduel,2734c350b90f332dbece882dd10b204e,,Jalen_Duren,Jalen Duren,AST,1.5,-184.0,142.0,2026-05-09T19:10:00Z,,,the_odds_api_live,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:04Z,True,True,True,True
2026-05-09T16:15:32.390141+00:00,2026-05-09T16:15:32.390141+00:00,2026-05-09,2026-05-09,prelock,FanDuel,fanduel,2734c350b90f332dbece882dd10b204e,,Evan_Mobley,Evan Mobley,AST,3.5,124.0,-158.0,2026-05-09T19:10:00Z,,,the_odds_api_live,player_assists,Cleveland Cavaliers,Detroit Pistons,2026-05-09T16:15:04Z,True,True,True,True
